"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00043113","1956-09","38.7","-121.16667","106.7","FOLSOM DAM, CA US","724.6","0","149.2",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","14",",0","","","11.1",",0,08,","0",",,0,30,+","0",",,0,30,+","14.2",",,0,19,","38.3",",0,06,+","213.7",",,,0","0.2","0","0.0",",0","15.5",",,,0","0",",,,0","23.31",",0","32.07",",,,0","14.54",",,,0","2436",",,,0"
"USC00043113","1956-10","38.7","-121.16667","106.7","FOLSOM DAM, CA US","765.3","0","40.7",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","2",",0","","","3.3",",0,24,","0",",,0,31,+","0",",,0,31,+","24.6",",,0,31,","32.8",",0,02,","129.1",",,,0","64.5","0","64.3",",0","51.0",",,,0","0",",,,0","17.57",",0","24.24",",,,0","10.90",",,,0","2915",",,,0"
"USC00043113","1956-11","38.7","-121.16667","106.7","FOLSOM DAM, CA US","770.3","0","5.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","","","0.6",",0,24,+","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,01,","27.8",",0,11,","84.2",",,,0","208.9","0","144.4",",0","0.0",",T,,0","0",",,,0","13.69",",0","20.22",",,,0","7.15",",,,0","2875",",,,0"
"USC00043113","1956-12","38.7","-121.16667","106.7","FOLSOM DAM, CA US","770.3","0","0.0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","0",",0","0",",0","5","","-3.9",",0,22,","0",",,0,31,+","0",",,0,31,+","8.6",",,0,05,","20.6",",0,02,","33.5",",,,0","515.1","0","306.2",",0","10.6",",,,0","0",",,,0","8.45",",0","14.43",",,,0","2.48",",,,0","2375",",,,0"
"USC00043113","1957-01","38.7","-121.16667","106.7","FOLSOM DAM, CA US","0.0","0","0.0",",0","9",",0","4",",0","2",",0","0",",0","0",",0","0",",0","8",",0","0",",0","0",",0","0",",0","1","","-3.3",",0,27,","0",",,0,31,+","0",",,0,31,+","32.5",",,0,20,","18.3",",0,01,","32.0",",,,0","852.1","0","337.0",",0","71.5",",,,0","0",",,,0","7.46",",0","12.44",",,,0","2.48",",,,0","3006",",,,0"
"USC00043113","1957-02","38.7","-121.16667","106.7","FOLSOM DAM, CA US","0.0","0","0.0",",0","11",",0","9",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","1",",0","0",",0","2","","0.0",",0,03,","0",",,0,28,+","0",",,0,28,+","22.6",",,0,25,","23.3",",0,15,","30.5",",,,0","1042.8","0","190.7",",0","102.4",",,,0","0",",,,0","11.52",",0","15.77",",,,0","7.28",",,,0","2580",",,,0"
"USC00043113","1957-03","38.7","-121.16667","106.7","FOLSOM DAM, CA US","1.1","0","1.1",",0","12",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","","","3.3",",0,22,+","0",",,0,31,+","0",",,0,31,+","37.3",",,0,05,","26.7",",0,29,","92.3",",,,0","1213.4","0","170.6",",0","110.0",",,,0","0",",,,0","12.87",",0","17.64",",,,0","8.09",",,,0","3108",",,,0"
"USC00043113","1957-04","38.7","-121.16667","106.7","FOLSOM DAM, CA US","14.7","0","13.6",",0","4",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","","","5.0",",0,02,+","0",",,0,30,+","0",",,0,30,+","29.5",",,0,14,","31.1",",0,29,","157.8",",,,0","1316.2","0","102.8",",0","64.6",",,,0","0",",,,0","15.36",",0","21.68",",,,0","9.03",",,,0","2952",",,,0"
"USC00043113","1957-05","38.7","-121.16667","106.7","FOLSOM DAM, CA US","34.3","0","19.6",",0","8",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","2",",0","","","7.2",",0,28,+","0",",,0,31,+","0",",,0,31,+","34.5",",,0,19,","35.6",",0,28,","181.1",",,,0","1369.2","0","53.0",",0","101.2",",,,0","0",",,,0","17.25",",0","23.83",",,,0","10.68",",,,0","3071",",,,0"
"USC00043113","1957-06","38.7","-121.16667","106.7","FOLSOM DAM, CA US","223.1","0","188.8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","19",",0","","","9.4",",0,12,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","41.7",",0,25,","306.6",",,,0","1370.6","0","1.4",",0","0.0",",,,0","0",",,,0","24.58",",0","33.54",",,,0","15.62",",,,0","2799",",,,0"
"USC00043113","1957-07","38.7","-121.16667","106.7","FOLSOM DAM, CA US","447.8","0","224.7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","24",",0","","","10.0",",0,28,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","40.6",",0,10,","319.0",",,,0","0.0","0","0.0",",0","0.0",",,,0","0",",,,0","25.58",",0","35.49",",,,0","15.68",",,,0","2751",",,,0"
"USC00043113","1957-08","38.7","-121.16667","106.7","FOLSOM DAM, CA US","632.1","0","184.3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","","","11.1",",0,29,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","40.0",",0,03,","286.5",",,,0","0.0","0","0.0",",0","0.0",",,,0","0",",,,0","24.28",",0","33.37",",,,0","15.19",",,,0","2772",",,,0"
"USC00043113","1957-09","38.7","-121.16667","106.7","FOLSOM DAM, CA US","785.0","0","152.9",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","16",",0","","","11.7",",0,22,","0",",,0,30,+","0",",,0,30,+","9.9",",,0,28,","41.7",",0,08,","202.4",",,,0","0.9","0","0.9",",0","14.0",",,,0","0",",,,0","23.40",",0","31.85",",,,0","14.95",",,,0","2778",",,,0"
"USC00043113","1957-10","38.7","-121.16667","106.7","FOLSOM DAM, CA US","795.9","0","10.9",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","","","8.9",",0,06,","0",",,0,31,+","0",",,0,31,+","18.5",",,0,13,","27.2",",0,10,","110.4",",,,0","43.2","0","42.3",",0","49.5",",,,0","0",",,,0","17.32",",0","22.59",",,,0","12.05",",,,0","2445",",,,0"
"USC00043113","1957-11","38.7","-121.16667","106.7","FOLSOM DAM, CA US","795.9","0","0.0","2,0","3",",0","2",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","4",",0","0",",0","","","1.7","2,0,22,","0",",,0,30,+","0",",,0,30,+","21.6",",,0,14,","24.4",",0,01,","62.9",",,,0","217.6","0","174.4",",0","27.7",",,,0","0",",,,0","12.16","2,0","18.00",",,,0","6.31","2,,,0","2381",",,,0"
"USC00043113","1957-12","38.7","-121.16667","106.7","FOLSOM DAM, CA US","795.9","0","0.0",",0","8",",0","7",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","0",",0","0",",0","11","","-0.6",",0,23,","0",",,0,31,+","0",",,0,31,+","19.3",",,0,17,","18.9",",0,01,","19.5",",,,0","535.7","0","318.1",",0","76.7",",,,0","0",",,,0","8.07",",0","11.93",",,,0","4.21",",,,0","2153",",,,0"
"USC00043113","1958-01","38.7","-121.16667","106.7","FOLSOM DAM, CA US","0.0","0","0.0","2,0","11",",0","10",",0","1",",0","0",",0","0",",0","0","1,0","4","1,0","0","1,0","0","1,0","0","1,0","4","","-0.6","1,0,22,","0",",,0,31,+","0",",,0,31,+","25.9",",,0,26,","16.7","1,0,27,+","22.9",",,,0","834.4","0","298.7","1,0","144.8",",,,0","0",",,,0","8.11","2,0","12.92","1,,,0","3.30","1,,,0","2682",",,,0"
"USC00043113","1958-02","38.7","-121.16667","106.7","FOLSOM DAM, CA US","0.0","0","0.0",",0","15",",0","13",",0","3",",0","0",",0","0",",0","0",",0","1",",0","0",",0","3",",0","0",",0","","","-0.6",",0,01,","0",",,0,28,+","0",",,0,28,+","40.1",",,0,19,","22.8",",0,17,","28.5",",,,0","989.5","0","155.1",",0","221.0",",,,0","0",",,,0","12.79",",0","16.79",",,,0","8.80",",,,0","3107",",,,0"
"USC00043113","1958-03","38.7","-121.16667","106.7","FOLSOM DAM, CA US","0.0","0","0.0",",0","15",",0","13",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","","","1.1",",0,07,","0",",,0,31,+","0",",,0,31,+","30.0",",,0,30,","20.0",",0,20,","73.6",",,,0","1222.5","0","233.0",",0","175.4",",,,0","0",",,,0","10.82",",0","15.46",",,,0","6.17",",,,0","3388",",,,0"
"USC00043113","1958-04","38.7","-121.16667","106.7","FOLSOM DAM, CA US","10.8","0","10.8",",0","7",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","","","5.0",",0,07,+","0",",,0,30,+","0",",,0,30,+","55.6",",,0,03,","28.3",",0,22,+","154.8","1,,,0","1327.5","0","105.0",",0","143.7",",,,0","0",",,,0","15.19",",0","21.61",",,,0","8.78",",,,0","3258",",,,0"
"USC00043113","1958-05","38.7","-121.16667","106.7","FOLSOM DAM, CA US","76.4","0","65.6",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","3",",0","","","8.3",",0,12,+","0",",,0,31,+","0",",,0,31,+","19.8",",,0,23,","35.0",",0,17,","215.2",",,,0","1346.8","0","19.3",",0","23.6",",,,0","0",",,,0","19.83",",0","27.54",",,,0","12.11",",,,0","2716",",,,0"
"USC00043113","1958-06","38.7","-121.16667","106.7","FOLSOM DAM, CA US","172.8","0","96.4",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","10",",0","","","10.6",",0,13,","0",",,0,30,+","0",",,0,30,+","20.6",",,0,12,","37.2",",0,16,","249.2",",,,0","1352.0","0","5.2",",0","32.1",",,,0","0",",,,0","21.37",",0","28.99",",,,0","13.76",",,,0","3072",",,,0"
"USC00043113","1958-07","38.7","-121.16667","106.7","FOLSOM DAM, CA US","364.7","0","191.9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","","","12.2",",0,15,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","40.0",",0,13,+","279.0",",,,0","0.0","0","0.0",",0","0.0",",,,0","0",",,,0","24.52",",0","33.62",",,,0","15.43",",,,0","2975",",,,0"
"USC00043113","1958-08","38.7","-121.16667","106.7","FOLSOM DAM, CA US","628.2","0","263.5","2,0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","29","2,0","28","2,0","","","13.3",",0,09,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","40.6","2,0,15,+","281.4",",,,0","0.0","0","0.0","2,0","0.0",",,,0","0",",,,0","27.32","2,0","37.22","2,,,0","17.43",",,,0","2488",",,,0"
"USC00043113","1958-09","38.7","-121.16667","106.7","FOLSOM DAM, CA US","798.6","0","170.4",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","21",",0","","","8.3",",0,21,","0",",,0,30,+","0",",,0,30,+","7.6",",,0,23,","41.1",",0,07,","218.3",",,,0","1.4","0","1.4",",0","7.6",",,,0","0",",,,0","23.97",",0","32.95",",,,0","14.98",",,,0","2802",",,,0"
"USC00043113","1958-10","38.7","-121.16667","106.7","FOLSOM DAM, CA US","885.0","0","86.4","1,0","2",",0","1",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","10",",0","","","8.3","1,0,20,","0",",,0,31,+","0",",,0,31,+","6.9",",,0,18,","37.2",",0,03,","147.7",",,,0","10.8","0","9.4",",0","7.4",",,,0","0",",,,0","20.85","1,0","29.22",",,,0","12.48","1,,,0","2457",",,,0"
"USC00043113","1958-11","38.7","-121.16667","106.7","FOLSOM DAM, CA US","887.9","0","2.9",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","13",",0","0",",0","","","-2.2",",0,17,+","0",",,0,30,+","0",",,0,30,+","4.8",",,0,10,","26.7",",0,08,","69.2",",,,0","149.1","0","138.3",",0","8.3",",,,0","0",",,,0","13.82",",0","20.09",",,,0","7.54",",,,0","2394",",,,0"
"USC00043113","1958-12","38.7","-121.16667","106.7","FOLSOM DAM, CA US","887.9","0","0.0",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","3","","1.7",",0,13,","0",",,0,31,+","0",",,0,31,+","13.7",",,0,27,","23.3",",0,16,+","43.4",",,,0","343.6","0","194.5",",0","30.0",",,,0","0",",,,0","12.06",",0","18.10",",,,0","6.02",",,,0","2047",",,,0"
"USC00043113","1959-01","38.7","-121.16667","106.7","FOLSOM DAM, CA US","0.0","0","0.0","1,0","10",",0","8",",0","2",",0","0",",0","0",",0","0","1,0","2","1,0","0",",0","0",",0","0",",0","3","","-1.1","1,0,03,","0",",,0,31,+","0",",,0,31,+","28.4",",,0,25,","19.4",",0,12,","","","597.5","0","253.9",",0","143.6",",,,0","0",",,,0","9.88","1,0","13.89",",,,0","5.87","1,,,0","3022","1,,,0"
"USC00043113","1959-02","38.7","-121.16667","106.7","FOLSOM DAM, CA US","0.0","0","0.0","1,0","10",",0","10",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","0",",0","0",",0","1","","1.1","1,0,08,+","0",",,0,28,+","0",",,0,28,+","26.7",",,0,11,","20.6",",0,28,","38.0",",,,0","829.6","0","232.1",",0","137.9",",,,0","0",",,,0","9.78","1,0","14.34",",,,0","5.23","1,,,0","3648",",,,0"
"USC00043113","1959-03","38.7","-121.16667","106.7","FOLSOM DAM, CA US","0.6","0","0.6",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","","","4.4",",0,27,","0",",,0,31,+","0",",,0,31,+","8.4",",,0,24,","25.0",",0,17,","121.0",",,,0","949.6","0","120.0",",0","25.2",",,,0","0",",,,0","14.48",",0","20.69",",,,0","8.26",",,,0","3183",",,,0"
"USC00043113","1959-04","38.7","-121.16667","106.7","FOLSOM DAM, CA US","12.9","0","12.3","1,0","2",",0","1",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","29",",0","0",",0","","","6.7","1,0,07,","0",",,0,30,+","0",",,0,30,+","50.8",",,0,26,","31.7",",0,04,","164.7",",,,0","985.1","0","35.5",",0","52.1",",,,0","0",",,,0","17.48","1,0","25.62",",,,0","9.35","1,,,0","2345",",,,0"
"USC00043113","1959-05","38.7","-121.16667","106.7","FOLSOM DAM, CA US","37.6","0","24.7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","2",",0","","","5.6",",0,07,+","0",",,0,31,+","0",",,0,31,+","1.0",",,0,23,","33.3",",0,12,","224.1",",,,0","1039.9","0","54.8",",0","1.0",",,,0","0",",,,0","17.36",",0","25.29",",,,0","9.44",",,,0","3189",",,,0"
"USC00043113","1959-06","38.7","-121.16667","106.7","FOLSOM DAM, CA US","182.2","0","144.6","2,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","29","1,0","14","1,0","","","8.9","1,0,18,+","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","41.7","1,0,24,+","281.3",",,,0","1039.9","0","0.0","1,0","0.0",",,,0","0",",,,0","23.46","2,0","33.19","1,,,0","13.72","1,,,0","2919",",,,0"
"USC00043113","1959-07","38.7","-121.16667","106.7","FOLSOM DAM, CA US","450.1","0","267.9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","29",",0","","","11.7",",0,08,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","42.8",",0,11,","322.5",",,,0","0.0","0","0.0",",0","0.0",",,,0","0",",,,0","26.98",",0","37.30",",,,0","16.65",",,,0","2736",",,,0"
"USC00043113","1959-08","38.7","-121.16667","106.7","FOLSOM DAM, CA US","646.4","0","196.3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","24",",0","","","10.0",",0,22,+","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,24,","41.7",",0,08,","262.3","1,,,0","2.2","0","2.2",",0","0.0",",T,,0","0",",,,0","24.59",",0","34.33",",,,0","14.85",",,,0","2840",",,,0"
"USC00043113","1959-09","38.7","-121.16667","106.7","FOLSOM DAM, CA US","746.6","0","100.2",",0","2",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","10",",0","1","","8.9",",0,28,+","0",",,0,30,+","0",",,0,30,+","35.8",",,0,19,","37.2",",0,02,","186.8",",,,0","11.4","0","9.2",",0","50.0",",,,0","0",",,,0","21.37",",0","29.65",",,,0","13.08",",,,0","2617",",,,0"
"USC00043113","1959-10","38.7","-121.16667","106.7","FOLSOM DAM, CA US","814.8","0","68.2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","","","7.8",",0,01,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","33.9",",0,25,","152.6","1,,,0","33.6","0","22.2",",0","0.0",",,,0","0",",,,0","19.81",",0","27.42",",,,0","12.21",",,,0","2924",",,,0"
"USC00043113","1959-11","38.7","-121.16667","106.7","FOLSOM DAM, CA US","814.8","0","0.0","1,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","25",",0","0",",0","","","2.2","1,0,23,+","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","26.1",",0,11,","85.1",",,,0","145.8","0","112.2",",0","0.0",",,,0","0",",,,0","14.44","1,0","22.90",",,,0","5.99","1,,,0","2401",",,,0"
"USC00043113","1959-12","38.7","-121.16667","106.7","FOLSOM DAM, CA US","814.8","0","0.0",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","6",",0","0",",0","1","","-3.3",",0,31,","0",",,0,31,+","0",",,0,31,+","18.5",",,0,25,","23.3",",0,05,+","48.9",",,,0","410.6","0","264.8",",0","35.1",",,,0","0",",,,0","9.79",",0","16.45",",,,0","3.13",",,,0","2304",",,,0"
"USC00043113","1960-01","38.7","-121.16667","106.7","FOLSOM DAM, CA US","0.0","0","0.0","2,0","12",",0","10",",0","1",",0","0",",0","0",",0","0","2,0","7","2,0","0",",0","0",",0","0",",0","2","","-5.0","2,0,01,","0",",,0,31,+","0",",,0,31,+","28.7",",,0,25,","18.3",",0,23,","29.3","1,,,0","712.7","0","302.1",",0","118.8",",,,0","0",",,,0","7.96","2,0","12.54",",,,0","3.38","2,,,0","2533","1,,,0"
"USC00043113","1960-02","38.7","-121.16667","106.7","FOLSOM DAM, CA US","0.0","0","0.0","1,0","11",",0","6",",0","1",",0","0",",0","0",",0","0","1,0","1","1,0","0",",0","0",",0","0",",0","2","","0.0","1,0,20,","0",",,0,29,+","0",",,0,29,+","39.1",",,0,08,","18.3",",0,07,","47.8","1,,,0","938.2","0","225.5",",0","115.2",",,,0","0",",,,0","10.28","1,0","15.38",",,,0","5.19","1,,,0","3201",",,,0"
"USC00043113","1960-03","38.7","-121.16667","106.7","FOLSOM DAM, CA US","4.5","0","4.5","1,0","9",",0","7",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","8",",0","0",",0","1","","4.4","1,0,29,+","0",",,0,31,+","0",",,0,31,+","25.4",",,0,13,","27.8",",0,21,+","91.0",",,,0","1088.3","0","150.1",",0","73.4",",,,0","0",",,,0","13.41","1,0","18.66",",,,0","8.16","1,,,0","2724","1,,,0"
"USC00043113","1960-04","38.7","-121.16667","106.7","FOLSOM DAM, CA US","14.5","0","10.0",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","","","3.9",",0,28,","0",",,0,30,+","0",",,0,30,+","16.8",",,0,27,","29.4",",0,05,","140.9",",,,0","1197.4","0","109.1",",0","37.4",",,,0","0",",,,0","15.03",",0","21.59",",,,0","8.47",",,,0","2887",",,,0"
"USC00043113","1960-05","38.7","-121.16667","106.7","FOLSOM DAM, CA US","48.6","0","34.1",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","3",",0","","","5.6",",0,22,","0",",,0,31,+","0",",,0,31,+","16.3",",,0,24,","33.3",",0,31,","189.8",",,,0","1245.5","0","48.1",",0","18.4",",,,0","0",",,,0","17.88",",0","25.26",",,,0","10.50",",,,0","2696",",,,0"
