"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00293225","1937-04","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","0",",6","0",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","0",",,6,30,+","0.0",",,6,30,+","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",,,6","0",",,,6","","","","","","","",""
"USC00293225","1937-05","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","4",",6","4",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","12.7",",,6,24,","","","","","","","","","","","","","","","","","","","","","","","","","25.9",",,,6","0",",,,6","","","","","","","",""
"USC00293225","1937-06","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","2",",6","2",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","0",",,6,30,+","7.4",",,6,26,","","","","","","","","","","","","","","","","","","","","","","","","","12.2",",,,6","0",",,,6","","","","","","","",""
"USC00293225","1937-07","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","4",",6","4",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","0",",,6,31,+","15.0",",,6,20,","","","","","","","","","","","","","","","","","","","","","","","","","37.2",",,,6","0",",,,6","","","","","","","",""
"USC00293225","1938-08","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","224.5",",6","1",",6","0",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","28",",6","15.0",",6,31,+","","","","","0.5",",,6,31,","37.8",",6,01,","","","","","","","0.0",",6","","","","","","","","","","","","","","","0.5",",,,6","","","25.57",",6","34.12",",,,6","17.03",",,,6","",""
"USC00293225","1938-09","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","8",",6","8",",6","2",",6","","","","","","","","","","","","","","","","","","","","","47.2",",,6,01,","","","","","","","","","","","","","","","","","","","","","","","","","137.2",",,,6","","","","","","","","","",""
"USC00293225","1938-10","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","20.5","1,6","0",",6","0",",6","0",",6","","","","","0","1,6","0","1,6","0",",6","31",",6","0",",6","1.1","1,6,23,","","","","","0.0",",,6,31,+","31.1",",6,16,+","","","","","","","35.5",",6","","","","","","","","","","","","","","","0.0",",,,6","","","17.81","1,6","27.95",",,,6","7.67","1,,,6","",""
"USC00293225","1938-11","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","0.0",",6","0",",6","0",",6","0",",6","","","","","0",",6","27",",6","0",",6","7",",6","0",",6","-11.1",",6,08,","","","","","0.0",",,6,30,+","26.1",",6,01,","1350.1",",,,6","","","","","370.6",",6","","","","","","","","","","","","","","","0.0",",,,6","","","5.98",",6","15.93",",,,6","-3.97",",,,6","5170",",,,6"
"USC00293225","1938-12","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","0.0",",6","2",",6","2",",6","1",",6","","","","","0",",6","22",",6","0",",6","0",",6","0",",6","-8.9",",6,01,","","","","","25.4",",,6,15,","20.6",",6,12,+","1332.1","2,,,6","","","","","373.4",",6","","","","","","","","","","","","","","","43.2",",,,6","","","6.29",",6","14.18",",,,6","-1.61",",,,6","2990",",,,6"
"USC00293225","1939-01","32.43333","-107.48333","1356.4","FLORIDA, NM US","0.0","6","0.0",",6","","","","","","","","","","","0",",6","31",",6","0",",6","0",",6","0",",6","-14.4",",6,31,","","","","","","","17.8",",6,23,","1259.4","1,,,6","","","","","505.4",",6","","","","","","","","","","","","","","","","","","","2.03",",6","8.95",",,,6","-4.90",",,,6","6049",",,,6"
"USC00293225","1939-02","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","3",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","10.2",",,6,17,","","","","","","","","","","","","","","","","","","","","","","","","","17.1",",,,6","","","","","","","","","3698",",,,6"
"USC00293225","1939-03","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","0.0","1,6","1",",6","1",",6","0",",6","","","","","0",",6","18",",6","0","1,6","15","1,6","0","1,6","-7.8",",6,09,+","","","","","10.2",",,6,19,","26.1","1,6,19,","1583.8","2,,,6","","","","","259.4","1,6","","","","","","","","","","","","","","","10.2",",,,6","","","9.62","1,6","19.43","1,,,6","-0.18",",,,6","3637","2,,,6"
"USC00293225","1939-04","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","15.6","1,6","0",",6","0",",6","0",",6","","","","","0","1,6","1","1,6","0",",6","19",",6","0",",6","-1.1","1,6,05,","","","","","0.0",",T,6,05,","31.7",",6,27,","","","","","","","120.9",",6","","","","","","","","","","","","","","","0.0",",T,,6","","","14.62","1,6","22.29",",,,6","6.96","1,,,6","3767",",,,6"
"USC00293225","1939-05","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","203.2","1,6","","","","","","","","","","","0","1,6","0","1,6","0",",6","31",",6","20",",6","14.4","1,6,22,","","","","","","","37.2",",6,08,","","","","","","","0.0",",6","","","","","","","","","","","","","","","","","","","25.15","1,6","33.30",",,,6","16.99","1,,,6","",""
"USC00293225","1939-06","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","286.6","3,6","0",",6","0",",6","0",",6","","","","","0","3,6","0","3,6","0",",6","30",",6","30",",6","15.0","3,6,30,","","","","","0.0",",,6,30,+","40.6",",6,13,","","","","","","","0.0",",6","","","","","","","","","","","","","","","0.0",",,,6","","","29.01","3,6","36.97",",,,6","21.05","3,,,6","2597","1,,,6"
"USC00293225","1939-07","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","247.1",",6","4",",6","4",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","29",",6","15.6",",6,16,+","","","","","17.8",",,6,15,","37.8",",6,13,+","","","0.0","6","","","0.0",",6","","","","","","","","","","","","","","","51.0",",,,6","","","26.30",",6","35.85",",,,6","16.76",",,,6","3823",",,,6"
"USC00293225","1939-08","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","238.7",",6","1",",6","1",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","30",",6","15.6",",6,24,+","","","","","20.3",",,6,03,","36.1",",6,31,+","","","0.0","6","","","0.0",",6","","","","","","","","","","","","","","","20.3",",,,6","","","26.03",",6","34.55",",,,6","17.51",",,,6","1584",",,,6"
"USC00293225","1939-09","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","210.2",",6","1",",6","1",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","27",",6","8.3",",6,30,","","","","","7.6",",,6,13,","38.9",",6,05,+","","","0.0","6","","","0.0",",6","","","","","","","","","","","","","","","7.6",",,,6","","","25.34",",6","34.52",",,,6","16.15",",,,6","2559",",,,6"
"USC00293225","1939-10","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","4.2",",6","1",",6","1",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","0",",6","1.1",",6,20,+","","","","","34.3",",,6,07,","31.7",",6,01,","","","114.6","6","","","114.6",",6","","","","","","","","","","","","","","","34.3",",,,6","","","14.77",",6","26.54",",,,6","3.01",",,,6","3976","1,,,6"
"USC00293225","1939-11","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","0.0","1,6","2",",6","1",",6","0",",6","","","","","0",",6","28",",6","0","1,6","23","1,6","0","1,6","-7.2",",6,29,","","","","","7.1",",,6,24,","28.3","1,6,08,+","","","349.9","6","","","235.3","1,6","","","","","","","","","","","","","","","7.6",",,,6","","","10.18","1,6","23.54","1,,,6","-3.19",",,,6","3904","2,,,6"
"USC00293225","1939-12","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","0.0",",6","2",",6","2",",6","0",",6","","","","","0",",6","30",",6","0",",6","6",",6","0",",6","-12.2",",6,26,","","","","","12.7",",,6,25,","23.3",",6,10,","","","771.6","6","","","421.7",",6","","","","","","","","","","","","","","","15.2",",,,6","","","4.73",",6","15.18",",,,6","-5.72",",,,6","4506",",,,6"
"USC00293225","1940-01","32.43333","-107.48333","1356.4","FLORIDA, NM US","0.0","6","0.0",",6","1",",6","0",",6","0",",6","","","","","0",",6","29",",6","6",",6","0",",6","0",",6","-13.9",",6,19,","","","","","0.5",",,6,21,","18.3",",6,09,+","","","1255.8","6","","","484.2",",6","","","","","","","","","","","","","","","0.5",",,,6","","","2.71",",6","10.43",",,,6","-5.01",",,,6","3611","1,,,6"
"USC00293225","1940-02","32.43333","-107.48333","1356.4","FLORIDA, NM US","0.0","6","0.0","1,6","4",",6","2",",6","0",",6","","","","","0","1,6","22","1,6","0",",6","4",",6","0",",6","-7.2","1,6,21,","","","","","13.5",",,6,01,","25.0",",6,29,","","","1617.8","6","","","362.0",",6","","","","","","","","","","","","","","","21.1",",,,6","","","5.31","1,6","14.48",",,,6","-3.85","1,,,6","3996",",,,6"
"USC00293225","1940-03","32.43333","-107.48333","1356.4","FLORIDA, NM US","1.4","6","1.4",",6","0",",6","0",",6","0",",6","","","","","0",",6","18",",6","0",",6","19",",6","0",",6","-6.1",",6,14,","","","","","0.0",",T,6,24,","29.4",",6,28,","","","1846.8","6","","","229.0",",6","","","","","","","","","","","","","","","0.0",",T,,6","","","10.99",",6","21.80",",,,6","0.18",",,,6","4743",",,,6"
"USC00293225","1940-04","32.43333","-107.48333","1356.4","FLORIDA, NM US","1.7","6","0.3",",6","1",",6","1",",6","0",",6","","","","","0",",6","4",",6","0",",6","29",",6","0",",6","-1.1",",6,03,","","","","","19.1",",,6,23,","30.0",",6,23,+","","","1947.9","6","","","101.1",",6","","","","","","","","","","","","","","","19.1",",,,6","","","14.97",",6","25.87",",,,6","4.08",",,,6","6552",",,,6"
"USC00293225","1940-05","32.43333","-107.48333","1356.4","FLORIDA, NM US","78.9","6","77.2",",6","4",",6","4",",6","0",",6","","","","","0",",6","0",",6","0",",6","27",",6","8",",6","6.1",",6,21,","","","","","11.4",",,6,16,","35.6",",6,31,","","","1967.4","6","","","19.5",",6","","","","","","","","","","","","","","","28.4",",,,6","","","20.20",",6","29.49",",,,6","10.90",",,,6","3536","1,,,6"
"USC00293225","1940-06","32.43333","-107.48333","1356.4","FLORIDA, NM US","265.2","6","186.3",",6","3",",6","2",",6","1",",6","","","","","0",",6","0",",6","0",",6","30",",6","23",",6","12.8",",6,10,+","","","","","30.5",",,6,23,","37.8",",6,18,+","","","1967.4","6","","","0.0",",6","","","","","","","","","","","","","","","38.6",",,,6","","","24.54",",6","34.15",",,,6","14.94",",,,6","2617","3,,,6"
"USC00293225","1940-07","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","7",",6","3",",6","0",",6","","","","","0",",6","0",",6","","","","","","","14.4",",6,31,+","","","","","15.0",",,6,30,+","","","3024.8",",,,6","","","","","","","","","","","","","","","","","","","","","38.4",",,,6","","","","","","","17.68",",,,6","4059",",,,6"
"USC00293225","1940-08","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","197.5",",6","3",",6","3",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","31",",6","12.8",",6,27,+","","","","","7.9",",,6,12,","36.7",",6,20,+","2712.5",",,,6","","","","","0.0",",6","","","","","","","","","","","","","","","19.0",",,,6","","","24.70",",6","34.50",",,,6","14.91",",,,6","3610",",,,6"
"USC00293225","1940-09","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","4",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","4.6",",,6,05,","","","2221.5",",,,6","","","","","","","","","","","","","","","","","","","","","10.2",",,,6","","","","","","","","","3897","1,,,6"
"USC00293225","1940-10","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","5.0",",6","2",",6","2",",6","0",",6","","","","","0",",6","0",",6","0",",6","29",",6","0",",6","0.6",",6,31,+","","","","","5.8",",,6,12,","30.0",",6,08,+","1242.3",",,,6","","","","","85.3",",6","","","","","","","","","","","","","","","9.4",",,,6","","","15.74",",6","26.39",",,,6","5.09",",,,6","4038",",,,6"
"USC00293225","1940-11","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","0.0",",6","3",",6","3",",6","0",",6","","","","","0",",6","27",",6","0",",6","1",",6","0",",6","-7.2",",6,23,+","","","","","14.0",",,6,24,","23.3",",6,13,","1164.4",",,,6","","","","","392.1",",6","","","","","","","","","","","","","","","27.2",",,,6","","","5.26",",6","14.69",",,,6","-4.17",",,,6","4383",",,,6"
"USC00293225","1940-12","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","0.0",",6","4",",6","4",",6","0",",6","","","","","0",",6","25",",6","0",",6","0",",6","0",",6","-7.2",",6,28,","","","","","8.4",",,6,13,","18.3",",6,01,","695.1","2,,,6","","","","","358.1",",6","","","","","","","","","","","","","","","19.9",",,,6","","","6.78",",6","15.60",",,,6","-2.04",",,,6","3929",",,,6"
"USC00293225","1941-01","32.43333","-107.48333","1356.4","FLORIDA, NM US","0.0","6","0.0",",6","4",",6","3",",6","1",",6","","","","","0",",6","25",",6","0",",6","0",",6","0",",6","-7.8",",6,20,","","","","","39.1",",,6,29,","16.1",",6,27,+","814.9","1,,,6","","","","","391.4",",6","","","","","","","","","","","","","","","62.5",",,,6","","","5.71",",6","14.22",",,,6","-2.80",",,,6","4837","1,,,6"
"USC00293225","1941-02","32.43333","-107.48333","1356.4","FLORIDA, NM US","0.0","6","0.0",",6","3",",6","3",",6","0",",6","","","","","0",",6","21",",6","0",",6","0",",6","0",",6","-1.7",",6,06,","","","","","21.3",",,6,07,","20.0",",6,17,","905.0","1,,,6","","","","","281.0",",6","","","","","","","","","","","","","","","30.2",",,,6","","","8.30",",6","16.63",",,,6","-0.03",",,,6","3926",",,,6"
