"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00003028","1999-05","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.9",",W","8.1","W","8.1",",W","10",",W","5",",W","1",",W","","","","","0",",W","2",",W","0",",W","20",",W","0",",W","","","","","-0.6",",W,07,","","","","","41.1",",,W,01,","30.6",",W,22,","2769.4","W","123.0",",W","77.8",",,,W","","","14.63",",W","22.61",",,,W","6.64",",,,W","","","210",",W","210",",W","21.5",",W","26.4",",W"
"USW00003028","1999-06","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.5",",W","85.5","W","77.4",",W","5",",W","1",",W","0",",W","","","","","0",",W","0",",W","0",",W","29",",W","7",",W","","","","","5.6",",W,06,","","","","","11.9",",,W,12,","37.2",",W,29,","2788.3","W","18.9",",W","13.8",",,,W","","","20.28",",W","28.81",",,,W","11.75",",,,W","","","200",",W","210",",W","20.6",",W","24.1",",W"
"USW00003028","1999-07","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.5",",W","265.1","W","179.6","2,W","6",",W","5",",W","0",",W","","","","","0","2,W","0","2,W","0","2,W","29","2,W","18","2,W","","","","","9.4","2,W,11,","","","","","14.2",",,W,31,","37.8","2,W,02,","0.0","W","0.0","2,W","36.1",",,,W","","","24.53","2,W","32.39","2,,,W","16.67","2,,,W","","","280",",W","70",",W","15.2",",W","19.7",",W"
"USW00003028","1999-08","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","4.2",",W","424.8","W","159.7",",W","7",",W","3",",W","0",",W","","","","","0",",W","0",",W","0",",W","31",",W","17",",W","","","","","12.2",",W,24,","","","","","21.8",",,W,04,","35.6",",W,31,+","0.0","W","0.0",",W","30.0",",,,W","","","23.49",",W","31.23",",,,W","15.74",",,,W","","","300",",W","300",",W","18.3",",W","21.5",",W"
"USW00003028","1999-09","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","4.9",",W","470.6","W","45.8",",W","7",",W","2",",W","1",",W","","","","","0",",W","1",",W","0",",W","22",",W","4",",W","","","","","-2.2",",W,29,","","","","","45.0",",,W,15,","34.4",",W,01,","78.9","W","78.9",",W","54.5",",,,W","","","17.23",",W","24.37",",,,W","10.09",",,,W","","","270",",W","260",",W","17.0",",W","25.0",",W"
"USW00003028","1999-10","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","4.6",",W","472.9","W","2.3",",W","6",",W","3",",W","1",",W","","","","","0",",W","12",",W","0",",W","18",",W","0",",W","","","","","-5.0",",W,18,","","","","","55.1",",,W,08,","30.6",",W,06,","294.4","W","215.5",",W","71.6",",,,W","","","11.45",",W","20.91",",,,W","1.99",",,,W","","","10",",W","10",",W","17.0",",W","20.6",",W"
"USW00003028","1999-11","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","4.3",",W","472.9","W","0.0",",W","1",",W","0",",W","0",",W","","","","","0",",W","22",",W","0",",W","16",",W","0",",W","","","","","-11.7",",W,25,+","","","","","0.3",",,W,22,","26.7",",W,11,","595.0","W","300.6",",W","0.3",",,,W","","","8.31",",W","18.67",",,,W","-2.04",",,,W","","","360",",W","10",",W","16.5",",W","19.7",",W"
"USW00003028","1999-12","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.4",",W","472.9","W","0.0",",W","1",",W","0",",W","0",",W","","","","","0",",W","30",",W","1",",W","2",",W","0",",W","","","","","-13.3",",W,22,","","","","","0.5",",,W,17,","22.2",",W,01,","1110.7","W","515.7",",W","0.5",",,,W","","","1.70",",W","10.60",",,,W","-7.21",",,,W","","","320",",W","320",",W","19.2",",W","22.8",",W"
"USW00003028","2000-01","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","4.7",",W","0.0","W","0.0",",W","2",",W","1",",W","0",",W","","","","","1",",W","30",",W","3",",W","0",",W","0",",W","","","","","-17.8",",W,04,","","","","","4.6",",,W,27,","20.0",",W,15,","1633.5","W","522.8",",W","4.9",",,,W","","","1.47",",W","10.35",",,,W","-7.41",",,,W","","","330",",W","340",",W","19.2",",W","21.9",",W"
"USW00003028","2000-02","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.3",",W","0.0","W","0.0",",W","2",",W","1",",W","0",",W","","","","","0",",W","23",",W","1",",W","7",",W","0",",W","","","","","-9.4",",W,01,","","","","","3.3",",,W,29,","25.0",",W,21,","1992.8","W","359.3",",W","3.6",",,,W","","","5.94",",W","15.58",",,,W","-3.69",",,,W","","","280",",W","280",",W","19.7",",W","24.1",",W"
"USW00003028","2000-03","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.5",",W","0.0","W","0.0",",W","15",",W","7",",W","0",",W","","","","","0",",W","25",",W","2",",W","3",",W","0",",W","","","","","-10.0",",W,11,","","","","","17.0",",,W,31,","23.9",",W,27,","2394.7","W","401.9",",W","76.6",",,,W","","","5.37",",W","12.66",",,,W","-1.92",",,,W","","","290",",W","280",",W","23.2",",W","28.6",",W"
"USW00003028","2000-04","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","6.0",",W","0.0","W","0.0","2,W","7",",W","2",",W","0",",W","","","","","0","2,W","11","2,W","0","2,W","15","2,W","0","2,W","","","","","-7.2","2,W,08,","","","","","6.1",",,W,30,","28.9","2,W,14,","2595.9","W","201.2","2,W","12.2",",,,W","","","11.15","2,W","20.85","2,,,W","1.45","2,,,W","","","330",",W","320",",W","19.7",",W","23.7",",W"
"USW00003028","2000-05","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.3",",W","57.4","W","57.4",",W","3",",W","2",",W","0",",W","","","","","0",",W","2",",W","0",",W","25",",W","10",",W","","","","","-1.7",",W,13,","","","","","10.4",",,W,25,","37.8",",W,30,","2673.3","W","77.4",",W","21.6",",,,W","","","17.69",",W","27.32",",,,W","8.06",",,,W","","","280",",W","200",",W","21.0",",W","28.6",",W"
"USW00003028","2000-06","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","6.3","3,W","144.3","W","86.9","1,W","11",",W","5",",W","0",",W","","","","","0","1,W","0","1,W","0","1,W","26","1,W","8","1,W","","","","","7.8","1,W,05,","","","","","21.1",",,W,25,","35.6","1,W,15,","2685.5","W","12.2","1,W","37.4",",,,W","","","20.91","1,W","28.75","1,,,W","13.07","1,,,W","","","10","1,W","20",",W","25.0","1,W","28.6",",W"
"USW00003028","2000-07","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","4.8",",W","323.7","W","179.4","2,W","10",",W","5",",W","1",",W","","","","","0","2,W","0","2,W","0","2,W","29","2,W","18","2,W","","","","","12.2","2,W,01,","","","","","26.7",",,W,02,","36.1","2,W,26,","0.0","W","0.0","2,W","63.1",",,,W","","","24.52","2,W","32.82","2,,,W","16.22","2,,,W","","","260",",W","260",",W","16.5",",W","19.7",",W"
"USW00003028","2000-08","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","4.8",",W","551.9","W","228.2",",W","7",",W","4",",W","0",",W","","","","","0",",W","0",",W","0",",W","31",",W","29",",W","","","","","13.3",",W,01,","","","","","9.7",",,W,18,","38.3",",W,14,","0.0","W","0.0",",W","32.3",",,,W","","","25.69",",W","34.46",",,,W","16.93",",,,W","","","320",",W","310",",W","17.9",",W","20.6",",W"
"USW00003028","2000-09","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.2",",W","656.0","W","104.1",",W","2",",W","1",",W","0",",W","","","","","0",",W","2",",W","0",",W","26",",W","14",",W","","","","","-2.8",",W,25,","","","","","3.0",",,W,08,","37.8",",W,06,","50.6","W","50.6",",W","3.3",",,,W","","","20.12",",W","29.93",",,,W","10.31",",,,W","","","190",",W","190",",W","17.0",",W","20.1",",W"
"USW00003028","2000-10","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.2",",W","665.5","W","9.5",",W","8",",W","4",",W","1",",W","","","","","0",",W","3",",W","0",",W","15",",W","2",",W","","","","","-4.4",",W,08,","","","","","39.6",",,W,23,","33.3",",W,03,+","242.8","W","192.2",",W","74.4",",,,W","","","12.44",",W","20.24",",,,W","4.64",",,,W","","","160",",W","300",",W","16.5",",W","20.1",",W"
"USW00003028","2000-11","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.1",",W","665.5","W","0.0",",W","2",",W","1",",W","0",",W","","","","","0",",W","29",",W","0",",W","0",",W","0",",W","","","","","-12.2",",W,13,","","","","","3.0",",,W,11,","19.4",",W,05,","747.2","W","504.4",",W","3.3",",,,W","","","1.52",",W","9.54",",,,W","-6.50",",,,W","","","320",",W","320",",W","16.1",",W","19.7",",W"
"USW00003028","2000-12","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.1",",W","665.5","W","0.0","1,W","1",",W","0",",W","0",",W","","","","","0","1,W","30","1,W","5","1,W","0","1,W","0","1,W","","","","","-17.2","1,W,11,","","","","","0.3",",,W,27,","19.4","1,W,17,","1333.8","W","586.6","1,W","0.3",",,,W","","","-1.22","1,W","6.62","1,,,W","-9.06","1,,,W","","","330",",W","330",",W","23.7",",W","27.7",",W"
"USW00003028","2001-01","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.0",",W","0.0","W","0.0",",W","8",",W","5",",W","0",",W","","","","","1",",W","31",",W","8",",W","0",",W","0",",W","","","","","-17.8",",W,20,","","","","","6.4",",,W,30,","20.6",",W,04,","1970.3","W","636.5",",W","25.6",",,,W","","","-2.20",",W","5.35",",,,W","-9.75",",,,W","","","300",",W","320",",W","21.0",",W","24.6",",W"
"USW00003028","2001-02","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","4.4",",W","0.0","W","0.0",",W","9",",W","1",",W","0",",W","","","","","1",",W","27",",W","6",",W","0",",W","0",",W","","","","","-17.8",",W,10,","","","","","5.1",",,W,28,","18.3",",W,18,+","2474.9","W","504.6",",W","10.0",",,,W","","","0.31",",W","7.24",",,,W","-6.61",",,,W","","","300",",W","290",",W","17.4",",W","19.7",",W"
"USW00003028","2001-03","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","4.1",",W","0.0","W","0.0","4,W","16",",W","4",",W","0",",W","","","","","0","4,W","24","4,W","3","3,W","3","3,W","0","3,W","","","","","-8.3","4,W,16,","","","","","4.3",",,W,11,","23.9","3,W,21,","2827.1","W","352.2","3,W","27.9",",,,W","","","5.05","4,W","12.26","3,,,W","-2.16","4,,,W","","","320",",W","320",",W","23.7",",W","27.7",",W"
"USW00003028","2001-04","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","6.3",",W","2.2","W","2.2",",W","4",",W","1",",W","0",",W","","","","","0",",W","8",",W","0",",W","22",",W","0",",W","","","","","-2.8",",W,14,","","","","","8.4",",,W,11,","30.0",",W,19,","2989.9","W","162.8",",W","11.7",",,,W","","","12.98",",W","22.69",",,,W","3.28",",,,W","","","300",",W","310",",W","29.5",",W","34.9",",W"
"USW00003028","2001-05","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.6",",W","20.9","W","18.7","2,W","16",",W","9",",W","0",",W","","","","","0","2,W","0","2,W","0","2,W","22","2,W","1","2,W","","","","","1.7","2,W,21,+","","","","","14.0",",,W,04,","32.2","2,W,16,","3080.2","W","90.3","2,W","75.0",",,,W","","","15.86","2,W","23.59","2,,,W","8.14","2,,,W","0","3,W","330",",W","330",",W","21.9",",W","26.8",",W"
"USW00003028","2001-06","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.6",",W","149.1","W","128.2",",W","10",",W","4",",W","0",",W","","","","","0",",W","0",",W","0",",W","30",",W","14",",W","","","","","4.4",",W,15,","","","","","21.6",",,W,07,","36.7",",W,28,+","3086.8","W","6.6",",W","38.0",",,,W","","","22.39",",W","30.97",",,,W","13.80",",,,W","","","330",",W","340",",W","20.1",",W","25.0",",W"
"USW00003028","2001-07","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","4.7",",W","406.5","W","257.4",",W","11",",W","7",",W","0",",W","","","","","0",",W","0",",W","0",",W","31",",W","29",",W","","","","","15.6",",W,28,","","","","","21.3",",,W,14,","38.9",",W,07,","0.0","W","0.0",",W","77.4",",,,W","","","26.64",",W","35.16",",,,W","18.12",",,,W","","","180",",W","160",",W","17.9",",W","22.8",",W"
"USW00003028","2001-08","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","4.7",",W","582.5","W","176.0",",W","6",",W","5",",W","0",",W","","","","","0",",W","0",",W","0",",W","31",",W","16",",W","","","","","11.7",",W,28,","","","","","13.5",",,W,16,","36.7",",W,20,+","0.0","W","0.0",",W","36.6",",,,W","","","24.01",",W","32.51",",,,W","15.51",",,,W","","","300",",W","10",",W","15.6",",W","18.3",",W"
"USW00003028","2001-09","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","4.8",",W","659.0","W","76.5",",W","7",",W","1",",W","0",",W","","","","","0",",W","0",",W","0",",W","28",",W","9",",W","","","","","2.8",",W,09,","","","","","9.4",",,W,15,","36.7",",W,06,","29.0","W","29.0",",W","14.8",",,,W","","","19.92",",W","29.16",",,,W","10.67",",,,W","","","330",",W","330",",W","19.2",",W","23.2",",W"
"USW00003028","2001-10","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","4.8",",W","665.1","W","6.1",",W","2",",W","1",",W","0",",W","","","","","0",",W","11",",W","0",",W","19",",W","0",",W","","","","","-3.9",",W,26,+","","","","","3.0",",,W,12,","31.7",",W,02,","203.7","W","174.7",",W","3.3",",,,W","","","12.90",",W","22.78",",,,W","3.01",",,,W","0","4,","330",",W","320",",W","17.0",",W","20.1",",W"
"USW00003028","2001-11","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","4.7",",W","665.1","W","0.0",",W","9",",W","2",",W","0",",W","","","","","0",",W","18",",W","2",",W","6",",W","0",",W","","","","","-13.3",",W,28,","","","","","7.9",",,W,23,","25.6",",W,07,","533.2","W","329.5",",W","14.7",",,,W","","","7.35",",W","15.37",",,,W","-0.67",",,,W","","","200",",W","10",",W","18.3",",W","17.4",",W"
"USW00003028","2001-12","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","4.8",",W","665.1","W","0.0",",W","3",",W","1",",W","0",",W","","","","","0",",W","30",",W","3",",W","1",",W","0",",W","","","","","-17.2",",W,31,","","","","","3.0",",,W,31,","23.3",",W,03,","1054.2","W","521.0",",W","5.5",",,,W","","","1.53",",W","10.41",",,,W","-7.35",",,,W","","","260",",W","270",",W","17.4",",W","20.1",",W"
"USW00003028","2002-01","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","4.7",",W","0.0","W","0.0",",W","5",",W","1",",W","0",",W","","","","","1",",W","30",",W","4",",W","3",",W","0",",W","","","","","-18.3",",W,03,","","","","","3.3",",,W,10,","23.9",",W,08,","1607.6","W","553.4",",W","6.2",",,,W","","","0.48",",W","9.14",",,,W","-8.17",",,,W","0",",W","320",",W","320",",W","17.4",",W","20.1",",W"
"USW00003028","2002-02","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.9",",W","0.0","W","0.0",",W","1",",W","0",",W","0",",W","","","","","0",",W","26",",W","2",",W","3",",W","0",",W","","","","","-17.2",",W,26,","","","","","1.5",",,W,01,","25.0",",W,23,","2077.3","W","469.7",",W","1.5",",,,W","","","1.56",",W","10.95",",,,W","-7.83",",,,W","0","2,W","320",",W","320",",W","25.9",",W","29.5",",W"
"USW00003028","2002-03","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.7",",W","0.0","W","0.0",",W","4",",W","0",",W","0",",W","","","","","2",",W","29",",W","3",",W","8",",W","0",",W","","","","","-17.8",",W,03,+","","","","","0.8",",,W,25,","27.8",",W,23,","2525.0","W","447.7",",W","1.9",",,,W","","","3.89",",W","14.59",",,,W","-6.81",",,,W","0",",W","340",",W","330",",W","20.1",",W","24.1",",W"
"USW00003028","2002-04","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","6.5",",W","4.7","W","4.7",",W","6",",W","1",",W","0",",W","","","","","0",",W","7",",W","0",",W","21",",W","1",",W","","","","","-8.9",",W,03,","","","","","5.3",",,W,08,","32.2",",W,15,","2692.2","W","167.2",",W","11.4",",,,W","","","12.92",",W","22.57",",,,W","3.26",",,,W","","","210",",W","210",",W","20.6",",W","25.0",",W"
"USW00003028","2002-05","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","6.7",",W","42.0","W","37.3",",W","7",",W","3",",W","0",",W","","","","","0",",W","1",",W","0",",W","26",",W","4",",W","","","","","0.0",",W,12,","","","","","9.4",",,W,16,","38.9",",W,31,","2777.9","W","85.7",",W","24.7",",,,W","","","16.77",",W","26.18",",,,W","7.35",",,,W","0",",W","150",",W","160",",W","21.9",",W","24.6",",W"
"USW00003028","2002-06","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","6.9",",W","241.5","W","199.5",",W","5",",W","3",",W","0",",W","","","","","0",",W","0",",W","0",",W","29",",W","23",",W","","","","","8.9",",W,16,","","","","","19.8",",,W,04,","40.6",",W,28,","2781.5","W","3.6",",W","37.2",",,,W","","","24.86",",W","33.40",",,,W","16.32",",,,W","0","5,W","200",",W","190",",W","23.2",",W","27.7",",W"
"USW00003028","2002-07","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.1",",W","443.4","W","201.9",",W","10",",W","4",",W","1",",W","","","","","0",",W","0",",W","0",",W","31",",W","21",",W","","","","","13.3",",W,31,","","","","","61.0",",,W,05,","37.8",",W,25,","0.0","W","0.0",",W","80.4",",,,W","","","24.85",",W","32.75",",,,W","16.94",",,,W","","","210",",W","210",",W","17.9",",W","21.5",",W"
"USW00003028","2002-08","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.7",",W","612.3","W","168.9",",W","11",",W","5",",W","1",",W","","","","","0",",W","0",",W","0",",W","31",",W","13",",W","","","","","11.1",",W,13,","","","","","49.5",",,W,29,","39.4",",W,18,","1.1","W","1.1",",W","98.4",",,,W","","","23.75",",W","31.41",",,,W","16.08",",,,W","0",",W","180",",W","190",",W","16.5",",W","24.1",",W"
"USW00003028","2002-09","37.28333","-102.61389","1335.9","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.5",",W","668.4","W","56.1",",W","8",",W","4",",W","0",",W","","","","","0",",W","0",",W","0",",W","25",",W","3",",W","","","","","3.9",",W,27,+","","","","","14.5",",,W,09,","32.2",",W,03,+","42.7","W","41.6",",W","43.3",",,,W","","","18.82",",W","25.89",",,,W","11.74",",,,W","0",",W","180",",W","180",",W","17.9",",W","21.5",",W"
