"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00023064","1948-02","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","0.0","0","0.0",",6","6",",6","2",",6","0",",6","9",",6","1",",6","3",",6","27",",6","8",",6","1",",6","0",",6","14","","","","2","","-24.4",",6,13,","51",",,6,13,+","25",",,6,05,","12.7",",,6,27,","21.1",",6,18,","2364.7","0","568.4",",6","22.7",",,,6","50",",,,6","-1.27",",6","4.99",",,,6","-7.53",",,,6","","","","","","","","","","","","","",""
"USW00023064","1948-03","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","0.0","0","0.0",",6","9",",X","3",",X","0",",X","17",",6","4",",6","6",",6","22",",6","9",",6","6",",6","0",",6","8","","","","2","","-30.0",",6,11,","356",",,6,04,","249",",,6,01,","10.2",",,X,01,","25.0",",6,25,","2927.5","0","562.8",",6","28.2",",,,X","658",",,,6","0.18",",6","7.49",",,,6","-7.14",",,,6","","","","","","","","","","","","","",""
"USW00023064","1948-04","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","9.4","0","9.4",",6","1",",6","0",",6","0",",6","0",",6","0",",6","0",",6","3",",6","0",",6","23",",6","1",",6","","","","","2","","-3.9",",6,01,","0",",,6,30,+","0",",,6,30,+","1.5",",,6,20,","33.9",",6,18,","3041.5","0","114.0",",6","1.5",",,,6","0",",,,6","14.85",",6","23.74",",,,6","5.95",",,,6","","","","","","","","","","","","","",""
"USW00023064","1948-05","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","60.3","0","50.9",",6","7",",6","4",",6","0",",6","0",",X","0",",X","0",",6","1",",6","0",",6","23",",6","3",",6","5","","","","7","","0.0",",6,12,","0",",,X,31,+","0",",,X,31,+","21.6",",,6,21,","35.0",",6,21,+","3125.4","0","83.9",",6","44.7",",,,6","0",",,,X","17.27",",6","25.27",",,,6","9.26",",,,6","","","","","","","","","","","","","",""
"USW00023064","1948-06","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","196.1","0","135.8",",6","11",",X","8",",X","1",",X","0",",6","","","0",",6","0",",6","0",",6","29",",6","13",",6","6","","","","12","","10.6",",6,19,","0",",,X,30,+","","","34.3",",,X,27,","40.0",",6,17,","3130.1","0","4.7",",6","107.3",",,,X","","","22.70",",6","30.40",",,,6","15.00",",,,6","","","","","","","","","","","","","",""
"USW00023064","1948-07","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","412.0","0","215.9",",6","10",",6","6",",6","0",",6","0",",6","0",",6","0",",6","0",",6","0",",6","31",",6","21",",6","","","","","15","","13.9",",6,11,","0",",,X,31,+","0",",,6,31,+","11.9",",,6,16,","38.9",",6,14,","0.0","0","0.0",",6","51.3",",,,6","0",",,,6","25.30",",6","32.92",",,,6","17.67",",,,6","","","","","","","","","","","","","",""
"USW00023064","1948-08","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","585.9","0","173.9",",0","10",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","15",",0","6","","","","10","","12.8",",0,04,","0",",,0,31,+","0",",,0,31,+","51.3",",,0,26,","36.7",",0,23,+","1.1","0","1.1",",0","122.0",",,,0","0",",,,0","23.90",",0","30.74",",,,0","17.07",",,,0","","","","","","","","","","","","","",""
"USW00023064","1948-09","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","708.2","0","122.3",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","13",",0","2","","","","3","","1.7",",0,29,","0",",,0,30,+","0",",,0,30,+","6.9",",,0,07,","37.2",",0,02,","33.0","0","31.9",",0","11.0",",,,0","0",",,,0","21.35",",0","30.18",",,,0","12.51",",,,0","","","","","","","","","","","","","",""
"USW00023064","1948-10","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","718.5","0","10.3",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","20",",0","1",",0","2","","","","","","-4.4",",0,11,","0",",,0,31,+","0",",,0,31,+","4.1",",,0,20,","33.3",",0,04,","203.2","0","170.2",",0","8.0",",,,0","0",",,,0","13.18",",0","23.20",",,,0","3.15",",,,0","","","","","","","","","","","","","",""
"USW00023064","1948-11","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","718.5","0","0.0",",0","5",",0","2",",0","0",",0","8",",0","2",",0","0",",0","23",",0","2",",0","1",",0","0",",0","2","","","","","","-12.2",",0,28,","76",",,0,21,+","76",",,0,18,","14.5",",,0,01,","22.8",",0,15,","650.7","0","447.5",",0","22.1",",,,0","101",",,,0","3.42",",0","10.17",",,,0","-3.34",",,,0","","","","","","","","","","","","","",""
"USW00023064","1948-12","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","718.5","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","2",",0","1",",0","0",",0","7","","","","","","-11.7",",0,31,","0",",,0,31,+","0",",T,0,28,+","0.0",",T,0,28,+","21.1",",0,13,","1199.3","0","548.6",",0","0.0",",T,,0","0",",T,,0","0.64",",0","7.70",",,,0","-6.43",",,,0","","","","","","","","","","","","","",""
"USW00023064","1949-01","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","0.0","0","0.0",",0","7",",0","2",",0","0",",0","14",",0","2",",0","3",",0","31",",0","17",",0","0",",0","0",",0","8","","","","","","-23.9",",0,29,","152",",,0,30,+","127",",,0,27,","7.9",",,0,27,","16.7",",0,08,","1958.1","0","758.8",",0","14.2",",,,0","278",",,,0","-6.14",",0","0.35",",,,0","-12.63",",,,0","","","","","","","","","","","","","",""
"USW00023064","1949-02","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","0.0","0","0.0",",0","6",",0","3",",0","0",",0","12",",0","2",",0","0",",0","27",",0","5",",0","0",",0","0",",0","16","","","","","","-17.2",",0,01,","127",",,0,01,","61",",,0,12,","11.9",",,0,12,","20.6",",0,23,","2479.1","0","521.0",",0","22.9",",,,0","127",",,,0","-0.27",",0","5.87",",,,0","-6.41",",,,0","","","","","","","","","","","","","",""
"USW00023064","1949-03","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","0.0","0","0.0",",0","6",",0","5",",0","0",",0","1",",0","1",",0","0",",0","20",",0","1",",0","2",",0","0",",0","16","","","","","","-9.4",",0,14,","51",",,0,01,","38",",,0,01,","11.7",",,0,25,","23.9",",0,23,","2883.5","0","404.4",",0","39.1",",,,0","38",",,,0","5.29",",0","12.13",",,,0","-1.55",",,,0","","","","","","","","","","","","","",""
"USW00023064","1949-04","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","4.2","0","4.2",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","16",",0","0",",0","3","","","","2","","-5.6",",0,01,","0",",,0,30,+","0",",T,0,10,+","9.9",",,0,26,","31.1",",0,24,","3098.8","0","215.3",",0","20.9",",,,0","0",",T,,0","11.30",",0","18.49",",,,0","4.10",",,,0","","","","","","","","","","","","","",""
"USW00023064","1949-05","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","36.1","0","31.9",",0","9",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","2",",0","7","","","","13","","3.9",",0,10,","0",",,0,31,+","0",",T,0,23,+","21.8",",,0,23,","32.8",",0,30,","3155.7","0","56.9",",0","68.3",",,,0","0",",T,,0","17.53",",0","23.88",",,,0","11.17",",,,0","","","","","","","","","","","","","",""
"USW00023064","1949-06","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","163.6","0","127.5",",0","12",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","10",",0","5","","","","13","","7.2",",0,02,","0",",,0,30,+","0",",T,0,03,","46.7",",,0,03,","36.7",",0,30,","3161.8","0","6.1",",0","177.4",",,,0","0",",T,,0","22.38",",0","28.93",",,,0","15.83",",,,0","","","","","","","","","","","","","",""
"USW00023064","1949-07","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","387.9","0","224.3",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","4","","","","11","","15.6",",0,15,","0",",,0,31,+","0",",,0,31,+","11.2",",,0,06,","37.8",",0,20,+","0.0","0","0.0",",0","46.9",",,,0","0",",,,0","25.57",",0","32.48",",,,0","18.65",",,,0","","","","","","","","","","","","","",""
"USW00023064","1949-08","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","562.4","0","174.5",",0","9",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","3","","","","10","","12.8",",0,02,","0",",,0,31,+","0",",T,0,31,","43.2",",,0,31,","37.8",",0,12,+","0.0","0","0.0",",0","115.1",",,,0","0",",T,,0","23.96",",0","31.22",",,,0","16.71",",,,0","","","","","","","","","","","","","",""
"USW00023064","1949-09","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","608.3","0","45.9",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","2",",0","8","","","","5","","4.4",",0,29,+","0",",,0,30,+","0",",,0,30,+","2.8",",,0,08,","33.9",",0,20,","43.3","0","43.3",",0","6.8",",,,0","0",",,,0","18.42",",0","25.80",",,,0","11.04",",,,0","","","","","","","","","","","","","",""
"USW00023064","1949-10","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","620.3","0","12.0",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","16",",0","2",",0","8","","","","2","","-4.4",",0,31,","0",",,0,31,+","0",",,0,31,+","24.1",",,0,09,","34.4",",0,07,","225.7","0","182.4",",0","33.5",",,,0","0",",,,0","12.84",",0","21.22",",,,0","4.45",",,,0","","","","","","","","","","","","","",""
"USW00023064","1949-11","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","620.3","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","13",",0","0",",0","","","","","","","-10.0",",0,21,","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,11,","26.1",",0,08,","517.4","0","291.7",",0","0.0",",T,,0","0",",,,0","8.61",",0","19.46",",,,0","-2.25",",,,0","","","","","","","","","","","","","",""
"USW00023064","1949-12","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","620.3","0","0.0",",0","1",",0","0",",0","0",",0","1",",0","1",",0","0",",0","29",",0","2",",0","1",",0","0",",0","6","","","","","","-17.2",",0,14,","25",",,0,21,","25",",,0,21,","0.8",",,0,21,","22.2",",0,05,","1073.2","0","555.8",",0","0.8",",,,0","25",",,,0","0.40",",0","9.27",",,,0","-8.46",",,,0","","","","","","","","","","","","","",""
"USW00023064","1950-01","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","0.0","0","0.0","1,0","1",",0","0",",0","0",",0","2",",0","0",",0","7",",0","30",",0","7","1,0","3","1,0","0","1,0","5","","","","","","-25.0",",0,04,","25",",,0,26,+","20",",,0,25,","0.5",",,0,25,","22.2","1,0,22,+","1659.8","0","586.6","1,0","0.5",",,,0","20",",,,0","-1.36","1,0","8.33","1,,,0","-11.05",",,,0","","","","","","","","","","","","","",""
"USW00023064","1950-02","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","0.0","0","0.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","1",",0","2",",0","0",",0","6","","","","1","","-16.7",",0,01,","0",",,0,28,+","0",",T,0,13,+","1.8",",,0,12,","23.3",",0,27,","2082.9","0","423.1",",0","3.1",",,,0","0",",T,,0","3.22",",0","13.04",",,,0","-6.59",",,,0","","","","","","","","","","","","","",""
"USW00023064","1950-03","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","0.0","0","0.0",",0","2",",0","1",",0","0",",0","2",",0","1",",0","0",",0","27",",0","4",",0","7",",0","0",",0","2","","","","","","-16.1",",0,13,","76",",,0,18,","76",",,0,18,","2.5",",,0,18,","30.0",",0,25,","2527.6","0","444.7",",0","2.8",",,,0","76",",,,0","3.99",",0","13.29",",,,0","-5.32",",,,0","","","","","","","","","","","","","",""
"USW00023064","1950-04","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","6.1","0","6.1",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","9",",0","2",",0","7","","","","","","-7.2",",0,04,","0",",T,0,03,","0",",T,0,03,","15.7",",,0,16,","34.4",",0,22,","2772.3","0","244.7",",0","17.8",",,,0","0",",T,,0","10.38",",0","18.67",",,,0","2.09",",,,0","","","","","","","","","","","","","",""
"USW00023064","1950-05","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","30.1","0","24.0",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","24",",0","4",",0","5","","","","8","","0.0",",0,27,","0",",T,0,21,+","0",",T,0,27,+","9.4",",,0,28,","36.1",",0,23,","2851.8","0","79.5",",0","35.1",",,,0","0",",T,,0","16.54",",0","25.49",",,,0","7.60",",,,0","","","","","","","","","","","","","",""
"USW00023064","1950-06","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","203.8","0","173.7",",0","11",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","17",",0","1","","","","11","","8.3",",0,05,","0",",T,0,22,","0",",T,0,22,","10.7",",,0,22,","40.0",",0,14,+","2859.6","0","7.8",",0","36.3",",,,0","0",",T,,0","23.86",",0","31.71",",,,0","16.02",",,,0","","","","","","","","","","","","","",""
"USW00023064","1950-07","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","352.7","0","148.9",",0","17",",0","13",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","6","","","","17","","11.7",",0,13,","0",",,0,31,+","0",",T,0,18,","38.6",",,0,30,","36.1",",0,15,","0.3","0","0.3",",0","204.2",",,,0","0",",T,,0","23.13",",0","29.51",",,,0","16.74",",,,0","","","","","","","","","","","","","",""
"USW00023064","1950-08","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","480.9","0","128.2",",0","14",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","8",",0","7","","","","14","","7.8",",0,20,","0",",,0,31,+","0",",T,0,22,","27.9",",,0,28,","33.9",",0,04,","8.6","0","8.3",",0","119.9",",,,0","0",",T,,0","22.20",",0","28.66",",,,0","15.74",",,,0","","","","","","","","","","","","","",""
"USW00023064","1950-09","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","532.7","0","51.8",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","10","","","","1","","8.3",",0,22,","0",",,0,30,+","0",",,0,30,+","18.3",",,0,16,","31.1",",0,29,+","43.8","0","35.2",",0","27.3",",,,0","0",",,,0","18.89",",0","24.98",",,,0","12.80",",,,0","","","","","","","","","","","","","",""
"USW00023064","1950-10","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","553.8","0","21.1",",0","1",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","2",",0","3","","","","2","","3.3",",0,30,+","0",",,0,31,+","0",",,0,31,+","29.5",",,0,01,","33.3",",0,29,","121.7","0","77.9",",0","29.5",",,,0","0",",,,0","16.50",",0","25.03",",,,0","7.97",",,,0","","","","","","","","","","","","","",""
"USW00023064","1950-11","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","553.8","0","0.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","1",",0","4",",0","0",",0","","","","","","","-13.9",",0,10,","0",",,0,30,+","0",",T,0,03,","1.0",",,0,02,","26.1",",0,05,","524.6","0","402.9",",0","1.3",",,,0","0",",T,,0","4.90",",0","13.30",",,,0","-3.50",",,,0","","","","","","","","","","","","","",""
"USW00023064","1950-12","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","553.8","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","2",",0","29",",0","3",",0","1",",0","0",",0","","","","","","","-20.0",",0,06,","0",",T,0,29,+","0",",T,0,29,+","0.5",",,0,29,","23.3",",0,25,","1032.9","0","508.3",",0","0.5",",,,0","0",",T,,0","1.94",",0","10.25",",,,0","-6.38",",,,0","","","","","","","","","","","","","",""
"USW00023064","1951-01","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","0.0","0","0.0",",0","5",",0","2",",0","0",",0","15",",0","3",",0","3",",0","31",",0","9",",0","1",",0","0",",0","1","","","","","","-21.7",",0,31,","127",",,0,14,+","173",",,0,13,","12.4",",,0,02,","23.3",",0,26,","1700.4","0","667.5",",0","27.5",",,,0","366",",,,0","-3.20",",0","3.26",",,,0","-9.66",",,,0","","","","","","","","","","","","","",""
"USW00023064","1951-02","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","0.0","0","0.0",",0","5",",0","2",",0","0",",0","2",",0","1",",0","2",",0","23",",0","4",",0","2",",0","0",",0","6","","","","1","","-25.6",",0,01,","51",",,0,15,+","38",",,0,14,","14.0",",,0,24,","25.6",",0,11,","2133.5","0","433.1",",0","28.5",",,,0","38",",,,0","2.86",",0","10.83",",,,0","-5.10",",,,0","","","","","","","","","","","","","",""
"USW00023064","1951-03","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","0.0","0","0.0",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","28",",0","1",",0","4",",0","0",",0","5","","","","","","-12.2",",0,13,","0",",T,0,28,+","20",",,0,11,","12.2",",,0,28,","27.2",",0,22,","2585.8","0","452.3",",0","14.6",",,,0","33",",,,0","3.74",",0","11.89",",,,0","-4.41",",,,0","","","","","","","","","","","","","",""
"USW00023064","1951-04","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","6.7","0","6.7",",0","7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","14",",0","0",",0","11",",0","1",",0","6","","","","3","","-5.0",",0,13,","0",",T,0,11,+","0",",T,0,26,+","42.2",",,0,05,","32.2",",0,28,","2840.1","0","254.3",",0","68.9",",,,0","0",",T,,0","10.08",",0","17.74",",,,0","2.42",",,,0","","","","","","","","","","","","","",""
"USW00023064","1951-05","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","33.1","0","26.4",",0","13",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","1","","","","14","","2.8",",0,07,","0",",,0,31,+","0",",T,0,30,","36.3",",,0,15,","31.7",",0,31,","2898.0","0","57.9",",0","126.0",",,,0","0",",T,,0","17.32",",0","23.99",",,,0","10.65",",,,0","","","","","","","","","","","","","",""
