"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00405560","1898-12","36.266667","-86.683333","152.4","MADISON, TN US","","","0.0",",6","7",",6","5",",6","1",",6","3",",6","1",",6","25",",6","4",",6","0",",6","0",",6","","","-18.3",",6,14,","64",",,6,31,","25.9",",,6,04,","19.4",",6,22,","","","493.1",",6","65.9",",,,6","119",",,,6","2.43",",6","9.05",",,,6","-4.19",",,,6","",""
"USC00405560","1899-01","36.266667","-86.683333","152.4","MADISON, TN US","0.0","","0.0",",6","15",",6","11",",6","1",",6","2",",6","1",",6","19",",6","4",",6","0",",6","0",",6","","","-18.9",",6,31,","152",",,6,31,","36.3",",,6,06,","20.6",",6,04,","","","466.0",",6","158.0",",,,6","177",",,,6","3.30",",6","8.75",",,,6","-2.15",",,,6","",""
"USC00405560","1899-02","36.266667","-86.683333","152.4","MADISON, TN US","0.0","","0.0",",6","17",",6","11",",6","2",",6","3",",6","6",",6","20",",6","9",",6","1",",6","0",",6","","","-30.6",",6,13,","89",",,6,11,","65.0",",,6,26,","24.4",",6,20,","","","544.1",",6","184.4",",,,6","172",",,,6","-1.10",",6","5.03",",,,6","-7.23",",,,6","",""
"USC00405560","1899-03","36.266667","-86.683333","152.4","MADISON, TN US","3.3","","3.3",",6","18",",6","13",",6","3",",6","1",",6","0",",6","8",",6","1",",6","8",",6","0",",6","","","-16.7",",6,07,","114",",,6,06,","72.6",",,6,28,","29.4",",6,03,","","","288.7",",6","231.8",",,,6","140",",,,6","9.13",",6","15.53",",,,6","2.72",",,,6","",""
"USC00405560","1899-04","36.266667","-86.683333","152.4","MADISON, TN US","37.7","","34.4",",6","11",",6","7",",6","0",",6","","","0",",6","6",",6","0",",6","18",",6","3",",6","","","-2.8",",6,10,","","","21.8",",,6,03,","32.2",",6,30,+","","","143.9",",6","100.1",",,,6","","","14.68",",6","21.59",",,,6","7.78",",,,6","",""
"USC00405560","1899-05","36.266667","-86.683333","152.4","MADISON, TN US","160.2","","122.5",",6","11",",6","6",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","9",",6","","","8.9",",6,19,","","","18.0",",,6,12,","34.4",",6,16,","","","4.7",",6","83.1",",,,6","","","22.13",",6","29.62",",,,6","14.65",",,,6","",""
"USC00405560","1899-06","36.266667","-86.683333","152.4","MADISON, TN US","374.0","","213.8",",6","2",",6","1",",6","0",",6","","","0",",6","0",",6","0",",6","30",",6","21",",6","","","5.6",",6,18,","","","2.8",",,6,13,","38.9",",6,23,+","","","0.8",",6","3.1",",,,6","","","25.43",",6","33.70",",,,6","17.16",",,,6","",""
"USC00405560","1899-07","36.266667","-86.683333","152.4","MADISON, TN US","626.6","","252.6",",6","8",",6","5",",6","4",",6","","","0",",6","0",",6","0",",6","31",",6","23",",6","","","11.7",",6,10,","","","62.2",",,6,23,","40.0",",6,15,+","0.0","","0.0",",6","176.8",",,,6","","","26.48",",6","34.04",",,,6","18.93",",,,6","3419",",,,6"
"USC00405560","1899-08","36.266667","-86.683333","152.4","MADISON, TN US","877.8","","251.2",",6","7",",6","5",",6","2",",6","","","0",",6","0",",6","0",",6","31",",6","22",",6","","","16.7",",6,25,+","","","40.1",",,6,06,","35.6",",6,25,+","0.0","","0.0",",6","84.3",",,,6","","","26.44",",6","32.75",",,,6","20.13",",,,6","",""
"USC00405560","1899-09","36.266667","-86.683333","152.4","MADISON, TN US","1003.2","","125.4",",6","4",",6","3",",6","0",",6","","","0",",6","1",",6","0",",6","27",",6","10",",6","","","0.0",",6,27,","","","18.3",",,6,09,","37.8",",6,07,+","41.4","","41.4",",6","36.1",",,,6","","","21.13",",6","28.64",",,,6","13.63",",,,6","",""
"USC00405560","1899-10","36.266667","-86.683333","152.4","MADISON, TN US","1028.4","","25.2",",6","4",",6","2",",6","0",",6","","","0",",6","0",",6","0",",6","26",",6","0",",6","","","0.6",",6,01,","","","16.0",",,6,28,","30.6",",6,14,+","107.7","","66.3",",6","32.5",",,,6","","","17.01",",6","24.45",",,,6","9.56",",,,6","",""
"USC00405560","1899-11","36.266667","-86.683333","152.4","MADISON, TN US","1029.5","","1.1",",6","9",",6","4",",6","0",",6","0",",6","0",",6","4",",6","0",",6","11",",6","0",",6","","","-5.0",",6,05,","0",",,6,30,+","12.7",",,6,21,","27.8",",6,10,","325.2","","217.5",",6","39.4",",,,6","0",",,,6","11.12",",6","17.74",",,,6","4.50",",,,6","",""
"USC00405560","1900-03","36.266667","-86.683333","152.4","MADISON, TN US","","","0.0",",6","8",",6","8",",6","0",",6","2",",6","0",",6","17",",6","1",",6","5",",6","0",",6","","","-11.7",",6,17,","102",",,6,15,","16.3",",,6,25,","27.2",",6,11,","","","331.8",",6","58.2",",,,6","127",",,,6","7.63",",6","14.53",",,,6","0.73",",,,6","",""
"USC00405560","1900-04","36.266667","-86.683333","152.4","MADISON, TN US","","","23.5",",6","12",",6","9",",6","0",",6","","","0",",6","3",",6","0",",6","21",",6","1",",6","","","-5.0",",6,01,","","","24.4",",,6,17,","32.2",",6,07,","","","106.7",",6","122.1",",,,6","","","15.56",",6","22.77",",,,6","8.35",",,,6","",""
"USC00405560","1900-05","36.266667","-86.683333","152.4","MADISON, TN US","","","69.5",",6","10",",6","7",",6","0",",6","","","0",",6","0",",6","0",",6","29",",6","6",",6","","","1.7",",6,04,","","","14.2",",,6,08,","35.0",",6,15,","","","17.8",",6","59.3",",,,6","","","20.00",",6","28.35",",,,6","11.65",",,,6","",""
"USC00405560","1900-06","36.266667","-86.683333","152.4","MADISON, TN US","","","166.6","2,6","26",",6","16",",6","4",",6","","","0","1,6","0","1,6","0","1,6","29","1,6","7","1,6","","","13.9","1,6,10,","","","95.5",",,6,27,","35.0","1,6,10,","","","0.0","1,6","320.2",",,,6","","","24.18","2,6","29.42","1,,,6","18.94","1,,,6","",""
"USC00405560","1900-07","36.266667","-86.683333","152.4","MADISON, TN US","","","255.0",",6","12",",6","11",",6","1",",6","","","0",",6","0",",6","0",",6","31",",6","24",",6","","","12.2",",6,10,","","","25.9",",,6,26,","36.7",",6,06,","0.0","","0.0",",6","131.5",",,,6","","","26.56",",6","33.63",",,,6","19.49",",,,6","",""
"USC00405560","1923-01","36.266667","-86.683333","152.4","MADISON, TN US","","","","","10",",6","6",",6","4",",6","","","","","","","","","","","","","","","","","","","30.5",",,6,21,","","","","","","","156.7",",,,6","","","","","","","","","",""
"USC00405560","1923-02","36.266667","-86.683333","152.4","MADISON, TN US","","","","","10",",6","8",",6","1",",6","1",",6","","","","","","","","","","","","","","","127",",,6,03,","36.3",",,6,26,","","","","","","","111.7",",,,6","130",",,,6","","","","","","","",""
"USC00405560","1923-03","36.266667","-86.683333","152.4","MADISON, TN US","","","","","9",",6","8",",6","4",",6","0",",6","","","","","","","","","","","","","","","0",",T,6,19,","46.7",",,6,06,","","","","","","","205.2",",,,6","0",",T,,6","","","","","","","",""
"USC00405560","1923-04","36.266667","-86.683333","152.4","MADISON, TN US","","","","","9","2,6","9","2,6","2","2,6","","","","","","","","","","","","","","","","","","","26.9","2,,6,13,","","","","","","","132.8","2,,,6","","","","","","","","","",""
"USC00405560","1923-05","36.266667","-86.683333","152.4","MADISON, TN US","","","","","17",",6","13",",6","0",",6","","","","","","","","","","","","","","","","","","","22.4",",,6,26,","","","","","","","121.7",",,,6","","","","","","","","","",""
"USC00405560","1923-06","36.266667","-86.683333","152.4","MADISON, TN US","","","","","11",",6","9",",6","2",",6","","","","","","","","","","","","","","","","","","","41.9",",,6,28,","","","","","","","123.9",",,,6","","","","","","","","","",""
"USC00405560","1923-07","36.266667","-86.683333","152.4","MADISON, TN US","","","","","13",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","34.0",",,6,17,","","","","","","","93.8",",,,6","","","","","","","","","",""
"USC00405560","1923-08","36.266667","-86.683333","152.4","MADISON, TN US","","","","","12",",6","10",",6","2",",6","","","","","","","","","","","","","","","","","","","69.3",",,6,13,","","","","","","","185.6",",,,6","","","","","","","","","",""
"USC00405560","1923-09","36.266667","-86.683333","152.4","MADISON, TN US","","","","","5",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","","","30.7",",,6,05,","","","","","","","51.0",",,,6","","","","","","","","","",""
"USC00405560","1923-10","36.266667","-86.683333","152.4","MADISON, TN US","","","","","4",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","19.1",",,6,17,","","","","","","","31.6",",,,6","","","","","","","","","",""
"USC00405560","1923-11","36.266667","-86.683333","152.4","MADISON, TN US","","","","","10",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","26.2",",,6,29,","","","","","","","88.7",",,,6","","","","","","","","","",""
"USC00405560","1923-12","36.266667","-86.683333","152.4","MADISON, TN US","","","","","12",",6","9",",6","1",",6","1",",6","","","","","","","","","","","","","","","76",",,6,13,","31.0",",,6,13,","","","","","","","134.4",",,,6","76",",,,6","","","","","","","",""
"USC00405560","1924-01","36.266667","-86.683333","152.4","MADISON, TN US","","","","","6",",6","6",",6","2",",6","1",",6","","","","","","","","","","","","","","","33",",,6,13,","76.2",",,6,03,","","","","","","","154.4",",,,6","33",",,,6","","","","","","","",""
"USC00405560","1924-02","36.266667","-86.683333","152.4","MADISON, TN US","","","","","11",",6","9",",6","1",",6","1",",6","","","","","","","","","","","","","","","38",",,6,23,","35.3",",,6,19,","","","","","","","104.7",",,,6","51",",,,6","","","","","","","",""
"USC00405560","1924-03","36.266667","-86.683333","152.4","MADISON, TN US","","","","","11",",6","6",",6","0",",6","2",",6","","","","","","","","","","","","","","","25",",,6,14,+","19.6",",,6,20,","","","","","","","48.9",",,,6","50",",,,6","","","","","","","",""
"USC00405560","1924-04","36.266667","-86.683333","152.4","MADISON, TN US","","","","","10",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","28.7",",,6,30,","","","","","","","109.3",",,,6","","","","","","","","","",""
"USC00405560","1924-05","36.266667","-86.683333","152.4","MADISON, TN US","","","","","13",",6","12",",6","1",",6","","","","","","","","","","","","","","","","","","","41.1",",,6,29,","","","","","","","156.2",",,,6","","","","","","","","","",""
"USC00405560","1924-06","36.266667","-86.683333","152.4","MADISON, TN US","","","","","9",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","5.3",",,6,13,","","","","","","","24.7",",,,6","","","","","","","","","",""
"USC00405560","1924-07","36.266667","-86.683333","152.4","MADISON, TN US","","","","","13",",6","9",",6","1",",6","","","","","","","","","","","","","","","","","","","26.9",",,6,19,","","","","","","","91.5",",,,6","","","","","","","","","",""
"USC00405560","1924-08","36.266667","-86.683333","152.4","MADISON, TN US","","","","","5",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","11.2",",,6,01,","","","","","","","32.2",",,,6","","","","","","","","","",""
"USC00405560","1924-09","36.266667","-86.683333","152.4","MADISON, TN US","","","","","12",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","","","46.2",",,6,02,","","","","","","","105.4",",,,6","","","","","","","","","",""
"USC00405560","1924-10","36.266667","-86.683333","152.4","MADISON, TN US","","","","","2",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","1.5",",,6,06,","","","","","","","1.8",",,,6","","","","","","","","","",""
"USC00405560","1924-11","36.266667","-86.683333","152.4","MADISON, TN US","","","","","7",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","11.9",",,6,21,","","","","","","","29.8",",,,6","","","","","","","","","",""
"USC00405560","1924-12","36.266667","-86.683333","152.4","MADISON, TN US","","","","","10",",6","8",",6","2",",6","0",",6","","","","","","","","","","","","","","","0",",T,6,24,","43.9",",,6,08,","","","","","","","139.3",",,,6","0",",T,,6","","","","","","","",""
"USC00405560","1925-01","36.266667","-86.683333","152.4","MADISON, TN US","","","","","12",",6","7",",6","0",",6","1",",6","","","","","","","","","","","","","","","25",",,6,27,","21.1",",,6,11,","","","","","","","57.5",",,,6","25",",,,6","","","","","","","",""
"USC00405560","1925-02","36.266667","-86.683333","152.4","MADISON, TN US","","","","","10",",6","6",",6","3",",6","0",",6","","","","","","","","","","","","","","","0",",T,6,11,","41.4",",,6,23,","","","","","","","130.2",",,,6","0",",T,,6","","","","","","","",""
"USC00405560","1925-03","36.266667","-86.683333","152.4","MADISON, TN US","","","","","11",",6","7",",6","1",",6","1",",6","","","","","","","","","","","","","","","38",",,6,02,","26.7",",,6,14,","","","","","","","85.7",",,,6","38",",,,6","","","","","","","",""
"USC00405560","1925-04","36.266667","-86.683333","152.4","MADISON, TN US","","","","","11",",6","10",",6","0",",6","","","","","","","","","","","","","","","","","","","17.5",",,6,27,","","","","","","","85.3",",,,6","","","","","","","","","",""
"USC00405560","1925-05","36.266667","-86.683333","152.4","MADISON, TN US","","","","","5",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","32.8",",,6,10,","","","","","","","57.8",",,,6","","","","","","","","","",""
"USC00405560","1925-07","36.266667","-86.683333","152.4","MADISON, TN US","","","","","4",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","22.1",",,6,16,","","","","","","","55.4",",,,6","","","","","","","","","",""
"USC00405560","1925-08","36.266667","-86.683333","152.4","MADISON, TN US","","","","","5",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","4.6",",,6,21,+","","","","","","","17.8",",,,6","","","","","","","","","",""
"USC00405560","1925-09","36.266667","-86.683333","152.4","MADISON, TN US","","","","","10",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","31.2",",,6,28,","","","","","","","85.9",",,,6","","","","","","","","","",""
"USC00405560","1925-10","36.266667","-86.683333","152.4","MADISON, TN US","","","","","15",",6","12",",6","1",",6","1",",6","","","","","","","","","","","","","","","76",",,6,30,","47.2",",,6,24,","","","","","","","170.4",",,,6","76",",,,6","","","","","","","",""
"USC00405560","1925-11","36.266667","-86.683333","152.4","MADISON, TN US","","","","","12",",6","7",",6","1",",6","0",",6","","","","","","","","","","","","","","","0",",T,6,16,","54.1",",,6,12,","","","","","","","125.4",",,,6","0",",T,,6","","","","","","","",""
"USC00405560","1925-12","36.266667","-86.683333","152.4","MADISON, TN US","","","","","5",",6","2",",6","0",",6","1",",6","","","","","","","","","","","","","","","38",",,6,22,","12.2",",,6,14,","","","","","","","23.6",",,,6","38",",,,6","","","","","","","",""
"USC00405560","1926-01","36.266667","-86.683333","152.4","MADISON, TN US","","","","","11",",6","6",",6","1",",6","1",",6","","","","","","","","","","","","","","","114",",,6,08,","61.0",",,6,21,","","","","","","","112.1",",,,6","127",",,,6","","","","","","","",""
"USC00405560","1926-02","36.266667","-86.683333","152.4","MADISON, TN US","","","","","8",",6","4",",6","0",",6","1",",6","","","","","","","","","","","","","","","38",",,6,19,","16.3",",,6,19,","","","","","","","50.6",",,,6","38",",,,6","","","","","","","",""
"USC00405560","1926-03","36.266667","-86.683333","152.4","MADISON, TN US","","","","","12",",6","9",",6","0",",6","0",",6","","","","","","","","","","","","","","","13",",,6,11,","22.9",",,6,06,","","","","","","","102.0",",,,6","18",",,,6","","","","","","","",""
"USC00405560","1926-04","36.266667","-86.683333","152.4","MADISON, TN US","","","","","10",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","16.3",",,6,08,","","","","","","","61.2",",,,6","","","","","","","","","",""
"USC00405560","1926-05","36.266667","-86.683333","152.4","MADISON, TN US","","","","","11",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","146.1",",,6,30,","","","","","","","200.9",",,,6","","","","","","","","","",""
"USC00405560","1926-06","36.266667","-86.683333","152.4","MADISON, TN US","","","","","12",",6","7",",6","2",",6","","","","","","","","","","","","","","","","","","","68.6",",,6,01,","","","","","","","133.3",",,,6","","","","","","","","","",""
"USC00405560","1926-07","36.266667","-86.683333","152.4","MADISON, TN US","","","","","8",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","","","16.3",",,6,31,","","","","","","","69.6",",,,6","","","","","","","","","",""
"USC00405560","1926-08","36.266667","-86.683333","152.4","MADISON, TN US","","","","","18",",6","15",",6","4",",6","","","","","","","","","","","","","","","","","","","38.4",",,6,24,","","","","","","","275.4",",,,6","","","","","","","","","",""
"USC00405560","1926-09","36.266667","-86.683333","152.4","MADISON, TN US","","","","","3",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","","","33.0",",,6,25,","","","","","","","69.8",",,,6","","","","","","","","","",""
"USC00405560","1926-10","36.266667","-86.683333","152.4","MADISON, TN US","","","","","11",",6","10",",6","2",",6","","","","","","","","","","","","","","","","","","","38.4",",,6,05,","","","","","","","132.3",",,,6","","","","","","","","","",""
"USC00405560","1926-11","36.266667","-86.683333","152.4","MADISON, TN US","","","","","10",",6","9",",6","1",",6","0",",6","","","","","","","","","","","","","","","23",",,6,21,","31.5",",,6,15,","","","","","","","119.7",",,,6","23",",,,6","","","","","","","",""
"USC00405560","1926-12","36.266667","-86.683333","152.4","MADISON, TN US","","","","","14",",6","10",",6","5",",6","0",",6","","","","","","","","","","","","","","","0",",T,6,29,+","125.7",",,6,21,","","","","","","","395.6",",,,6","0",",T,,6","","","","","","","",""
"USC00405560","1927-01","36.266667","-86.683333","152.4","MADISON, TN US","","","","","16",",6","9",",6","1",",6","0",",6","","","","","","","","","","","","","","","23",",,6,10,","32.0",",,6,20,","","","","","","","95.8",",,,6","23",",,,6","","","","","","","",""
"USC00405560","1927-02","36.266667","-86.683333","152.4","MADISON, TN US","","","","","14",",6","7",",6","1",",6","0",",6","","","","","","","","","","","","","","","0",",T,6,20,+","27.7",",,6,18,","","","","","","","92.7",",,,6","0",",T,,6","","","","","","","",""
"USC00405560","1927-03","36.266667","-86.683333","152.4","MADISON, TN US","","","","","15",",6","11",",6","3",",6","1",",6","","","","","","","","","","","","","","","114",",,6,01,","73.9",",,6,13,","","","","","","","249.9",",,,6","114",",,,6","","","","","","","",""
"USC00405560","1927-04","36.266667","-86.683333","152.4","MADISON, TN US","","","","","14",",6","11",",6","1",",6","","","","","","","","","","","","","","","","","","","34.0",",,6,10,","","","","","","","148.7",",,,6","","","","","","","","","",""
"USC00405560","1927-05","36.266667","-86.683333","152.4","MADISON, TN US","","","","","13",",6","9",",6","1",",6","","","","","","","","","","","","","","","","","","","26.4",",,6,05,","","","","","","","101.6",",,,6","","","","","","","","","",""
"USC00405560","1927-06","36.266667","-86.683333","152.4","MADISON, TN US","","","","","13",",6","8",",6","3",",6","","","","","","","","","","","","","","","","","","","43.7",",,6,17,","","","","","","","153.1",",,,6","","","","","","","","","",""
"USC00405560","1927-07","36.266667","-86.683333","152.4","MADISON, TN US","","","","","9",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","29.5",",,6,02,","","","","","","","88.9",",,,6","","","","","","","","","",""
"USC00405560","1927-08","36.266667","-86.683333","152.4","MADISON, TN US","","","","","5",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","46.5",",,6,09,","","","","","","","54.6",",,,6","","","","","","","","","",""
"USC00405560","1927-09","36.266667","-86.683333","152.4","MADISON, TN US","","","","","8",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","18.3",",,6,28,","","","","","","","43.5",",,,6","","","","","","","","","",""
"USC00405560","1927-10","36.266667","-86.683333","152.4","MADISON, TN US","","","","","5",",6","4",",6","2",",6","","","","","","","","","","","","","","","","","","","35.3",",,6,07,","","","","","","","81.3",",,,6","","","","","","","","","",""
"USC00405560","1927-11","36.266667","-86.683333","152.4","MADISON, TN US","","","","","15",",6","9",",6","2",",6","0",",6","","","","","","","","","","","","","","","0",",T,6,17,","39.9",",,6,16,","","","","","","","136.9",",,,6","0",",T,,6","","","","","","","",""
"USC00405560","1927-12","36.266667","-86.683333","152.4","MADISON, TN US","","","","","13",",6","7",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",T,6,31,+","20.6",",,6,30,","","","","","","","92.7",",,,6","0",",T,,6","","","","","","","",""
"USC00405560","1928-01","36.266667","-86.683333","152.4","MADISON, TN US","","","","","10",",6","5",",6","1",",6","0",",6","","","","","","","","","","","","","","","0",",T,6,27,+","27.4",",,6,24,","","","","","","","71.5",",,,6","0",",T,,6","","","","","","","",""
"USC00405560","1928-02","36.266667","-86.683333","152.4","MADISON, TN US","","","","","11",",6","5",",6","1",",6","0",",6","","","","","","","","","","","","","","","20",",,6,18,","33.8",",,6,07,","","","","","","","84.8",",,,6","20",",,,6","","","","","","","",""
"USC00405560","1928-03","36.266667","-86.683333","152.4","MADISON, TN US","","","","","13",",6","8",",6","0",",6","1",",6","","","","","","","","","","","","","","","51",",,6,17,","24.4",",,6,16,","","","","","","","98.4",",,,6","51",",,,6","","","","","","","",""
"USC00405560","1928-04","36.266667","-86.683333","152.4","MADISON, TN US","","","","","12",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","","","23.9",",,6,14,","","","","","","","95.0",",,,6","","","","","","","","","",""
"USC00405560","1928-05","36.266667","-86.683333","152.4","MADISON, TN US","","","","","11",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","41.1",",,6,19,","","","","","","","94.7",",,,6","","","","","","","","","",""
"USC00405560","1928-06","36.266667","-86.683333","152.4","MADISON, TN US","","","","","20",",6","11",",6","2",",6","","","","","","","","","","","","","","","","","","","106.7",",,6,29,","","","","","","","296.0",",,,6","","","","","","","","","",""
"USC00405560","1928-07","36.266667","-86.683333","152.4","MADISON, TN US","","","","","11",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","46.7",",,6,23,","","","","","","","85.9",",,,6","","","","","","","","","",""
"USC00405560","1928-08","36.266667","-86.683333","152.4","MADISON, TN US","","","","","13",",6","10",",6","1",",6","","","","","","","","","","","","","","","","","","","66.3",",,6,31,","","","","","","","140.8",",,,6","","","","","","","","","",""
"USC00405560","1928-09","36.266667","-86.683333","152.4","MADISON, TN US","","","","","3",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","18.8",",,6,01,","","","","","","","27.2",",,,6","","","","","","","","","",""
"USC00405560","1928-10","36.266667","-86.683333","152.4","MADISON, TN US","","","","","13",",6","6",",6","3",",6","","","","","","","","","","","","","","","","","","","94.7",",,6,17,","","","","","","","225.1",",,,6","","","","","","","","","",""
"USC00405560","1928-11","36.266667","-86.683333","152.4","MADISON, TN US","","","","","12",",6","9",",6","0",",6","","","","","","","","","","","","","","","","","","","21.6",",,6,18,","","","","","","","79.0",",,,6","","","","","","","","","",""
