"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00362013","1977-05","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","6",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","21.3",",,0,19,","","","","","39.2",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1977-06","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","10",",0","6",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","3","","","","0",",,0,30,+","0",",,0,30,+","34.3",",,0,10,","","","","","107.4",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1977-07","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","10",",0","7",",0","4",",0","0",",0","0",",0","","","","","","","","","","","","","4","","","","0",",,0,31,+","0",",,0,31,+","36.6",",,0,07,","","","","","153.2",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1977-08","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","14",",0","9",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","58.4",",,0,17,","","","","","132.5",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1977-09","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","13",",0","10",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","33.0",",,0,25,","","","","","129.6",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1977-10","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11",",0","8",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","40.6",",,0,17,","","","","","127.8",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1977-11","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","13",",0","7",",0","1",",0","2",",0","1",",0","","","","","","","","","","","","","","","","","25",",,0,28,+","25",",,0,26,","25.9",",,0,07,","","","","","93.8",",,,0","45",",,,0","","","","","","","","","",""
"USC00362013","1977-12","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11",",0","9",",0","0",",0","12",",0","3",",0","","","","","","","","","","","","","","","","","102",",,0,07,+","102",",,0,06,","23.4",",,0,06,","","","","","112.7",",,,0","178",",,,0","","","","","","","","","",""
"USC00362013","1978-01","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","15",",0","10",",0","3",",0","23",",0","10",",0","","","","","","","","","","","","","","","","","559",",,0,22,+","229",",,0,18,","48.3",",,0,09,","","","","","192.2",",,,0","888",",,,0","","","","","","","","","",""
"USC00362013","1978-02","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","4",",0","4",",0","0",",0","28",",0","3",",0","","","","","","","","","","","","","","","","","508",",,0,08,+","305",",,0,07,","21.3",",,0,07,","","","","","35.2",",,,0","406",",,,0","","","","","","","","","",""
"USC00362013","1978-03","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","7",",0","6",",0","1",",0","15",",0","2",",0","","","","","","","","","","","","","","","","","127",",,0,07,+","25",",,0,26,+","35.6",",,0,27,","","","","","88.5",",,,0","50",",,,0","","","","","","","","","",""
"USC00362013","1978-04","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","8",",0","7",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",T,0,04,","13.7",",,0,20,","","","","","54.7",",,,0","0",",T,,0","","","","","","","","","",""
"USC00362013","1978-05","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","14",",0","11",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","1","","","","0",",,0,31,+","0",",,0,31,+","29.2",",,0,24,","","","","","167.2",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1978-06","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","8",",0","5",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","4","","","","0",",,0,30,+","0",",,0,30,+","28.4",",,0,13,","","","","","68.6",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1978-07","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11",",0","6",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","2","","","","0",",,0,31,+","0",",,0,31,+","31.2",",,0,04,","","","","","76.6",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1978-08","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11",",0","8",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","4","","","","0",",,0,31,+","0",",,0,31,+","31.0",",,0,07,","","","","","104.6",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1978-09","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11",",0","8",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","4","","","","0",",,0,30,+","0",",,0,30,+","56.9",",,0,19,","","","","","120.4",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1978-10","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","10",",0","6",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","1","","","","0",",,0,31,+","0",",,0,31,+","19.1",",,0,05,","","","","","68.2",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1978-11","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","8",",0","5",",0","0",",0","1",",0","1",",0","","","","","","","","","","","","","","","","","76",",,0,28,","64",",,0,28,","8.9",",,0,18,","","","","","36.1",",,,0","79",",,,0","","","","","","","","","",""
"USC00362013","1978-12","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","8",",0","5",",0","1",",0","1",",0","0",",0","","","","","","","","","","","","","","","","","25",",,0,25,","23",",,0,25,","35.3",",,0,25,","","","","","91.2",",,,0","23",",,,0","","","","","","","","","",""
"USC00362013","1979-01","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","14",",0","9",",0","3",",0","13",",0","2",",0","","","","","","","","","","","","","","","","","25",",,0,26,+","41",",,0,21,+","37.8",",,0,21,","","","","","176.3",",,,0","160",",,,0","","","","","","","","","",""
"USC00362013","1979-02","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","12",",0","7",",0","1",",0","17",",0","3",",0","","","","","","","","","","","","","","","","","203",",,0,21,+","142",",,0,19,","35.3",",,0,26,","","","","","89.6",",,,0","325",",,,0","","","","","","","","","",""
"USC00362013","1979-03","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","8",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",T,0,15,","0",",T,0,15,","24.6",",,0,05,","","","","","56.3",",,,0","0",",T,,0","","","","","","","","","",""
"USC00362013","1979-04","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","14",",0","10",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","14.0",",,0,05,","","","","","78.1",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1979-05","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","15",",0","10",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","2","","","","0",",,0,31,+","0",",,0,31,+","41.9",",,0,24,","","","","","149.0",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1979-06","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","7",",0","3",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","4","","","","0",",,0,30,+","0",",,0,30,+","25.9",",,0,06,","","","","","54.4",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1979-07","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","9",",0","6",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","5","","","","0",",,0,31,+","0",",,0,31,+","34.8",",,0,24,","","","","","107.2",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1979-08","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11",",0","9",",0","3",",0","0",",0","0",",0","","","","","","","","","","","","","5","","","","0",",,0,31,+","0",",,0,31,+","42.7",",,0,12,","","","","","195.1",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1979-09","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","7",",0","6",",0","3",",0","0",",0","0",",0","","","","","","","","","","","","","1","","","","0",",,0,30,+","0",",,0,30,+","59.7",",,0,06,","","","","","152.0",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1979-10","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","13",",0","7",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","1","","","","0",",,0,31,+","0",",,0,31,+","20.8",",,0,24,","","","","","86.6",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1979-11","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","9",",0","5",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","58.2",",,0,03,","","","","","105.4",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1979-12","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","7",",0","7",",0","0",",0","5",",0","2",",0","","","","","","","","","","","","","","","","","102",",,0,21,+","114",",,0,20,","17.0",",,0,25,","","","","","56.9",",,,0","152",",,,0","","","","","","","","","",""
"USC00362013","1980-01","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","5",",0","3",",0","0",",0","1",",0","1",",0","","","","","","","","","","","","","","","","","25",",,0,05,","38",",,0,05,","10.2",",,0,12,","","","","","23.4",",,,0","38",",,,0","","","","","","","","","",""
"USC00362013","1980-02","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","8",",0","4",",0","0",",0","5",",0","3",",0","","","","","","","","","","","","","","","","","51",",,0,17,","36",",,0,16,","6.9",",,0,22,","","","","","22.5",",,,0","111",",,,0","","","","","","","","","",""
"USC00362013","1980-03","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","15",",0","10",",0","1",",0","3",",0","1",",0","","","","","","","","","","","","","1","","","","102",",,0,15,+","114",",,0,14,","26.9",",,0,22,","","","","","107.8",",,,0","127",",,,0","","","","","","","","","",""
"USC00362013","1980-04","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","12",",0","9",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","2","","","","0",",,0,30,+","0",",,0,30,+","29.2",",,0,29,","","","","","120.4",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1980-05","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","9",",0","7",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","4","","","","0",",,0,31,+","0",",,0,31,+","27.9",",,0,13,","","","","","54.5",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1980-06","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","14",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","5","","","","0",",,0,30,+","0",",,0,30,+","14.0",",,0,30,","","","","","63.3",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1980-07","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","12",",0","6",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","5","","","","0",",,0,31,+","0",",,0,31,+","10.2",",,0,17,","","","","","45.0",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1980-08","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","7",",0","7",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","2","","","","0",",,0,31,+","0",",,0,31,+","14.0",",,0,11,","","","","","39.5",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1980-09","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","6",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","2","","","","0",",,0,30,+","0",",,0,30,+","15.2",",,0,03,","","","","","31.0",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1980-10","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","10",",0","6",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","34.3",",,0,26,","","","","","65.0",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1980-11","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","8",",0","5",",0","1",",0","6",",0","1",",0","","","","","","","","","","","","","","","","","203",",,0,18,","203",",,0,18,","30.5",",,0,18,","","","","","72.7",",,,0","203",",,,0","","","","","","","","","",""
"USC00362013","1980-12","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","7",",0","4",",0","0",",0","16",",0","2",",0","","","","","","","","","","","","","","","","","76",",,0,17,+","71",",,0,16,","8.4",",,0,03,","","","","","32.1",",,,0","109",",,,0","","","","","","","","","",""
"USC00362013","1981-01","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","6",",0","4",",0","0",",0","28",",0","6",",0","","","","","","","","","","","","","","","","","127",",,0,07,","64",",,0,07,","5.6",",,0,07,","","","","","16.5",",,,0","228",",,,0","","","","","","","","","",""
"USC00362013","1981-02","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","13",",0","8",",0","2",",0","9",",0","2",",0","","","","","","","","","","","","","","","","","76",",,0,09,","76",",,0,09,","33.5",",,0,02,","","","","","151.1",",,,0","101",",,,0","","","","","","","","","",""
"USC00362013","1981-03","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","6",",0","4",",0","0",",0","2",",0","2",",0","","","","","","","","","","","","","","","","","25",",,0,21,+","25",",,0,21,+","7.1",",,0,31,+","","","","","24.4",",,,0","63",",,,0","","","","","","","","","",""
"USC00362013","1981-04","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","14",",0","9",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","22.6",",,0,29,","","","","","95.0",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1981-05","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","8",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","2","","","","0",",,0,31,+","0",",,0,31,+","22.4",",,0,12,","","","","","46.4",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1981-06","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","15",",0","9",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","4","","","","0",",,0,30,+","0",",,0,30,+","67.1",",,0,15,","","","","","197.8",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1981-07","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","12",",0","7",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","3","","","","0",",,0,31,+","0",",,0,31,+","63.5",",,0,27,","","","","","135.4",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1981-08","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","6",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","2","","","","0",",,0,31,+","0",",,0,31,+","4.6",",,0,31,+","","","","","14.8",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1981-09","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","13",",0","6",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","1","","","","0",",,0,30,+","0",",,0,30,+","9.9",",,0,03,","","","","","51.4",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1981-10","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","9",",0","7",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","30.5",",,0,28,","","","","","103.1",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1981-11","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","6",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","13.2",",,0,06,","","","","","40.4",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1981-12","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","10",",0","7",",0","0",",0","9",",0","3",",0","","","","","","","","","","","","","","","","","152",",,0,18,+","97",",,0,15,","21.3",",,0,02,","","","","","55.0",",,,0","212",",,,0","","","","","","","","","",""
"USC00362013","1982-01","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","14",",0","8",",0","0",",0","21",",0","7",",0","","","","","","","","","","","","","","","","","254",",,0,26,+","152",",,0,14,","19.8",",,0,04,","","","","","70.4",",,,0","442",",,,0","","","","","","","","","",""
"USC00362013","1982-02","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","12",",0","10",",0","0",",0","23",",0","4",",0","","","","","","","","","","","1","","","","","","152",",,0,01,","76",",,0,20,","16.0",",,0,01,","","","","","80.4",",,,0","214",",,,0","","","","","","","","","",""
"USC00362013","1982-03","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","13",",0","8",",0","0",",0","5",",0","2",",0","","","","","","","","","","","2","","1","","","","152",",,0,08,","152",",,0,08,","19.1",",,0,08,","","","","","67.8",",,,0","192",",,,0","","","","","","","","","",""
"USC00362013","1982-05","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11",",0","7",",0","0",",0","0",",0","0",",0","","","","","","","","","","","5","","1","","","","0",",,0,31,+","0",",,0,31,+","18.3",",,0,29,","","","","","68.8",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1982-06","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","15",",0","12",",0","3",",0","0",",0","0",",0","","","","","","","","","","","5","","2","","","","0",",,0,30,+","0",",,0,30,+","43.4",",,0,17,","","","","","205.7",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1982-07","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","6",",0","6",",0","0",",0","0",",0","0",",0","","","","","","","","","","","7","","1","","","","0",",,0,31,+","0",",,0,31,+","13.2",",,0,04,","","","","","40.3",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1982-08","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","10",",0","7",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","18.8",",,0,25,","","","","","74.3",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1982-09","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","8",",0","6",",0","1",",0","0",",0","0",",0","","","","","","","","","","","16","","1","","","","0",",,0,30,+","0",",,0,30,+","34.5",",,0,23,","","","","","88.9",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1982-10","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","6",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","","","","","9","","","","","","0",",,0,31,+","0",",,0,31,+","21.3",",,0,14,","","","","","27.1",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1982-11","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","10",",0","6",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","39.6",",,0,05,","","","","","88.6",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1982-12","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","10",",0","5",",0","1",",0","1",",0","1",",0","","","","","","","","","","","","","","","","","25",",,0,20,","36",",,0,20,","27.2",",,0,16,","","","","","46.3",",,,0","36",",,,0","","","","","","","","","",""
"USC00362013","1983-01","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","7",",0","6",",0","0",",0","9",",0","1",",0","","","","","","","","","","","","","","","","","102",",,0,16,+","102",",,0,15,","12.7",",,0,24,","","","","","38.7",",,,0","102",",,,0","","","","","","","","","",""
"USC00362013","1983-02","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","5",",0","3",",0","0",",0","12",",0","2",",0","","","","","","","","","","","","","","","","","178",",,0,13,+","178",",,0,12,","23.6",",,0,12,","","","","","44.7",",,,0","234",",,,0","","","","","","","","","",""
"USC00362013","1983-03","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11",",0","7",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",T,0,28,","18.3",",,0,22,","","","","","70.1",",,,0","0",",T,,0","","","","","","","","","",""
"USC00362013","1983-04","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","17",",0","11",",0","3",",0","1",",0","1",",0","","","","","","","","","","","","","","","","","127",",,0,20,","142",",,0,20,","63.5",",,0,16,","","","","","208.5",",,,0","142",",,,0","","","","","","","","","",""
"USC00362013","1983-05","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","14",",0","9",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","27.7",",,0,23,","","","","","108.9",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1983-06","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11",",0","8",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","47.0",",,0,29,","","","","","157.4",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1983-07","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","5",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","13.0",",,0,24,","","","","","36.6",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1983-08","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","8",",0","8",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","38.1",",,0,12,","","","","","83.1",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1983-09","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","6",",0","6",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","29.0",",,0,22,","","","","","69.6",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1983-10","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11",",0","8",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","29.7",",,0,19,","","","","","97.2",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1983-11","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","15",",0","8",",0","4",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",T,0,06,+","0",",T,0,06,+","37.1",",,0,11,","","","","","175.9",",,,0","0",",T,,0","","","","","","","","","",""
"USC00362013","1983-12","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","10",",0","10",",0","2",",0","9",",0","3",",0","","","","","","","","","","","","","","","","","51",",,0,28,+","51",",,0,24,","51.6",",,0,14,","","","","","176.2",",,,0","124",",,,0","","","","","","","","","",""
"USC00362013","1984-01","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","9",",0","6",",0","0",",0","22",",0","5",",0","","","","","","","","","","","","","","","","","102",",,0,23,+","102",",,0,11,","10.7",",,0,11,","","","","","42.3",",,,0","259",",,,0","","","","","","","","","",""
"USC00362013","1984-02","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","14",",0","10",",0","1",",0","5",",0","1",",0","","","","","","","","","","","","","","","","","25",",,0,29,+","25",",,0,06,","34.8",",,0,15,","","","","","101.9",",,,0","78",",,,0","","","","","","","","","",""
"USC00362013","1984-03","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","9",",0","8",",0","1",",0","10",",0","5",",0","","","","","","","","","","","1","","","","","","203",",,0,30,","127",",,0,30,+","46.5",",,0,29,","","","","","112.8",",,,0","416",",,,0","","","","","","","","","",""
"USC00362013","1984-04","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","14",",0","11",",0","2",",0","1",",0","0",",0","","","","","","","","","","","2","","5","","","","76",",,0,01,","0",",,0,30,+","31.2",",,0,06,","","","","","131.4",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1984-05","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","15",",0","11",",0","0",",0","0",",0","0",",0","","","","","","","","","","","1","","2","","","","0",",,0,31,+","0",",,0,31,+","22.9",",,0,29,","","","","","117.6",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1984-06","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","10",",0","7",",0","2",",0","0",",0","0",",0","","","","","","","","","","","9","","5","","","","0",",,0,30,+","0",",,0,30,+","41.9",",,0,18,","","","","","149.3",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1984-07","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","15",",0","10",",0","1",",0","0",",0","0",",0","","","","","","","","","","","5","","4","","","","0",",,0,31,+","0",",,0,31,+","30.5",",,0,27,","","","","","96.6",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1984-08","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","13",",0","6",",0","1",",0","0",",0","0",",0","","","","","","","","","","","20","","3","","","","0",",,0,31,+","0",",,0,31,+","31.5",",,0,10,","","","","","111.4",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1984-09","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","7",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","","","","","14","","","","","","0",",,0,30,+","0",",,0,30,+","8.9",",,0,12,","","","","","18.9",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1984-10","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","","","","","12","","1","","","","0",",,0,31,+","0",",,0,31,+","17.8",",,0,23,","","","","","51.6",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1984-11","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","8",",0","4",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","84.3",",,0,29,","","","","","119.8",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1984-12","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","14",",0","9",",0","1",",0","4","1,0","2","1,0","","","","","","","","","","","3","","","","","","51","1,,0,28,+","51","1,,0,27,","26.2",",,0,22,","","","","","86.5",",,,0","89","1,,,0","","","","","","","","","",""
"USC00362013","1985-01","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","10",",0","4",",0","0",",0","13",",0","3",",0","","","","","","","","","","","","","","","","","51",",,0,22,+","41",",,0,25,+","3.8",",,0,05,","","","","","20.1",",,,0","207",",,,0","","","","","","","","","",""
