"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00014751","1939-11","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","700.2","0","0.0",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","0",",0","0",",0","","","","","","","-3.9",",0,24,+","0",",,0,30,+","0",",T,0,22,+","9.9",",,0,05,","20.6",",0,18,","569.3","0","370.7",",0","13.6",",,,0","","","0",",T,,0","5.98",",0","10.95",",,,0","1.00",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","1939-12","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","700.2","0","0.0",",0","9",",0","6",",0","0",",0","5",",0","2",",0","0",",0","20",",0","4",",0","0",",0","0",",0","","","","","","","-11.1",",0,31,","76",",,0,31,+","89",",,0,27,","19.8",",,0,20,","16.7",",0,10,","1071.3","0","502.0",",0","48.3",",,,0","","","138",",,,0","2.14",",0","5.63",",,,0","-1.35",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","1940-01","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","0.0","0","0.0",",0","6",",0","1",",0","1",",0","18",",0","2",",0","0",",0","30",",0","22",",0","0",",0","0",",0","","","","","","","-16.7",",0,20,","76",",,0,09,+","64",",,0,19,","25.7",",,0,14,","11.1",",0,14,","1814.1","0","742.8",",0","30.9",",,,0","","","129",",,,0","-5.63",",0","-1.70",",,,0","-9.55",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","1940-02","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","0.0","0","0.0",",0","10",",0","7",",0","1",",0","11",",0","3",",0","0",",0","24",",0","2",",0","0",",0","0",",0","","","","","","","-10.0",",0,03,","254",",,0,14,","254",",,0,14,","28.4",",,0,14,","14.4",",0,12,","2341.1","0","527.0",",0","78.5",",,,0","","","348",",,,0","0.16",",0","4.06",",,,0","-3.74",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","1940-03","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","0.0","0","0.0",",0","11",",0","6",",0","3",",0","2",",0","2",",0","0",",0","22",",0","3",",0","0",",0","0",",0","","","","","","","-8.9",",0,25,+","25",",,0,16,+","30",",,0,16,","41.7",",,0,30,","18.9",",0,31,","2851.7","0","510.6",",0","126.9",",,,0","","","73",",,,0","1.86",",0","5.43",",,,0","-1.70",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","1940-04","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","0.0","0","0.0",",0","11",",0","6",",0","2",",0","0",",0","0",",0","0",",0","5",",0","0",",0","4",",0","0",",0","","","","","","","-3.9",",0,13,","0",",,0,30,+","0",",T,0,22,+","45.7",",,0,20,","25.6",",0,30,+","3141.9","0","290.2",",0","119.5",",,,0","","","0",",T,,0","8.66",",0","14.12",",,,0","3.20",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","1940-05","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","27.8","0","27.8",",0","18",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","1",",0","","","","","","","5.6",",0,10,","0",",,0,31,+","0",",,0,31,+","18.8",",,0,20,","33.3",",0,14,","3221.2","0","79.3",",0","90.6",",,,0","","","0",",,,0","16.67",",0","22.36",",,,0","10.99",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","1940-06","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","128.5","0","100.7",",0","11",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","4",",0","","","","","","","7.8",",0,22,","0",",,0,30,+","0",",,0,30,+","26.4",",,0,01,","33.9",",0,04,","3230.3","0","9.1",",0","74.4",",,,0","","","0",",,,0","21.39",",0","27.34",",,,0","15.43",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","1940-07","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","326.8","0","198.3",",0","7",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","15",",0","","","","","","","10.6",",0,14,","0",",,0,31,+","0",",,0,31,+","43.9",",,0,27,","37.8",",0,26,","0.0","0","0.0",",0","80.6",",,,0","","","0",",,,0","24.73",",0","31.23",",,,0","18.22",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","1940-08","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","440.0","0","113.2",",0","15",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","4",",0","","","","","","","10.0",",0,24,+","0",",,0,31,+","0",",,0,31,+","66.3",",,0,31,","35.0",",0,06,","20.9","0","20.9",",0","158.1",",,,0","","","0",",,,0","21.31",",0","26.13",",,,0","16.50",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","1940-09","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","480.4","0","40.4",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","1",",0","","","","","","","2.2",",0,27,","0",",,0,30,+","0",",,0,30,+","38.6",",,0,25,","32.2",",0,21,","78.9","0","58.0",",0","87.9",",,,0","","","0",",,,0","17.75",",0","23.84",",,,0","11.65",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","1940-10","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","482.1","0","1.7",",0","9",",0","5",",0","0",",0","1",",0","1",",0","0",",0","5",",0","0",",0","10",",0","0",",0","","","","","","","-3.9",",0,22,","25",",,0,19,","28",",,0,19,","24.9",",,0,02,","27.2",",0,13,","311.2","0","232.3",",0","66.9",",,,0","","","31",",,,0","10.89",",0","16.40",",,,0","5.39",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","1940-11","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","482.1","0","0.0",",0","11",",0","8",",0","1",",0","4",",0","1",",0","0",",0","10",",0","0",",0","3",",0","0",",0","","","","","","","-5.0",",0,26,","25",",,0,30,+","51",",,0,27,","30.2",",,0,14,","23.3",",0,05,","667.0","0","355.8",",0","107.1",",,,0","","","64",",,,0","6.47",",0","10.56",",,,0","2.39",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","1940-12","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","482.1","0","0.0",",0","10",",0","5",",0","0",",0","2",",0","1",",0","0",",0","18",",0","3",",0","0",",0","0",",0","","","","","","","-11.7",",0,04,","25",",,0,06,+","38",",,0,05,","20.3",",,0,16,","15.6",",0,29,","1138.6","0","471.6",",0","72.8",",,,0","","","38",",,,0","3.12",",0","7.21",",,,0","-0.97",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","1941-01","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","0.0","0","0.0",",0","11",",0","5",",0","0",",0","14",",0","4",",0","0",",0","29",",0","6",",0","0",",0","0",",0","","","","","","","-10.0",",0,14,","203",",,0,28,","127",",,0,27,","19.3",",,0,16,","7.8",",0,01,","1747.3","0","608.7",",0","60.6",",,,0","","","260",",,,0","-1.30",",0","2.20",",,,0","-4.80",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","1941-02","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","0.0","0","0.0",",0","5",",0","3",",0","0",",0","12",",0","1",",0","0",",0","27",",0","5",",0","0",",0","0",",0","","","","","","","-10.0",",0,11,+","102",",,0,01,","33",",,0,28,","8.1",",,0,14,","8.9",",0,25,+","2300.0","0","552.7",",0","21.1",",,,0","","","56",",,,0","-1.41",",0","2.56",",,,0","-5.38",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","1941-03","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","0.0","0","0.0",",0","7",",0","5",",0","0",",0","7",",0","3",",0","0",",0","25",",0","2",",0","0",",0","0",",0","","","","","","","-10.6",",0,18,","254",",,0,08,","226",",,0,08,","18.0",",,0,08,","15.6",",0,31,","2798.6","0","498.6",",0","53.3",",,,0","","","421",",,,0","2.25",",0","7.25",",,,0","-2.76",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","1941-04","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","29.2","0","29.2",",0","7",",0","2",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","15",",0","2",",0","","","","","","","0.0",",0,08,","0",",,0,30,+","0",",,0,30,+","31.5",",,0,05,","33.3",",0,20,","2941.1","0","142.5",",0","44.6",",,,0","","","0",",,,0","14.56",",0","21.80",",,,0","7.32",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","1941-05","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","96.5","0","67.3",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","6",",0","","","","","","","3.3",",0,13,+","0",",,0,31,+","0",",,0,31,+","18.3",",,0,29,","35.6",",0,22,","3002.1","0","61.0",",0","49.1",",,,0","","","0",",,,0","18.53",",0","25.66",",,,0","11.41",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","1941-06","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","217.1","0","120.6",",0","13",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","8",",0","","","","","","","11.7",",0,11,","0",",,0,30,+","0",",,0,30,+","27.7",",,0,04,","35.0",",0,30,+","3012.3","0","10.2",",0","88.2",",,,0","","","0",",,,0","22.01",",0","27.78",",,,0","16.24",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","1941-07","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","409.8","0","192.7",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","10",",0","","","","","","","12.8",",0,22,","0",",,0,31,+","0",",,0,31,+","27.7",",,0,04,","37.2",",0,28,+","1.1","0","1.1",",0","71.1",",,,0","","","0",",,,0","24.51",",0","30.39",",,,0","18.64",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","1941-08","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","545.7","0","135.9",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","","","","","","","9.4",",0,28,+","0",",,0,31,+","0",",,0,31,+","23.9",",,0,15,","35.0",",0,09,","2.3","0","1.2",",0","66.9",",,,0","","","0",",,,0","22.68",",0","29.37",",,,0","15.99",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","1941-09","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","633.5","0","87.8",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","6",",0","","","","","","","6.7",",0,30,+","0",",,0,30,+","0",",,0,30,+","8.9",",,0,05,","35.6",",0,10,+","18.9","0","16.6",",0","18.3",",,,0","","","0",",,,0","20.71",",0","27.97",",,,0","13.44",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","1941-10","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","674.3","0","40.8",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","15",",0","3",",0","","","","","","","0.0",",0,30,+","0",",,0,31,+","0",",,0,31,+","11.9",",,0,31,","36.1",",0,07,+","148.9","0","130.0",",0","38.0",",,,0","","","0",",,,0","15.45",",0","21.45",",,,0","9.46",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","1941-11","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","674.3","0","0.0",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","1",",0","0",",0","","","","","","","-5.0",",0,25,","0",",,0,30,+","0",",T,0,23,+","20.1",",,0,23,","21.1",",0,05,","456.8","0","307.9",",0","48.8",",,,0","","","0",",T,,0","8.07",",0","13.97",",,,0","2.17",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","1941-12","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","674.3","0","0.0",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","20",",0","2",",0","0",",0","0",",0","","","","","","","-7.8",",0,22,+","0",",T,0,14,+","10",",,0,13,","41.9",",,0,13,","16.1",",0,03,","930.8","0","474.0",",0","88.7",",,,0","","","10",",,,0","3.04",",0","6.90",",,,0","-0.81",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","1942-01","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","0.0","0","0.0",",0","8",",0","5",",0","0",",0","11",",0","1",",0","2",",0","25",",0","8",",0","0",",0","0",",0","","","","","","","-19.4",",0,09,","152",",,0,05,+","185",",,0,04,","16.3",",,0,31,","15.0",",0,24,","1549.2","0","618.4",",0","60.2",",,,0","","","195",",,,0","-1.62",",0","2.86",",,,0","-6.09",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","1942-02","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","0.0","0","0.0",",0","5",",0","5",",0","1",",0","2",",0","1",",0","0",",0","26",",0","7",",0","0",",0","0",",0","","","","","","","-13.9",",0,03,","76",",,0,05,","124",",,0,05,","30.5",",,0,07,","9.4",",0,17,","2097.1","0","547.9",",0","74.3",",,,0","","","124",",,,0","-1.23",",0","2.57",",,,0","-5.04",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","1942-03","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","0.0","0","0.0",",0","14",",0","10",",0","0",",0","2",",0","2",",0","0",",0","10",",0","0",",0","0",",0","0",",0","","","","","","","-3.3",",0,02,","203",",,0,29,","229",",,0,29,","18.8",",,0,29,","18.9",",0,08,","2480.5","0","383.4",",0","80.0",",,,0","","","259",",,,0","5.97",",0","10.81",",,,0","1.13",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","1942-04","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","16.3","0","16.3",",0","8",",0","2",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","15",",0","2",",0","","","","","","","-1.1",",0,14,","0",",,0,30,+","0",",T,0,12,+","27.4",",,0,09,","33.3",",0,30,","2647.7","0","167.2",",0","39.2",",,,0","","","0",",T,,0","13.30",",0","20.22",",,,0","6.39",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","1942-05","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","72.6","0","56.3",",0","13",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","4",",0","","","","","10","","2.8",",0,11,","0",",,0,31,+","0",",,0,31,+","57.9",",,0,16,","36.1",",0,01,","2683.9","0","36.2",",0","162.4",",,,0","","","0",",,,0","18.98",",0","25.08",",,,0","12.88",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","1942-06","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","184.6","0","112.0",",0","15",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","2",",0","","","","","5","","12.2",",0,16,+","0",",,0,30,+","0",",,0,30,+","23.9",",,0,12,","32.8",",0,20,+","2688.9","0","5.0",",0","92.3",",,,0","","","0",",,,0","21.90",",0","27.06",",,,0","16.74",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","1942-07","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","373.3","0","188.7",",0","12",",0","11",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","","","","","13","","13.9",",0,16,+","0",",,0,31,+","0",",,0,31,+","34.3",",,0,18,","35.0",",0,19,+","0.0","0","0.0",",0","140.4",",,,0","","","0",",,,0","24.42",",0","30.02",",,,0","18.82",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","1942-08","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","502.2","0","128.9",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","4",",0","","","","","6","","8.9",",0,25,","0",",,0,31,+","0",",,0,31,+","23.4",",,0,13,","34.4",",0,15,","6.4","0","6.4",",0","117.0",",,,0","","","0",",,,0","22.28",",0","27.56",",,,0","17.01",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","1942-09","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","579.0","0","76.8",",0","11",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","3",",0","","","","","","","1.7",",0,30,+","0",",,0,30,+","0",",,0,30,+","26.7",",,0,27,","34.4",",0,16,+","57.2","0","50.8",",0","65.7",",,,0","","","0",",,,0","19.20",",0","25.00",",,,0","13.40",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","1942-10","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","579.5","0","0.5",",0","9",",0","7",",0","2",",0","0",",0","0",",0","0",",0","2",",0","0",",0","12",",0","0",",0","","","","","","","-1.7",",0,28,","0",",,0,31,+","0",",,0,31,+","37.3",",,0,16,","28.3",",0,09,","197.0","0","139.8",",0","111.8",",,,0","","","0",",,,0","13.84",",0","19.14",",,,0","8.55",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","1942-11","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","579.5","0","0.0",",0","13",",0","6",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","1",",0","0",",0","","","","","","","-5.6",",0,15,","0",",,0,30,+","0",",T,0,29,+","15.7",",,0,24,","25.0",",0,20,","549.8","0","352.8",",0","55.6",",,,0","","","0",",T,,0","6.57",",0","11.50",",,,0","1.65",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","1942-12","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","579.5","0","0.0",",0","16",",0","9",",0","2",",0","7",",0","3",",0","0",",0","28",",0","6",",0","0",",0","0",",0","","","","","","","-16.7",",0,21,","102",",,0,18,","76",",,0,17,","26.9",",,0,30,","8.9",",0,24,","1143.7","0","593.9",",0","128.0",",,,0","","","197",",,,0","-0.83",",0","2.82",",,,0","-4.47",",,,0","","","","","","","","","","","","","","","","","","","","","",""
