"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00024215","1997-06","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","","","13.3","M","8.4","1,M","","","","","","","0","1,M","0","1,M","0","1,M","19","1,M","0","1,M","","","","","4.4","1,M,22,","","","30.0","1,M,16,","3033.0","M","85.4","1,M","","","15.68","1,M","22.73","1,,,M","8.63","1,,,M","","","","","","","","","",""
"USW00024215","1997-07","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","","","62.4","M","49.1",",M","","","","","","","0",",M","0",",M","0",",M","30",",M","4",",M","","","","","2.8",",M,01,","","","33.3",",M,20,","17.5","M","17.5",",M","","","19.35",",M","28.38",",,,M","10.32",",,,M","","","","","","","","","",""
"USW00024215","1997-08","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","","","107.1","M","44.7",",M","","","","","","","0",",M","0",",M","0",",M","29",",M","7",",M","","","","","6.1",",M,18,","","","35.6",",M,07,","41.7","M","24.2",",M","","","18.99",",M","27.71",",,,M","10.28",",,,M","","","","","","","","","",""
"USW00024215","1997-09","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","","","108.4","M","1.3",",M","","","","","","","0",",M","0",",M","0",",M","24",",M","0",",M","","","","","1.7",",M,16,","","","29.4",",M,24,+","121.4","M","79.7",",M","","","15.72",",M","24.07",",,,M","7.38",",,,M","","","","","","","","","",""
"USW00024215","1997-10","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","","","108.4","M","0.0",",M","","","","","","","0",",M","4",",M","0",",M","4",",M","0",",M","","","","","-3.9",",M,25,","","","25.6",",M,16,","392.3","M","270.9",",M","","","9.60",",M","16.26",",,,M","2.93",",,,M","","","","","","","","","",""
"USW00024215","1997-11","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","","","108.4","M","0.0",",M","","","","","","","0",",M","6",",M","0",",M","2",",M","0",",M","","","","","-1.7",",M,08,","","","22.2",",M,02,","752.1","M","359.8",",M","","","6.34",",M","10.55",",,,M","2.13",",,,M","","","","","","","","","",""
"USW00024215","1997-12","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","","","108.4","M","0.0",",M","","","","","","","0",",M","24",",M","0",",M","0",",M","0",",M","","","","","-8.3",",M,26,","","","13.3",",M,31,","1261.4","M","509.3",",M","","","1.90",",M","6.26",",,,M","-2.45",",,,M","","","","","","","","","",""
"USW00024215","1998-01","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","","","0.0","W","0.0",",M","","","","","","","0",",M","9",",M","0",",M","0",",M","0",",M","","","","","-6.7",",M,05,","","","11.1",",M,17,","1729.1","W","467.7",",M","","","3.25",",M","5.77",",,,M","0.72",",,,M","","","","","","","","","",""
"USW00024215","1998-02","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","","","0.0","W","0.0",",M","","","","","","","0",",M","16",",M","0",",M","0",",M","0",",M","","","","","-2.8",",M,11,","","","10.0",",M,28,","2182.1","W","453.0",",M","","","2.16",",M","4.47",",,,M","-0.16",",,,M","","","","","","","","","",""
"USW00024215","1998-03","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","","","0.0","W","0.0",",M","","","","","","","0",",M","15",",M","0",",M","0",",M","0",",M","","","","","-5.6",",M,07,","","","18.3",",M,19,","2578.0","W","395.9",",M","","","5.56",",M","10.56",",,,M","0.56",",,,M","","","","","","","","","",""
"USW00024215","1998-04","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","1.6",",W","0.0","W","0.0",",W","13",",W","5",",W","1",",W","0",",W","6",",W","0",",W","8",",W","0",",W","","","","","-3.9",",W,12,","35.3",",,W,10,","26.1",",W,28,","2893.9","W","315.9",",W","76.4",",,,W","7.80",",W","14.04",",,,W","1.57",",,,W","","","320",",W","310",",W","6.7",",W","10.7",",W"
"USW00024215","1998-05","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","1.3",",W","0.0","W","0.0",",W","24",",W","14",",W","1",",W","0",",W","2",",W","0",",W","2",",W","0",",W","","","","","0.0",",W,18,+","36.1",",,W,28,","25.0",",W,31,","3191.1","W","297.2",",W","186.4",",,,W","8.75",",W","13.75",",,,W","3.75",",,,W","","","10",",W","310",",W","6.7",",W","10.3",",W"
"USW00024215","1998-06","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","1.7",",W","0.0","W","0.0",",W","9",",W","6",",W","0",",W","0",",W","0",",W","0",",W","20",",W","0",",W","","","","","3.9",",W,27,","20.1",",,W,02,","27.2",",W,29,+","3280.1","W","89.0",",W","63.8",",,,W","15.37",",W","23.01",",,,W","7.72",",,,W","","","340",",W","350",",W","10.3",",W","16.5",",W"
"USW00024215","1998-07","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","1.4",",W","84.5","W","84.5",",W","2",",W","0",",W","0",",W","0",",W","0",",W","0",",W","31",",W","9",",W","","","","","8.9",",W,30,","0.3",",,W,24,+","35.0",",W,16,","0.3","W","0.3",",W","0.6",",,,W","21.05",",W","29.93",",,,W","12.17",",,,W","","","300",",W","300",",W","6.3",",W","8.9",",W"
"USW00024215","1998-08","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","1.2",",W","167.6","W","83.1",",W","2",",W","1",",W","0",",W","0",",W","0",",W","0",",W","31",",W","12",",W","","","","","5.6",",W,21,","4.8",",,W,17,","36.7",",W,04,","14.4","W","14.1",",W","5.1",",,,W","20.56",",W","30.58",",,,W","10.54",",,,W","","","290",",W","290",",W","4.9",",W","7.6",",W"
"USW00024215","1998-09","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","1.5",",W","201.4","W","33.8",",W","6",",W","4",",W","0",",W","0",",W","0",",W","0",",W","23",",W","4",",W","","","","","3.3",",W,23,+","11.4",",,W,07,","36.1",",W,02,","86.2","W","71.8",",W","27.9",",,,W","17.07",",W","25.36",",,,W","8.77",",,,W","","","340",",W","330",",W","6.7",",W","11.6",",W"
"USW00024215","1998-10","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","1.7",",W","201.4","W","0.0",",W","5",",W","4",",W","0",",W","0",",W","5",",W","0",",W","4",",W","0",",W","","","","","-2.8",",W,30,","23.4",",,W,24,","23.3",",W,21,","369.1","W","282.9",",W","44.2",",,,W","9.21",",W","15.88",",,,W","2.53",",,,W","","","310",",W","300",",W","7.2",",W","12.5",",W"
"USW00024215","1998-11","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","1.5",",W","201.4","W","0.0",",W","20",",W","14",",W","4",",W","0",",W","19",",W","0",",W","0",",W","0",",W","","","","","-4.4",",W,19,","65.5",",,W,30,","13.9",",W,13,","818.6","W","449.5",",W","270.5",",,,W","3.35",",W","7.18",",,,W","-0.48",",,,W","","","80",",W","160",",W","8.0",",W","13.9",",W"
"USW00024215","1998-12","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","1.8",",W","201.4","W","0.0",",W","11",",W","5",",W","0",",W","1",",W","25",",W","7",",W","0",",W","0",",W","","","","","-17.8",",W,21,","5.8",",,W,13,+","13.9",",W,17,","1395.9","W","577.3",",W","29.0",",,,W","-0.29",",W","4.31",",,,W","-4.89",",,,W","","","340",",W","280",",W","7.6",",W","10.7",",W"
"USW00024215","1999-01","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","1.9",",W","0.0","W","0.0",",W","12",",W","6",",W","2",",W","0",",W","22",",W","0",",W","0",",W","0",",W","","","","","-5.6",",W,25,","25.9",",,W,22,+","13.3",",W,13,","1877.4","W","481.5",",W","88.6",",,,W","2.80",",W","7.36",",,,W","-1.76",",,,W","","","80","1,W","300",",W","8.0","1,W","12.5",",W"
"USW00024215","1999-02","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","1.8",",W","0.0","W","0.0",",W","20",",W","14",",W","2",",W","0",",W","25",",W","1",",W","0",",W","0",",W","","","","","-10.6",",W,10,","55.6",",,W,06,","11.1",",W,03,","2363.3","W","485.9",",W","217.1",",,,W","0.98",",W","4.92",",,,W","-2.96",",,,W","","","90",",W","130",",W","7.6",",W","11.2",",W"
"USW00024215","1999-03","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","1.6",",W","0.0","W","0.0",",W","13",",W","8",",W","1",",W","0",",W","25",",W","0",",W","0",",W","0",",W","","","","","-8.3",",W,11,","34.3",",,W,24,","16.1",",W,19,","2840.6","W","477.3",",W","112.4",",,,W","2.94",",W","7.99",",,,W","-2.12",",,,W","","","350",",W","130",",W","7.2",",W","10.7",",W"
"USW00024215","1999-04","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","2.9",",W","0.0","W","0.0",",W","12",",W","5",",W","0",",W","0",",W","14",",W","0",",W","5",",W","0",",W","","","","","-4.4",",W,09,","21.6",",,W,08,","23.3",",W,16,","3164.5","W","323.9",",W","55.3",",,,W","7.54",",W","13.90",",,,W","1.17",",,,W","","","310",",W","340",",W","10.3",",W","17.4",",W"
"USW00024215","1999-05","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","2.4",",W","0.8","W","0.8",",W","4",",W","1",",W","0",",W","0",",W","8",",W","0",",W","14",",W","0",",W","","","","","-3.3",",W,04,","2.5",",,W,28,","30.6",",W,23,","3371.9","W","207.4",",W","5.4",",,,W","11.67",",W","19.47",",,,W","3.86",",,,W","","","290",",W","290",",W","8.9",",W","13.4",",W"
"USW00024215","1999-06","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","2.2",",W","14.1","W","13.3",",W","3",",W","0",",W","0",",W","0",",W","0",",W","0",",W","23",",W","0",",W","","","","","1.1",",W,08,","1.0",",,W,03,","31.7",",W,23,","3467.7","W","95.8",",W","2.0",",,,W","15.59",",W","23.82",",,,W","7.35",",,,W","","","340",",W","350",",W","8.9",",W","13.0",",W"
"USW00024215","1999-07","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","1.4",",W","49.4","W","35.3",",W","2",",W","0",",W","0",",W","0",",W","0",",W","0",",W","30",",W","4",",W","","","","","3.3",",W,04,","1.8",",,W,18,","36.1",",W,12,","43.3","W","43.3",",W","2.3",",,,W","18.07",",W","27.92",",,,W","8.23",",,,W","","","350",",W","340",",W","7.2",",W","11.2",",W"
"USW00024215","1999-08","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","1.3",",W","82.0","W","32.6",",W","9",",W","4",",W","0",",W","0",",W","0",",W","0",",W","27",",W","4",",W","","","","","3.3",",W,31,","4.6",",,W,15,","33.3",",W,26,","87.5","W","44.2",",W","17.7",",,,W","17.96",",W","26.62",",,,W","9.30",",,,W","","","360",",W","20",",W","8.0",",W","11.6",",W"
"USW00024215","1999-09","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","1.7",",W","91.7","W","9.7","1,W","0",",W","0",",W","0",",W","0","1,W","0","1,W","0","1,W","27","1,W","0","1,W","","","","","1.1","1,W,28,","0.0",",,W,30,+","31.1","1,W,13,","132.8","W","45.3","1,W","0.0",",,,W","17.11","1,W","27.07","1,,,W","7.14","1,,,W","","","350",",W","350",",W","7.2",",W","11.2",",W"
"USW00024215","1999-10","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","1.4",",W","91.7","W","0.0",",W","5",",W","1",",W","1",",W","0",",W","3",",W","0",",W","15",",W","0",",W","","","","","-2.2",",W,29,","38.4",",,W,27,","26.7",",W,03,","330.8","W","198.0",",W","42.5",",,,W","11.95",",W","20.73",",,,W","3.16",",,,W","","","360",",W","90",",W","6.7",",W","10.3",",W"
"USW00024215","1999-11","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","1.3","2,W","91.7","W","0.0","1,W","12","1,W","9","1,W","2","1,W","0","1,W","13","1,W","0","1,W","0","1,W","0","1,W","","","","","-6.1","1,W,22,","36.3","1,,W,29,","20.6","1,W,13,+","675.0","W","344.2","1,W","181.0","1,,,W","6.47","1,W","11.45","1,,,W","1.48","1,,,W","","","300","1,W","130","2,W","9.8","1,W","13.4","2,W"
"USW00024215","1999-12","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","1.6",",W","91.7","W","0.0",",W","4",",W","3",",W","0",",W","0",",W","30",",W","0",",W","0",",W","0",",W","","","","","-6.1",",W,14,","8.4",",,W,09,","15.0",",W,27,","1165.4","W","490.4",",W","20.4",",,,W","2.51",",W","7.95",",,,W","-2.92",",,,W","","","350",",W","100",",W","7.6",",W","12.5",",W"
"USW00024215","2000-01","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","1.5",",W","0.0","W","0.0",",W","21",",W","11",",W","5",",W","0",",W","20",",W","0",",W","0",",W","0",",W","","","","","-7.8",",W,02,","49.0",",,W,15,","10.6",",W,29,+","1658.1","W","492.7",",W","293.2",",,,W","2.44",",W","6.21",",,,W","-1.33",",,,W","","","10",",W","150",",W","7.6",",W","13.0",",W"
"USW00024215","2000-02","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","1.4",",W","0.0","W","0.0",",W","21",",W","18",",W","5",",W","0",",W","17",",W","0",",W","0",",W","0",",W","","","","","-6.1",",W,24,","77.2",",,W,22,","15.0",",W,03,","2085.4","W","427.3",",W","362.4",",,,W","3.60",",W","7.42",",,,W","-0.22",",,,W","","","200",",W","220",",W","9.4",",W","13.9",",W"
"USW00024215","2000-03","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","2.2",",W","0.0","W","0.0",",W","10",",W","5",",W","0",",W","0",",W","20",",W","1",",W","0",",W","0",",W","","","","","-5.0",",W,01,","9.7",",,W,07,","18.9",",W,31,","2486.8","W","401.4",",W","40.0",",,,W","5.39",",W","11.27",",,,W","-0.50",",,,W","","","360",",W","10",",W","10.3",",W","15.6",",W"
"USW00024215","2000-04","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","1.6",",W","0.0","W","0.0",",W","11",",W","6",",W","2",",W","0",",W","6",",W","0",",W","8",",W","0",",W","","","","","-2.8",",W,29,+","33.8",",,W,16,","24.4",",W,02,","2750.2","W","263.4",",W","135.0",",,,W","9.55",",W","16.64",",,,W","2.47",",,,W","","","360",",W","240",",W","7.2",",W","10.7",",W"
"USW00024215","2000-05","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","2.1",",W","4.5","W","4.5",",W","9",",W","5",",W","0",",W","0",",W","4",",W","0",",W","10",",W","0",",W","","","","","-2.8",",W,12,","11.9",",,W,15,","30.0",",W,21,","2953.5","W","203.3",",W","32.9",",,,W","11.92",",W","18.69",",,,W","5.15",",,,W","","","280",",W","280",",W","7.6",",W","12.5",",W"
"USW00024215","2000-06","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","1.8",",W","43.8","W","39.3",",W","3",",W","2",",W","0",",W","0",",W","0",",W","0",",W","25",",W","2",",W","","","","","2.2",",W,01,","5.3",",,W,07,","32.8",",W,28,","3009.0","W","55.5",",W","9.1",",,,W","17.79",",W","26.62",",,,W","8.96",",,,W","","","30",",W","300",",W","7.6",",W","11.6",",W"
"USW00024215","2000-07","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","1.2",",W","77.3","W","33.5",",W","4",",W","2",",W","1",",W","0",",W","0",",W","0",",W","29",",W","2",",W","","","","","3.3",",W,06,","29.7",",,W,05,","33.3",",W,31,+","38.7","W","38.7",",W","43.0",",,,W","18.16",",W","27.38",",,,W","8.95",",,,W","","","340",",W","340",",W","6.3",",W","10.3",",W"
"USW00024215","2000-08","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","1.3",",W","123.1","W","45.8",",W","4",",W","2",",W","0",",W","0",",W","0",",W","0",",W","30",",W","5",",W","","","","","5.6",",W,31,","8.1",",,W,07,","34.4",",W,02,","53.3","W","14.6",",W","14.2",",,,W","19.34",",W","29.15",",,,W","9.54",",,,W","","","20",",W","10",",W","8.0",",W","11.2",",W"
"USW00024215","2000-09","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","1.5",",W","133.7","W","10.6",",W","4",",W","2",",W","0",",W","0",",W","2",",W","0",",W","23",",W","0",",W","","","","","-0.6",",W,24,+","5.6",",,W,01,","30.6",",W,19,+","155.1","W","101.8",",W","9.0",",,,W","15.29",",W","23.72",",,,W","6.86",",,,W","","","290",",W","270",",W","7.2",",W","10.7",",W"
"USW00024215","2000-10","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","1.6",",W","135.1","W","1.4",",W","9",",W","6",",W","0",",W","0",",W","4",",W","0",",W","9",",W","0",",W","","","","","-2.2",",W,23,","15.2",",,W,25,","27.2",",W,08,+","414.6","W","259.5",",W","53.0",",,,W","10.01",",W","16.88",",,,W","3.13",",,,W","","","310",",W","350",",W","8.0",",W","12.5",",W"
"USW00024215","2000-11","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","1.1",",W","135.1","W","0.0",",W","9",",W","3",",W","0",",W","0",",W","24",",W","1",",W","0",",W","0",",W","","","","","-8.3",",W,11,","19.8",",,W,29,","17.2",",W,04,","876.8","W","462.2",",W","29.9",",,,W","2.93",",W","8.44",",,,W","-2.59",",,,W","","","350",",W","310",",W","9.4",",W","13.4",",W"
"USW00024215","2000-12","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","1.4",",W","135.1","W","0.0",",W","7",",W","3",",W","0",",W","0",",W","29",",W","0",",W","0",",W","0",",W","","","","","-6.1",",W,18,","10.4",",,W,13,","14.4",",W,06,","1349.6","W","472.8",",W","22.4",",,,W","3.08",",W","8.51",",,,W","-2.35",",,,W","","","90",",W","340",",W","8.9",",W","13.0",",W"
"USW00024215","2001-01","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","1.3",",W","0.0","W","0.0",",W","10",",W","7",",W","0",",W","0",",W","31",",W","1",",W","0",",W","0",",W","","","","","-10.0",",W,17,","24.6",",,W,10,","18.3",",W,04,","1863.8","W","514.2",",W","101.2",",,,W","1.75",",W","7.13",",,,W","-3.64",",,,W","","","350",",W","320",",W","7.6",",W","13.0",",W"
"USW00024215","2001-02","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","1.6",",W","0.0","W","0.0",",W","16",",W","12",",W","2",",W","0",",W","23",",W","1",",W","0",",W","0",",W","","","","","-10.6",",W,14,","45.7",",,W,20,","12.8",",W,04,","2345.7","W","481.9",",W","210.7",",,,W","1.12",",W","5.16",",,,W","-2.91",",,,W","","","340",",W","330",",W","10.3",",W","15.6",",W"
"USW00024215","2001-03","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","2.1",",W","0.0","W","0.0",",W","11",",W","5",",W","1",",W","0",",W","14",",W","0",",W","0",",W","0",",W","","","","","-6.1",",W,03,","66.5",",,W,04,","20.6",",W,31,+","2688.3","W","342.6",",W","108.5",",,,W","7.28",",W","13.55",",,,W","1.01",",,,W","","","320",",W","310",",W","8.9",",W","13.9",",W"
"USW00024215","2001-04","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","2.0",",W","0.0","W","0.0",",W","11",",W","6",",W","0",",W","0",",W","17",",W","0",",W","4",",W","0",",W","","","","","-6.1",",W,08,","20.3",",,W,18,","25.0",",W,24,","3032.7","W","344.4",",W","51.0",",,,W","6.85",",W","13.40",",,,W","0.30",",,,W","","","340",",W","310",",W","8.0",",W","13.0",",W"
"USW00024215","2001-05","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","2.2",",W","15.5","W","15.5",",W","2",",W","0",",W","0",",W","0",",W","1",",W","0",",W","25",",W","2",",W","","","","","0.0",",W,02,","2.0",",,W,15,","32.8",",W,31,","3128.9","W","96.2",",W","3.3",",,,W","15.73",",W","24.77",",,,W","6.69",",,,W","","","310",",W","300",",W","8.9",",W","14.8",",W"
"USW00024215","2001-06","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","2.0",",W","33.2","W","17.7",",W","5",",W","2",",W","1",",W","0",",W","1",",W","0",",W","22",",W","2",",W","","","","","0.0",",W,04,","39.4",",,W,26,","32.8",",W,22,","3205.5","W","76.6",",W","60.6",",,,W","16.37",",W","24.52",",,,W","8.22",",,,W","","","290",",W","300",",W","7.6",",W","11.6",",W"
"USW00024215","2001-07","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","1.4",",W","91.6","W","58.4",",W","5",",W","0",",W","0",",W","0",",W","0",",W","0",",W","31",",W","8",",W","","","","","6.1",",W,17,","2.0",",,W,10,","33.9",",W,25,","10.8","W","10.8",",W","5.4",",,,W","19.87",",W","29.04",",,,W","10.70",",,,W","","","360",",W","360",",W","7.2",",W","11.6",",W"
"USW00024215","2001-08","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","1.2",",W","159.8","W","68.2",",W","0",",W","0",",W","0",",W","0",",W","0",",W","0",",W","31",",W","9",",W","","","","","6.1",",W,14,","0.0",",T,W,23,","35.6",",W,08,+","17.0","W","6.2",",W","0.0",",T,,W","20.33",",W","30.12",",,,W","10.55",",,,W","","","300",",W","330",",W","5.8",",W","10.3",",W"
"USW00024215","2001-09","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","1.2",",W","164.7","W","4.9",",W","5",",W","2",",W","1",",W","0",",W","0",",W","0",",W","26",",W","0",",W","","","","","3.9",",W,29,+","27.2",",,W,24,","30.0",",W,22,","72.3","W","55.3",",W","40.9",",,,W","16.66",",W","25.98",",,,W","7.33",",,,W","","","360",",W","150",",W","6.7",",W","11.2",",W"
"USW00024215","2001-10","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","1.5",",W","166.1","W","1.4",",W","4",",W","2",",W","0",",W","0",",W","1",",W","0",",W","14",",W","0",",W","","","","","-1.7",",W,24,","17.3",",,W,30,","31.1",",W,01,","269.9","W","197.6",",W","23.7",",,,W","12.00",",W","19.72",",,,W","4.29",",,,W","0","3,","350",",W","360",",W","9.4",",W","14.3",",W"
"USW00024215","2001-11","41.3325","-122.33278","1077.5","MOUNT SHASTA, CA US","1.4",",W","166.1","W","0.0",",W","14",",W","10",",W","4",",W","0",",W","20",",W","0",",W","1",",W","0",",W","","","","","-8.9",",W,27,","41.7",",,W,12,","21.1",",W,04,","667.1","W","397.2",",W","190.9",",,,W","5.09",",W","9.77",",,,W","0.42",",,,W","","","100",",W","150",",W","7.2",",W","11.6",",W"
