"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00024021","1957-01","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","0.0","0","0.0",",0","2",",0","0",",0","0",",0","18",",0","1",",0","13",",0","30",",0","21",",0","0",",0","0",",0","","","","","","","-27.2",",0,16,","51",",,0,31,+","25",",,0,15,","2.0",",,0,15,","8.9",",0,12,","2521.8","0","865.7",",0","3.8",",,,0","","","43",",,,0","-9.59",",0","-2.91",",,,0","-16.27",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1957-02","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","0.0","0","0.0",",0","2",",0","0",",0","0",",0","3",",0","0",",0","0",",0","26",",0","2",",0","0",",0","0",",0","1","","","","","","-15.0",",0,22,+","25",",,0,03,+","8",",,0,21,","0.8",",,0,27,","13.9",",0,24,+","3027.9","0","506.1",",0","1.1",",,,0","","","8",",,,0","0.26",",0","7.10",",,,0","-6.59",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1957-03","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","0.0","0","0.0",",0","5",",0","4",",0","0",",0","3",",0","3",",0","0",",0","28",",0","1",",0","0",",0","0",",0","","","","","","","-15.6",",0,06,","51",",,0,14,","76",",,0,22,","13.2",",,0,30,","15.6",",0,20,+","3544.5","0","516.6",",0","27.5",",,,0","","","165",",,,0","1.67",",0","8.70",",,,0","-5.36",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1957-04","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","0.0","0","0.0",",0","12",",0","7",",0","3",",0","13",",0","6",",0","0",",0","22",",0","1",",0","0",",0","0",",0","","","","","1","","-10.6",",0,08,","330",",,0,07,","381",",,0,06,","40.4",",,0,01,","18.3",",0,29,","3994.0","0","449.5",",0","138.8",",,,0","","","1026",",,,0","3.35",",0","9.41",",,,0","-2.71",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1957-05","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","0.0","0","0.0",",0","18",",0","12",",0","0",",0","0",",0","1",",0","0",",0","1",",0","0",",0","9",",0","0",",0","","","","","9","","0.0",",0,15,","0",",,0,31,+","51",",,0,15,","23.6",",,0,15,","25.0",",0,06,+","4228.2","0","234.2",",0","153.4",",,,0","","","51",",,,0","10.78",",0","16.27",",,,0","5.29",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1957-06","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","13.7","0","13.7",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","","","","","10","","2.2",",0,14,","0",",,0,30,+","0",",,0,30,+","17.8",",,0,10,","30.6",",0,04,","4323.7","0","95.5",",0","63.2",",,,0","","","0",",,,0","15.60",",0","22.77",",,,0","8.43",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1957-07","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","106.2","0","92.5",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","","","","","13","","7.2",",0,04,","0",",,0,31,+","0",",,0,31,+","7.4",",,0,19,","34.4",",0,16,","3.8","0","3.8",",0","17.6",",,,0","","","0",",,,0","21.19",",0","29.52",",,,0","12.87",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1957-08","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","203.4","0","97.2",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","8",",0","","","","","9","","8.3",",0,31,+","0",",,0,31,+","0",",,0,31,+","10.2",",,0,22,","34.4",",0,10,","18.0","0","14.2",",0","26.0",",,,0","","","0",",,,0","21.01",",0","29.10",",,,0","12.92",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1957-09","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","208.7","0","5.3",",0","6",",0","4",",0","0",",0","1",",0","1",",0","0",",0","2",",0","0",",0","18",",0","0",",0","2","","","","1","","-1.7",",0,20,","51",",,0,19,","91",",,0,19,","19.3",",,0,13,","29.4",",0,07,+","170.5","0","152.5",",0","44.8",",,,0","","","91",",,,0","13.43",",0","21.25",",,,0","5.60",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1957-10","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","208.7","0","0.0",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","3",",0","0",",0","1","","","","","","-5.0",",0,29,","0",",,0,31,+","0",",,0,31,+","11.4",",,0,19,","26.1",",0,01,","494.4","0","323.9",",0","24.1",",,,0","","","0",",,,0","7.89",",0","14.14",",,,0","1.63",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1957-11","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","208.7","0","0.0",",0","8",",0","6",",0","0",",0","29",",0","6",",0","0",",0","30",",0","9",",0","0",",0","0",",0","4","","","","","","-16.7",",0,22,+","406",",,0,04,","216",",,0,02,","16.0",",,0,02,","8.9",",0,26,","1163.1","0","668.7",",0","52.8",",,,0","","","826",",,,0","-3.96",",0","1.89",",,,0","-9.81",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1957-12","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","208.7","0","0.0",",0","1",",0","1",",0","0",",0","22",",0","1",",0","1",",0","31",",0","5",",0","0",",0","0",",0","","","","","","","-17.8",",0,31,","127",",,0,02,+","81",",,0,30,","3.6",",,0,30,","12.2",",0,08,","1785.4","0","622.3",",0","3.6",",,,0","","","81",",,,0","-1.74",",0","4.89",",,,0","-8.37",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1958-01","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","0.0","0","0.0",",0","1",",0","1",",0","0",",0","30",",0","1",",0","3",",0","31",",0","11",",0","0",",0","0",",0","","","","","","","-20.0",",0,20,","76",",,0,24,+","86",",,0,18,","4.1",",,0,18,","7.8",",0,15,","2509.2","0","723.8",",0","4.1",",,,0","","","86",",,,0","-5.01",",0","1.51",",,,0","-11.54",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1958-02","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","0.0","0","0.0",",0","4",",0","2",",0","0",",0","7",",0","2",",0","0",",0","27",",0","3",",0","0",",0","0",",0","2","","","","","","-12.2",",0,15,","51",",,0,13,+","51",",,0,28,+","3.6",",,0,11,","16.1",",0,22,","3008.5","0","499.3",",0","8.4",",,,0","","","125",",,,0","0.50",",0","7.06",",,,0","-6.06",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1958-03","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","0.0","0","0.0",",0","9",",0","1",",0","0",",0","15",",0","4",",0","0",",0","31",",0","12",",0","0",",0","0",",0","","","","","1","","-16.1",",0,14,","279",",,0,10,","300",",,0,09,","16.8",",,0,09,","13.9",",0,30,+","3622.5","0","614.0",",0","25.1",",,,0","","","467",",,,0","-1.47",",0","4.35",",,,0","-7.29",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1958-04","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","0.0","0","0.0",",0","12",",0","6",",0","0",",0","7",",0","6",",0","0",",0","22",",0","1",",0","3",",0","0",",0","2","","","","","","-7.2",",0,24,","229",",,0,24,","282",",,0,23,","19.3",",,0,23,","22.8",",0,16,","4021.7","0","399.2",",0","62.5",",,,0","","","758",",,,0","5.03",",0","11.27",",,,0","-1.22",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1958-05","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","6.1","0","6.1",",0","10",",0","6",",0","2",",0","0",",0","0",",0","0",",0","1",",0","0",",0","22",",0","0",",0","1","","","","10","","-0.6",",0,01,","0",",,0,31,+","8",",,0,14,","37.1",",,0,22,","28.3",",0,28,","4152.7","0","131.0",",0","132.6",",,,0","","","8",",,,0","14.30",",0","21.81",",,,0","6.80",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1958-06","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","22.5","0","16.4",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","2",",0","","","","","8","","3.9",",0,13,","0",",,0,30,+","0",",,0,30,+","24.9",",,0,24,","33.3",",0,27,","4216.8","0","64.1",",0","36.6",",,,0","","","0",",,,0","16.74",",0","24.80",",,,0","8.69",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1958-07","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","63.5","0","41.0",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","1",",0","","","","","14","","6.1",",0,15,","0",",,0,31,+","0",",,0,31,+","18.0",",,0,26,","32.8",",0,12,","29.2","0","29.2",",0","25.8",",,,0","","","0",",,,0","18.72",",0","26.82",",,,0","10.62",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1958-08","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","167.0","0","103.5",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","","","","","12","","6.7",",0,31,+","0",",,0,31,+","0",",,0,31,+","6.9",",,0,23,","35.0",",0,08,","35.0","0","5.8",",0","18.9",",,,0","","","0",",,,0","21.48",",0","30.02",",,,0","12.95",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1958-09","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","188.0","0","21.0",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","23",",0","2",",0","","","","","5","","-3.9",",0,25,","0",",,0,30,+","0",",T,0,24,","1.5",",,0,04,","32.2",",0,22,+","144.8","0","109.8",",0","3.9",",,,0","","","0",",T,,0","15.38",",0","23.88",",,,0","6.87",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1958-10","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","188.0","0","0.0",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","14",",0","0",",0","","","","","","","-7.2",",0,30,","0",",,0,31,+","0",",,0,31,+","2.5",",,0,01,","27.8",",0,05,","412.3","0","267.5",",0","2.5",",,,0","","","0",",,,0","9.70",",0","18.23",",,,0","1.18",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1958-11","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","188.0","0","0.0",",0","8",",0","2",",0","1",",0","17",",0","3",",0","0",",0","30",",0","8",",0","0",",0","0",",0","3","","","","","","-17.2",",0,28,+","508",",,0,17,+","587",",,0,15,","28.7",",,0,15,","18.9",",0,10,+","974.7","0","562.4",",0","38.6",",,,0","","","818",",,,0","-0.41",",0","6.41",",,,0","-7.24",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1958-12","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","188.0","0","0.0",",0","6",",0","1",",0","0",",0","22",",0","2",",0","0",",0","31",",0","11",",0","0",",0","0",",0","6","","","","","","-16.1",",0,14,+","76",",,0,02,+","48",",,0,22,","2.8",",,0,22,","13.3",",0,03,","1642.0","0","667.3",",0","8.3",",,,0","","","126",",,,0","-3.19",",0","2.54",",,,0","-8.93",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1959-01","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","0.0","0","0.0",",0","4",",0","3",",0","0",",0","28",",0","4",",0","6",",0","31",",0","13",",0","0",",0","0",",0","","","","","","","-34.4",",0,04,","152",",,0,31,+","145",",,0,28,","8.1",",,0,28,","12.8",",0,24,","2407.6","0","765.6",",0","19.3",",,,0","","","367",",,,0","-6.36",",0","0.18",",,,0","-12.91",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1959-02","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","0.0","0","0.0",",0","6",",0","2",",0","0",",0","28",",0","4",",0","3",",0","28",",0","14",",0","0",",0","0",",0","3","","","","","","-22.2",",0,10,","305",",,0,06,+","254",",,0,04,","14.0",",,0,04,","7.2",",0,16,","3092.5","0","684.9",",0","21.7",",,,0","","","486",",,,0","-6.13",",0","0.02",",,,0","-12.28",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1959-03","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","0.0","0","0.0",",0","12",",0","5",",0","0",",0","23",",0","7",",0","0",",0","29",",0","2",",0","0",",0","0",",0","2","","","","","","-14.4",",0,05,","178",",,0,25,+","251",",,0,24,","21.1",",,0,24,","13.9",",0,30,+","3646.9","0","554.4",",0","55.1",",,,0","","","877",",,,0","0.45",",0","6.81",",,,0","-5.91",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1959-04","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","0.0","0","0.0",",0","7",",0","2",",0","0",",0","5",",0","3",",0","0",",0","19",",0","0",",0","6",",0","0",",0","","","","","","","-7.8",",0,09,","203",",,0,19,","229",",,0,18,","15.7",",,0,18,","26.1",",0,30,","4007.5","0","360.6",",0","31.5",",,,0","","","480",",,,0","6.31",",0","13.75",",,,0","-1.13",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1959-05","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","0.0","0","0.0",",0","10",",0","7",",0","1",",0","3",",0","3",",0","0",",0","8",",0","0",",0","6",",0","0",",0","1","","","","4","","-2.2",",0,07,","76",",,0,22,","381",",,0,22,","34.8",",,0,22,","25.0",",0,01,","4282.4","0","274.9",",0","72.4",",,,0","","","516",",,,0","9.47",",0","16.40",",,,0","2.53",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1959-06","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","56.9","0","56.9",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","3",",0","","","","","8","","3.3",",0,01,","0",",,0,30,+","0",",,0,30,+","8.1",",,0,28,","34.4",",0,24,","4323.5","0","41.1",",0","11.1",",,,0","","","0",",,,0","18.86",",0","27.04",",,,0","10.69",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1959-07","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","167.2","0","110.3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","","","","","7","","5.6",",0,08,","0",",,0,31,+","0",",,0,31,+","1.8",",,0,13,","36.1",",0,24,","8.8","0","8.8",",0","3.8",",,,0","","","0",",,,0","21.61",",0","30.69",",,,0","12.53",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1959-08","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","274.1","0","106.9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","11",",0","","","","","4","","7.8",",0,14,","0",",,0,31,+","0",",,0,31,+","1.3",",,0,12,","34.4",",0,11,","13.5","0","4.7",",0","1.9",",,,0","","","0",",,,0","21.63",",0","30.01",",,,0","13.25",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1959-09","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","299.8","0","25.7",",0","9",",0","5",",0","0",",0","0",",0","1",",0","0",",0","5",",0","0",",0","16",",0","1",",0","","","","","2","","-3.3",",0,30,","0",",T,0,28,","33",",,0,28,","7.4",",,0,23,","33.3",",0,07,","180.2","0","166.7",",0","30.8",",,,0","","","59",",,,0","13.63",",0","20.73",",,,0","6.54",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1959-10","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","299.8","0","0.0",",0","6",",0","6",",0","0",",0","2",",0","3",",0","0",",0","18",",0","1",",0","4",",0","0",",0","1","","","","1","","-11.1",",0,31,","152",",,0,30,","132",",,0,29,","12.7",",,0,29,","22.2",",0,15,+","544.5","0","364.3",",0","33.5",",,,0","","","325",",,,0","6.58",",0","13.88",",,,0","-0.72",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1959-11","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","299.8","0","0.0",",0","5",",0","3",",0","0",",0","19",",0","4",",0","7",",0","30",",0","7",",0","0",",0","0",",0","","","","","","","-26.1",",0,13,","152",",,0,26,+","183",",,0,04,","8.1",",,0,25,","15.6",",0,23,","1169.7","0","625.2",",0","20.4",",,,0","","","434",",,,0","-2.51",",0","5.25",",,,0","-10.26",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1959-12","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","299.8","0","0.0",",0","4",",0","3",",0","0",",0","25",",0","3",",0","0",",0","31",",0","9",",0","0",",0","0",",0","1","","","","","","-17.2",",0,28,","152",",,0,27,","142",",,0,26,","9.7",",,0,26,","11.1",",0,03,","1843.7","0","674.0",",0","17.4",",,,0","","","279",",,,0","-3.41",",0","2.75",",,,0","-9.57",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1960-01","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","0.0","0","0.0",",0","6",",0","4",",0","0",",0","31",",0","4",",0","10",",0","31",",0","16",",0","0",",0","0",",0","","","","","","","-28.9",",0,20,","305",",,0,18,","109",",,0,16,","6.6",",,0,16,","8.3",",0,10,","2653.0","0","809.3",",0","18.4",",,,0","","","323",",,,0","-7.77",",0","-1.86",",,,0","-13.68",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1960-02","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","0.0","0","0.0",",0","7",",0","3",",0","0",",0","29",",0","3",",0","7",",0","29",",0","13",",0","0",",0","0",",0","3","","","","","","-26.7",",0,28,+","178",",,0,29,+","89",",,0,22,","3.8",",,0,25,+","8.9",",0,07,","3391.1","0","738.1",",0","13.5",",,,0","","","248",",,,0","-7.12",",0","-0.52",",,,0","-13.72",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1960-03","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","0.0","0","0.0",",0","3",",0","1",",0","0",",0","19",",0","1",",0","4",",0","25",",0","5",",0","0",",0","0",",0","","","","","","","-26.7",",0,02,","178",",,0,15,+","170",",,0,14,","8.4",",,0,14,","20.0",",0,27,+","3939.7","0","548.6",",0","9.0",",,,0","","","194",",,,0","0.64",",0","7.55",",,,0","-6.27",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1960-04","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","0.0","0","0.0",",0","5",",0","4",",0","0",",0","2",",0","2",",0","0",",0","17",",0","0",",0","7",",0","0",",0","1","","","","1","","-6.7",",0,17,","203",",,0,29,","262",",,0,28,","18.3",",,0,28,","23.3",",0,09,","4266.1","0","326.4",",0","27.2",",,,0","","","330",",,,0","7.45",",0","15.11",",,,0","-0.20",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1960-05","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","2.2","0","2.2",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","15",",0","0",",0","","","","","1","","-2.2",",0,19,","0",",,0,31,+","0",",T,0,19,+","13.7",",,0,04,","30.0",",0,12,","4449.1","0","183.0",",0","19.8",",,,0","","","0",",T,,0","12.50",",0","20.66",",,,0","4.35",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1960-06","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","36.4","0","34.2",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","1",",0","","","","","6","","0.6",",0,21,","0",",,0,30,+","0",",,0,30,+","7.1",",,0,10,","33.3",",0,25,","4488.3","0","39.2",",0","14.7",",,,0","","","0",",,,0","18.17",",0","26.94",",,,0","9.39",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1960-07","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","180.1","0","143.7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","","","","","11","","8.9",",0,04,","0",",,0,31,+","0",",,0,31,+","3.6",",,0,04,","36.7",",0,20,","7.5","0","7.5",",0","7.2",",,,0","","","0",",,,0","22.72",",0","31.22",",,,0","14.23",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1960-08","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","263.7","0","83.6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","10",",0","","","","","4","","4.4",",0,24,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,31,+","36.7",",0,21,","35.5","0","28.0",",0","0.0",",T,,0","","","0",",,,0","20.12",",0","29.12",",,,0","11.13",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1960-09","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","290.5","0","26.8",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","2",",0","1","","","","4","","1.1",",0,23,","0",",,0,30,+","0",",,0,30,+","9.1",",,0,21,","32.8",",0,04,+","130.2","0","94.7",",0","26.6",",,,0","","","0",",,,0","16.07",",0","24.08",",,,0","8.06",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1960-10","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","290.5","0","0.0",",0","7",",0","3",",0","1",",0","2",",0","3",",0","0",",0","13",",0","0",",0","7",",0","0",",0","3","","","","1","","-11.1",",0,30,","76",",,0,10,","91",",,0,09,","32.0",",,0,09,","26.7",",0,04,","438.5","0","308.3",",0","49.5",",,,0","","","167",",,,0","8.39",",0","15.48",",,,0","1.29",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1960-11","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","290.5","0","0.0",",0","4",",0","4",",0","0",",0","19",",0","4",",0","1",",0","27",",0","7",",0","0",",0","0",",0","3","","","","","","-18.3",",0,29,","229",",,0,09,","142",",,0,08,","10.7",",,0,08,","17.2",",0,25,","1014.5","0","576.0",",0","35.6",",,,0","","","485",",,,0","-0.87",",0","5.45",",,,0","-7.18",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1960-12","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","290.5","0","0.0",",0","4",",0","2",",0","0",",0","31",",0","4",",0","5",",0","31",",0","18",",0","0",",0","0",",0","1","","","","","","-20.6",",0,28,","152",",,0,28,+","94",",,0,26,","3.8",",,0,27,","11.7",",0,02,","1786.4","0","771.9",",0","9.6",",,,0","","","252",",,,0","-6.57",",0","-0.01",",,,0","-13.12",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1961-01","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","0.0","0","0.0",",0","2",",0","0",",0","0",",0","31",",0","1",",0","6",",0","31",",0","13",",0","0",",0","0",",0","","","","","","","-25.0",",0,27,","102",",,0,04,+","41",",,0,18,","2.0",",,0,18,","9.4",",0,30,+","2524.7","0","738.3",",0","3.3",",,,0","","","64",",,,0","-5.48",",0","1.24",",,,0","-12.20",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1961-02","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","0.0","0","0.0",",0","5",",0","3",",0","0",",0","24",",0","3",",0","0",",0","28",",0","4",",0","0",",0","0",",0","","","","","","","-16.1",",0,06,","152",",,0,23,+","183",",,0,03,","10.2",",,0,18,","13.3",",0,10,","3081.9","0","557.2",",0","30.3",",,,0","","","536",",,,0","-1.57",",0","4.69",",,,0","-7.82",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1961-03","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","0.0","0","0.0",",0","6",",0","2",",0","0",",0","5",",0","3",",0","0",",0","29",",0","0",",0","0",",0","0",",0","","","","","","","-10.6",",0,04,","51",",,0,19,+","102",",,0,18,","10.7",",,0,18,","17.8",",0,15,","3577.9","0","496.0",",0","16.8",",,,0","","","199",",,,0","2.33",",0","9.02",",,,0","-4.35",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1961-04","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","0.0","0","0.0",",0","9",",0","3",",0","0",",0","3",",0","4",",0","0",",0","23",",0","0",",0","3",",0","0",",0","","","","","","","-8.3",",0,05,","76",",,0,06,","122",",,0,06,","6.4",",,0,01,","23.3",",0,29,","3965.8","0","387.9",",0","21.7",",,,0","","","333",",,,0","5.40",",0","12.94",",,,0","-2.13",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024021","1961-05","42.81538","-108.72611","1704.4","LANDER AIRPORT, WY US","","","1.4","0","1.4",",0","14",",0","5",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","13",",0","0",",0","1","","","","6","","-1.1",",0,08,","0",",,0,31,+","0",",,0,31,+","15.7",",,0,13,","28.9",",0,10,","4162.5","0","196.7",",0","56.3",",,,0","","","0",",,,0","12.03",",0","19.25",",,,0","4.82",",,,0","","","","","","","","","","","","","","","","","","","","","",""
