"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00228374","1893-04","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","92.2","6","86.6",",6","","","","","","","","","","","0",",6","0",",6","0",",6","25",",6","0",",6","","","","","4.4",",6,16,","","","","","","","31.1",",6,08,+","","","","","","","","","","","48.1",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.62",",6","25.28",",,,6","13.96",",,,6","",""
"USC00228374","1893-05","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","199.4","6","107.2",",6","10",",6","9",",6","3",",6","","","","","0",",6","0",",6","0",",6","29",",6","4",",6","","","","","11.7",",6,17,+","","","","","54.6",",,6,02,","32.8",",6,28,+","","","","","","","","","","","5.2",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","180.5",",,,6","","","21.62",",6","26.69",",,,6","16.55",",,,6","",""
"USC00228374","1893-06","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","418.4","6","219.0",",6","","","","","","","","","","","0",",6","0",",6","0",",6","30",",6","11",",6","","","","","15.6",",6,04,","","","","","","","35.0",",6,25,","","","","","","","","","","","0.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.63",",6","31.13",",,,6","20.14",",,,6","",""
"USC00228374","1893-07","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","725.1","6","306.7",",6","10",",6","7",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","26",",6","","","","","20.6",",6,11,+","","","","","21.6",",,6,17,","37.2",",6,27,","","","0.0","6","","","","","","","0.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.9",",,,6","","","28.23",",6","33.87",",,,6","22.58",",,,6","",""
"USC00228374","1893-08","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","980.4","6","255.3",",6","","","","","","","","","0",",6","0",",6","0",",6","0",",6","31",",6","17",",6","","","","","16.7",",6,23,+","","","0",",,6,31,+","","","35.0",",6,08,","","","0.0","6","","","","","","","0.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",",,,6","26.57",",6","31.95",",,,6","21.19",",,,6","",""
"USC00228374","1893-09","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","1125.5","6","145.1",",6","9",",6","8",",6","3",",6","","","","","0",",6","0",",6","0",",6","29",",6","6",",6","","","","","11.1",",6,28,","","","","","88.9",",,6,08,","32.8",",6,15,+","","","2.7","6","","","","","","","2.7",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","211.8",",,,6","","","23.08",",6","28.19",",,,6","17.97",",,,6","",""
"USC00228374","1893-10","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","1155.5","6","30.0",",6","4",",6","2",",6","0",",6","","","","","0",",6","0",",6","0",",6","20",",6","0",",6","","","","","2.8",",6,30,","","","","","7.6",",,6,26,","29.4",",6,11,+","","","78.3","6","","","","","","","75.6",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.6",",,,6","","","16.86",",6","22.66",",,,6","11.06",",,,6","",""
"USC00228374","1893-11","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","1158.0","6","2.5",",6","8",",6","5",",6","1",",6","","","","","0",",6","5",",6","0",",6","5",",6","0",",6","","","","","-4.4",",6,25,+","","","","","38.9",",,6,26,","24.4",",6,03,+","","","290.2","6","","","","","","","211.9",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.0",",,,6","","","11.35",",6","16.70",",,,6","6.00",",,,6","",""
"USC00228374","1893-12","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","1158.0","6","0.0",",6","6",",6","4",",6","2",",6","","","","","0",",6","9",",6","0",",6","3",",6","0",",6","","","","","-5.0",",6,05,","","","","","30.5",",,6,15,","21.7",",6,12,","","","568.0","6","","","","","","","277.8",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.5",",,,6","","","9.37",",6","15.18",",,,6","3.56",",,,6","",""
"USC00228374","1894-01","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","0.0","6","0.0",",6","10",",6","9",",6","1",",6","","","0",",6","0",",6","7",",6","1",",6","1",",6","0",",6","","","","","-13.3",",6,25,","","","0",",T,6,24,","25.4",",,6,14,","21.1",",6,17,","","","857.6","6","","","","","","","289.6",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127.2",",,,6","0",",T,,6","8.99",",6","13.92",",,,6","4.06",",,,6","",""
"USC00228374","1894-02","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","0.0","6","0.0","2,6","10",",6","8",",6","1",",6","","","1",",6","0","1,6","14","1,6","0","1,6","3","1,6","0","1,6","","","","","-6.7","1,6,22,+","","","25",",,6,24,","40.6",",,6,11,","22.8","1,6,03,","","","1149.4","6","","","","","","","291.8","1,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120.2",",,,6","25",",,,6","7.27","2,6","12.79","1,,,6","1.74","1,,,6","",""
"USC00228374","1894-03","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","12.6","6","12.6","2,6","8",",6","7",",6","3",",6","","","1",",6","0","1,6","6","1,6","0","1,6","18","1,6","0","1,6","","","","","-4.4","1,6,27,+","","","25",",,6,29,","57.2",",,6,16,","28.3","1,6,21,","","","1293.5","6","","","","","","","144.1","1,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","172.6",",,,6","25",",,,6","13.95","2,6","20.00","1,,,6","7.90","1,,,6","",""
"USC00228374","1894-04","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","61.1","6","48.5",",6","","","","","","","","","","","0",",6","0",",6","0",",6","26",",6","0",",6","","","","","5.6",",6,12,","","","","","","","31.1",",6,16,","","","1335.4","6","","","","","","","41.9",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.56",",6","24.39",",,,6","12.72",",,,6","",""
"USC00228374","1894-05","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","189.4","6","128.3","2,6","4",",6","3",",6","1",",6","","","","","0","1,6","0","1,6","0","1,6","27","1,6","1","1,6","","","","","6.7","1,6,20,","","","","","41.7",",,6,02,","32.2","1,6,17,","","","1345.7","6","","","","","","","10.3","1,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.0",",,,6","","","22.25","2,6","27.59","1,,,6","16.91","1,,,6","",""
"USC00228374","1894-06","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","414.7","6","225.3",",6","8",",6","6",",6","1",",6","","","","","0",",6","0",",6","0",",6","30",",6","17",",6","","","","","8.9",",6,01,","","","","","29.0",",,6,22,","35.6",",6,29,","","","1348.2","6","","","","","","","2.5",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.4",",,,6","","","25.76",",6","31.64",",,,6","19.89",",,,6","",""
"USC00228374","1894-07","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","644.2","6","229.5",",6","8",",6","8",",6","2",",6","","","","","0",",6","0",",6","0",",6","31",",6","13",",6","","","","","16.1",",6,10,","","","","","27.9",",,6,06,","36.7",",6,04,+","","","0.0","6","","","","","","","0.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","123.9",",,,6","","","25.74",",6","30.79",",,,6","20.68",",,,6","",""
"USC00228374","1894-08","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","861.5","6","217.3",",6","","","","","","","","","","","0",",6","0",",6","0",",6","31",",6","6",",6","","","","","18.3",",6,06,+","","","","","","","33.9",",6,15,+","","","0.0","6","","","","","","","0.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.34",",6","29.30",",,,6","21.38",",,,6","",""
"USC00228374","1894-09","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","1026.8","6","165.3",",6","3",",6","3",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","0",",6","","","","","11.1",",6,26,","","","","","19.8",",,6,12,","31.7",",6,23,","","","0.0","6","","","","","","","0.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.7",",,,6","","","23.84",",6","28.47",",,,6","19.22",",,,6","",""
"USC00228374","1894-11","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","","","0.0","1,6","3",",6","1",",6","0",",6","","","","","0",",6","4",",6","0","1,6","5","1,6","0","1,6","","","","","-3.9",",6,12,","","","","","2.8",",,6,13,","23.9","1,6,01,","","","","","","","","","","","212.8","1,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.1",",,,6","","","10.96","1,6","17.39","1,,,6","4.53",",,,6","",""
"USC00228374","1894-12","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","","","0.0",",6","9",",6","8",",6","0",",6","","","","","0",",6","9",",6","0",",6","3",",6","0",",6","","","","","-12.2",",6,29,+","","","","","24.4",",,6,07,","23.9",",6,08,","","","","","","","","","","","295.8",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104.4",",,,6","","","8.79",",6","14.66",",,,6","2.92",",,,6","",""
"USC00228374","1895-01","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","0.0","6","0.0","2,6","","","","","","","","","1",",6","0","1,6","15","1,6","0","1,6","2","1,6","0","1,6","","","","","-10.0","1,6,13,","","","51",",,6,09,","","","22.8","1,6,06,","","","","","","","","","","","371.9","1,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51",",,,6","5.38","2,6","10.43","1,,,6","0.33","1,,,6","",""
"USC00228374","1895-03","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","","","10.0",",6","10",",6","8",",6","3",",6","","","0",",6","0",",6","7",",6","0",",6","11",",6","0",",6","","","","","-2.8",",6,17,","","","0",",T,6,01,","38.9",",,6,01,","28.3",",6,29,+","","","","","","","","","","","200.9",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","204.1",",,,6","0",",T,,6","12.17",",6","18.06",",,,6","6.28",",,,6","",""
"USC00228374","1895-04","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","","","37.6",",6","6",",6","4",",6","1",",6","","","","","0",",6","0",",6","0",",6","22",",6","0",",6","","","","","3.9",",6,03,","","","","","29.5",",,6,26,","28.3",",6,29,","","","","","","","","","","","50.6",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.9",",,,6","","","17.90",",6","23.43",",,,6","12.37",",,,6","",""
"USC00228374","1895-05","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","","","93.4",",6","7",",6","5",",6","0",",6","","","","","0",",6","0",",6","0",",6","27",",6","2",",6","","","","","8.3",",6,11,","","","","","10.7",",,6,23,","32.8",",6,31,","","","","","","","","","","","25.5",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.1",",,,6","","","20.52",",6","25.74",",,,6","15.31",",,,6","",""
"USC00228374","1895-06","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","","","219.9",",6","15",",6","10",",6","1",",6","","","","","0",",6","0",",6","0",",6","30",",6","8",",6","","","","","17.2",",6,07,+","","","","","26.4",",,6,15,","36.1",",6,02,","","","","","","","","","","","0.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","137.8",",,,6","","","25.66",",6","30.43",",,,6","20.89",",,,6","",""
"USC00228374","1895-07","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","","","256.6",",6","","","","","","","","","","","0",",6","0",",6","0",",6","31",",6","11",",6","","","","","18.3",",6,10,","","","","","","","35.0",",6,18,","","","0.0","6","","","","","","","0.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.61",",6","31.20",",,,6","22.03",",,,6","",""
"USC00228374","1895-08","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","","","262.5",",6","8",",6","7",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","15",",6","","","","","16.7",",6,02,","","","","","48.3",",,6,10,","34.4",",6,08,","","","0.0","6","","","","","","","0.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119.9",",,,6","","","26.80",",6","31.41",",,,6","22.19",",,,6","",""
"USC00228374","1895-09","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","","","223.8",",6","5",",6","4",",6","1",",6","","","","","0",",6","0",",6","0",",6","28",",6","18",",6","","","","","7.8",",6,30,","","","","","33.5",",,6,05,","34.4",",6,19,+","","","6.7","6","","","","","","","6.7",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.3",",,,6","","","25.57",",6","31.10",",,,6","20.04",",,,6","",""
"USC00228374","1895-10","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","","","31.1","4,6","2",",6","2",",6","0",",6","","","","","0","4,6","0","4,6","0",",6","25",",6","0",",6","","","","","4.4","4,6,31,+","","","","","10.9",",,6,29,","30.0",",6,02,+","","","61.1","6","","","","","","","54.4",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.0",",,,6","","","17.70","4,6","24.55",",,,6","10.85","4,,,6","",""
"USC00228374","1895-11","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","","","5.0",",6","","","","","","","","","","","0",",6","3",",6","0",",6","10",",6","0",",6","","","","","-3.3",",6,27,","","","","","","","23.9",",6,23,+","","","253.2","6","","","","","","","192.1",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.10",",6","17.73",",,,6","6.47",",,,6","",""
"USC00228374","1895-12","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","","","0.0","3,6","7",",6","6",",6","2",",6","","","0",",6","0","1,6","16","1,6","0","2,6","2","2,6","0","2,6","","","","","-5.6","1,6,04,","","","0",",T,6,30,","44.5",",,6,26,","21.7","2,6,20,","","","549.9","6","","","","","","","296.7","2,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","138.1",",,,6","0",",T,,6","7.75","3,6","13.98","2,,,6","1.52","1,,,6","",""
"USC00228374","1896-01","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","0.0","6","0.0","2,6","","","","","","","","","0",",6","0","2,6","10","2,6","0","1,6","0","1,6","0","1,6","","","","","-8.3","2,6,04,","","","0",",,6,31,+","","","17.2","1,6,30,","","","904.2","6","","","","","","","354.3","1,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",",,,6","6.06","2,6","10.46","1,,,6","1.66","2,,,6","",""
"USC00228374","1896-02","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","0.0","6","0.0","4,6","6",",6","6",",6","3",",6","","","","","0","4,6","8","4,6","0","2,6","0","2,6","0","2,6","","","","","-8.3","4,6,21,","","","","","114.3",",,6,02,","20.6","2,6,29,+","","","1158.8","6","","","","","","","254.6","2,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","236.4",",,,6","","","8.13","4,6","13.19","2,,,6","3.07","4,,,6","",""
"USC00228374","1896-03","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","16.2","6","16.2","1,6","","","","","","","","","1",",6","0","1,6","4","1,6","0",",6","4",",6","0",",6","","","","","-3.3","1,6,13,","","","76",",,6,12,","","","30.6",",6,31,","","","1394.3","6","","","","","","","235.5",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76",",,,6","10.88","1,6","15.76",",,,6","6.00","1,,,6","",""
"USC00228374","1896-04","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","116.6","6","100.4",",6","5",",6","5",",6","2",",6","","","","","0",",6","0",",6","0",",6","27",",6","0",",6","","","","","3.9",",6,03,","","","","","46.5",",,6,01,","30.6",",6,26,+","","","1422.7","6","","","","","","","28.4",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106.9",",,,6","","","20.73",",6","26.03",",,,6","15.44",",,,6","",""
"USC00228374","1896-05","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","325.0","6","208.4",",6","8",",6","6",",6","2",",6","","","","","0",",6","0",",6","0",",6","31",",6","8",",6","","","","","16.7",",6,05,+","","","","","43.9",",,6,01,","35.6",",6,25,","","","1422.7","6","","","","","","","0.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112.7",",,,6","","","25.05",",6","30.20",",,,6","19.91",",,,6","",""
"USC00228374","1896-06","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","531.5","6","206.5",",6","8",",6","7",",6","1",",6","","","","","0",",6","0",",6","0",",6","30",",6","7",",6","","","","","13.9",",6,13,","","","","","35.1",",,6,09,","34.4",",6,25,","","","1422.7","6","","","","","","","0.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113.8",",,,6","","","25.22",",6","30.03",",,,6","20.40",",,,6","",""
"USC00228374","1896-07","33.4691","-88.7822","56.4","STATE UNIVERSITY, MS US","833.4","6","301.9",",6","7",",6","7",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","21",",6","","","","","16.7",",6,08,","","","","","21.8",",,6,11,","38.3",",6,31,","","","0.0","6","","","","","","","0.0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.9",",,,6","","","28.07",",6","33.06",",,,6","23.08",",,,6","",""
