"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00232828","1958-06","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","141.7","0","100.2",",0","9",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","4",",0","8.9",",0,25,","0",",,0,30,+","0",",,0,30,+","49.5",",,0,15,","33.9",",0,11,","183.4",",,,0","","","8.6",",0","139.8",",,,0","0",",,,0","21.39",",0","26.77",",,,0","16.00",",,,0","3997",",,,0"
"USC00232828","1958-07","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","303.2","0","161.5",",0","15",",0","12",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","3",",0","14.4",",0,08,","0",",,0,31,+","0",",,0,31,+","90.9",",,0,03,","33.3",",0,19,","149.0","1,,,0","0.0","0","0.0",",0","327.2",",,,0","0",",,,0","23.54",",0","28.44",",,,0","18.64",",,,0","2808","1,,,0"
"USC00232828","1958-08","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","485.0","0","181.8",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","6.7",",0,25,","0",",,0,31,+","0",",,0,31,+","9.1",",,0,18,","34.4",",0,30,","186.3",",,,0","3.3","0","3.3",",0","18.5",",,,0","0",",,,0","24.09",",0","30.29",",,,0","17.89",",,,0","2597",",,,0"
"USC00232828","1958-09","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","560.4","0","75.4",",0","7",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","3",",0","3.3",",0,28,","0",",,0,30,+","0",",,0,30,+","19.1",",,0,17,","32.8",",0,09,+","161.1","2,,,0","33.4","0","30.1",",0","57.4",",,,0","0",",,,0","19.85",",0","26.47",",,,0","13.22",",,,0","3595","2,,,0"
"USC00232828","1958-10","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","577.8","0","17.4",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","19",",0","0",",0","-2.2",",0,30,","0",",,0,31,+","0",",,0,31,+","18.0",",,0,09,","28.9",",0,09,","118.3",",,,0","186.3","0","152.9",",0","29.4",",,,0","0",",,,0","13.96",",0","21.68",",,,0","6.25",",,,0","3970",",,,0"
"USC00232828","1958-11","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","581.1","0","3.3",",0","8",",0","5",",0","1",",0","0","3,0","1",",0","0",",0","16",",0","2",",0","7",",0","0",",0","-11.1",",0,30,","0","3,,0,30,+","152",",,0,28,","36.1",",,0,17,","25.6",",0,18,","72.3","5,,,0","484.6","0","298.3",",0","74.5",",,,0","152",",,,0","8.50",",0","15.49",",,,0","1.52",",,,0","5107",",,,0"
"USC00232828","1958-12","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","581.1","0","0.0",",0","2",",0","1",",0","0",",0","1","1,0","1",",0","1",",0","29",",0","11",",0","0",",0","0",",0","-19.4",",0,15,","127","1,,0,30,","127",",,0,30,","13.2",",,0,30,","16.1",",0,23,","","","1104.1","0","619.5",",0","14.0",",,,0","127",",,,0","-1.65",",0","4.28",",,,0","-7.58",",,,0","",""
"USC00232828","1959-01","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","0.0","0","0.0","2,0","5",",0","2",",0","1",",0","","","","","4","1,0","28","1,0","13","1,0","0","1,0","0","1,0","-32.8","1,0,05,","","","","","27.9",",,0,22,","12.2","1,0,30,","","","1754.2","0","650.1","1,0","34.8",",,,0","","","-4.62","2,0","1.27","1,,,0","-10.52","1,,,0","",""
"USC00232828","1959-02","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","0.0","0","0.0","3,0","4","2,0","2","2,0","0","2,0","","","0","2,0","0","3,0","20","3,0","6","3,0","0","3,0","0","3,0","-17.2","3,0,02,","","","0","2,,0,28,+","4.6","2,,0,22,","16.1","3,0,27,","","","2216.8","0","462.6","3,0","51.6",",a,,0","0","2,,,0","-0.17","3,0","5.10","3,,,0","-5.44","3,,,0","",""
"USC00232828","1959-03","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","0.0","0","0.0",",0","10",",0","6",",0","1",",0","0",",0","0","5,0","0",",0","18",",0","0",",0","3",",0","0",",0","-8.3",",0,22,","0",",,0,31,+","0","5,,0,31,+","42.9",",,0,05,","24.4",",0,25,","","","2589.0","0","372.2",",0","86.1",",,,0","0","5,,,0","6.33",",0","12.94",",,,0","-0.28",",,,0","",""
"USC00232828","1959-04","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","4.4","0","4.4","1,0","9",",0","7",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0","1,0","15","1,0","0","1,0","-2.2",",0,14,+","0",",,0,30,+","0",",,0,30,+","21.1",",,0,20,","27.8","1,0,25,","","","2778.3","0","189.3","1,0","82.0",",,,0","0",",,,0","11.95","1,0","18.44","1,,,0","5.46",",,,0","",""
"USC00232828","1959-05","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","92.1","0","87.7","1,0","10",",0","8",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","24",",0","0",",0","0.6","1,0,15,","0",",,0,31,+","0",",,0,31,+","25.4",",,0,11,","31.1",",0,06,+","176.2",",,,0","2815.0","0","36.7",",0","92.3",",,,0","0",",,,0","19.93","1,0","25.88",",,,0","13.97","1,,,0","3615",",,,0"
"USC00232828","1959-06","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","232.4","0","140.3",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","9.4",",0,03,","0",",,0,30,+","0",",,0,30,+","13.0",",,0,01,","33.9",",0,30,","223.3",",,,0","2820.3","0","5.3",",0","25.0",",,,0","0",",,,0","22.84",",0","29.24",",,,0","16.43",",,,0","",""
"USC00232828","1959-07","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","397.5","0","165.1",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","8.3",",0,02,","0",",,0,31,+","0",",,0,31,+","18.5",",,0,04,","35.6",",0,09,","216.4",",,,0","2.5","0","2.5",",0","82.7",",,,0","0",",,,0","23.58",",0","29.95",",,,0","17.21",",,,0","",""
"USC00232828","1959-08","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","630.4","0","232.9",",0","6",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","12.8",",0,09,","0",",,0,31,+","0",",,0,31,+","25.7",",,0,01,","35.0",",0,23,+","213.9",",,,0","2.5","0","0.0",",0","50.6",",,,0","0",",,,0","25.85",",0","32.07",",,,0","19.62",",,,0","3887",",,,0"
"USC00232828","1959-09","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","736.7","0","106.3",",0","12",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","5",",0","5.6",",0,11,","0",",,0,30,+","0",",,0,30,+","31.8",",,0,23,","35.0",",0,08,","153.4",",,,0","28.0","0","25.5",",0","138.6",",,,0","0",",,,0","21.03",",0","27.42",",,,0","14.63",",,,0","5218",",,,0"
"USC00232828","1959-10","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","736.7","0","0.0",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","7",",0","0",",0","-1.7",",0,18,","0",",,0,31,+","0",",,0,31,+","20.6",",,0,11,","23.3",",0,17,","72.8",",,,0","207.5","0","179.5",",0","75.0",",,,0","0",",,,0","12.54",",0","18.09",",,,0","7.00",",,,0","4245",",,,0"
"USC00232828","1959-11","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","736.7","0","0.0",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","19",",0","5",",0","2",",0","0",",0","-16.1",",0,17,","0",",,0,30,+","0",",,0,30,+","4.1",",,0,13,+","23.3",",0,04,","","","675.8","0","468.3",",0","10.0",",,,0","0",",,,0","2.72",",0","8.97",",,,0","-3.53",",,,0","",""
"USC00232828","1959-12","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","736.7","0","0.0",",0","5",",0","3",",0","0",",0","0","1,0","0","1,0","0",",0","21",",0","1",",0","0",",0","0",",0","-12.2",",0,07,","0","1,,0,31,+","0","1,,0,31,+","16.3",",,0,27,","17.2",",0,04,","","","1144.5","0","468.7",",0","35.6",",,,0","0","1,,,0","3.21",",0","8.04",",,,0","-1.61",",,,0","",""
"USC00232828","1960-01","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","0.0","0","0.0",",0","7",",0","3",",0","0",",0","","","1",",0","3",",0","25",",0","9",",0","0",",0","0",",0","-20.0",",0,24,+","","","64",",,0,18,","11.9",",,0,12,","19.4",",0,13,","","","1753.7","0","609.2",",0","34.0",",,,0","72",",,,0","-1.32",",0","3.70",",,,0","-6.34",",,,0","",""
"USC00232828","1960-02","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","0.0","0","0.0",",0","9",",0","4",",0","0",",0","","","","","1",",0","26",",0","12",",0","0",",0","0",",0","-18.3",",0,22,","","","","","12.2",",,0,21,","10.0",",0,17,","","","2360.3","0","606.6",",0","42.2",",,,0","","","-2.58",",0","1.82",",,,0","-6.99",",,,0","",""
"USC00232828","1960-03","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","0.0","0","0.0","4,0","7",",0","4",",0","0",",0","","","7",",0","2","3,0","26","3,0","12","3,0","2","3,0","0","3,0","-30.0","3,0,05,","","","279",",,0,16,","13.0",",,0,16,","24.4","3,0,30,","","","2985.9","0","625.6","3,0","43.5",",,,0","750",",,,0","-4.17","4,0","0.69","3,,,0","-9.03","3,,,0","",""
"USC00232828","1960-04","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","","","","","5",",0","5",",0","3",",0","0",",0","0",",0","0","2,0","2","2,0","0","4,0","16","4,0","0","4,0","-3.9","2,0,10,","0",",,0,30,+","0",",,0,30,+","48.8",",,0,17,","31.1","4,0,23,","","","","","","","123.5",",,,0","0",",,,0","13.37","6,0","20.17","4,,,0","6.58","2,,,0","",""
"USC00232828","1960-05","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","","","27.6","2,0","11",",0","8",",0","1",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","23",",0","0",",0","2.2","2,0,09,+","0",",,0,31,+","0",",,0,31,+","52.6",",,0,07,","31.1",",0,25,","","","","","73.7",",0","122.3",",,,0","0",",,,0","16.65","2,0","22.94",",,,0","10.36","2,,,0","4402",",,,0"
"USC00232828","1960-06","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","","","72.4","5,0","13",",0","7",",0","1",",0","0",",0","0",",0","0","5,0","0","5,0","0","5,0","25","5,0","0","5,0","11.1","5,0,26,+","0",",,0,30,+","0",",,0,30,+","31.2",",,0,13,","31.7","5,0,23,+","152.8","5,,,0","","","1.1","5,0","88.7",",,,0","0",",,,0","21.19","5,0","27.03","5,,,0","15.34","5,,,0","2934","5,,,0"
"USC00232828","1960-07","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","","","153.5","1,0","8",",0","4",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","4","1,0","11.1","1,0,05,","0",",,0,31,+","0",",,0,31,+","71.6",",,0,02,","33.3","1,0,21,+","171.7","1,,,0","0.8","0","0.8","1,0","97.1",",,,0","0",",,,0","23.42","1,0","29.52","1,,,0","17.33","1,,,0","2423","2,,,0"
"USC00232828","1960-08","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","","","205.8",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","11.7",",0,12,","0",",,0,31,+","0",",,0,31,+","8.4",",,0,26,","34.4",",0,31,+","209.8",",,,0","0.8","0","0.0",",0","24.4",",,,0","0",",,,0","24.97",",0","31.43",",,,0","18.52",",,,0","3552",",,,0"
"USC00232828","1960-09","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","","","121.3",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","10",",0","5.6",",0,14,","0",",,0,30,+","0",",,0,30,+","7.9",",,0,24,","36.7",",0,08,+","186.1",",,,0","17.4","0","16.6",",0","12.0",",,,0","0",",,,0","21.82",",0","30.08",",,,0","13.57",",,,0","3305",",,,0"
"USC00232828","1960-10","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","","","11.4",",0","9",",0","7",",0","3",",0","0",",0","0",",0","0",",0","2",",0","0",",0","17",",0","0",",0","-5.0",",0,21,+","0",",,0,31,+","0",",,0,31,+","58.2",",,0,31,","30.0",",0,06,","110.8",",,,0","160.2","0","142.8",",0","145.4",",,,0","0",",,,0","14.09",",0","21.38",",,,0","6.81",",,,0","3744",",,,0"
"USC00232828","1960-11","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","","","2.2","1,0","4",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","12","1,0","0",",0","4",",0","0",",0","-8.3","1,0,10,","0",",,0,30,+","0",",T,0,10,","21.1",",,0,15,","25.0",",0,15,","44.5","4,,,0","473.9","0","313.7",",0","28.7",",,,0","0",",T,,0","7.44","1,0","14.33",",,,0","0.55","1,,,0","5083",",,,0"
"USC00232828","1960-12","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","","","0.0",",0","3",",0","2",",0","0",",0","1","4,0","0","3,0","0",",0","29",",0","5",",0","0",",0","0",",0","-16.7",",0,22,+","25","4,,0,11,","0","3,T,0,24,","20.1",",,0,11,","18.3",",0,26,","","","1067.6","0","593.7",",0","36.3",",,,0","0","3,T,,0","-0.82",",0","4.53",",,,0","-6.17",",,,0","",""
"USC00232828","1961-01","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","0.0","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","5",",0","30",",0","8",",0","0",",0","0",",0","-21.1",",0,27,","0",",,0,31,+","0",",T,0,21,","0.0",",T,0,21,","13.9",",0,13,+","","","1703.4","0","635.8",",0","0.0",",T,,0","0",",T,,0","-2.18",",0","3.80",",,,0","-8.15",",,,0","",""
"USC00232828","1961-02","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","0.0","0","0.0",",0","5",",0","5",",0","1",",0","","","1",",0","0",",0","23",",0","5",",0","0",",0","0",",0","-15.0",",0,04,","","","89",",,0,03,","31.2",",,0,19,","20.6",",0,17,+","","","2152.2","0","448.8",",0","60.4",",,,0","89",",,,0","2.31",",0","8.54",",,,0","-3.93",",,,0","",""
"USC00232828","1961-03","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","0.0","0","0.0","1,0","8",",0","5",",0","2",",0","0",",0","0",",0","0","1,0","13","1,0","0","1,0","2","1,0","0","1,0","-6.1","1,0,10,","0",",,0,31,+","0",",,0,31,+","38.9",",,0,13,","25.0","1,0,05,","","","2515.5","0","363.3","1,0","105.4",",,,0","0",",,,0","6.22","1,0","11.04","1,,,0","1.41","1,,,0","",""
"USC00232828","1961-04","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","1.7","0","1.7","3,0","11","3,0","9","3,0","1","3,0","0",",0","0",",0","0","3,0","9","3,0","0","3,0","4","3,0","0","3,0","-4.4","3,0,02,","0",",,0,30,+","0",",T,0,03,","26.4","3,,0,10,","27.8","3,0,24,","","","2766.3","0","250.8","3,0","139.5",",a,,0","0",",T,,0","9.11","3,0","14.90","3,,,0","3.31","3,,,0","",""
"USC00232828","1961-05","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","","","","","4","4,0","3","4,0","0","4,0","0",",0","0",",0","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","16.5","4,,0,18,","","","121.2","4,,,0","","","","","109.3",",a,,0","0",",,,0","","","","","","","",""
"USC00232828","1961-06","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","","","94.9","3,0","8",",0","6",",0","0",",0","0",",0","0",",0","0","3,0","0","3,0","0","3,0","26","3,0","2","3,0","8.3","3,0,17,","0",",,0,30,+","0",",,0,30,+","23.4",",,0,30,","33.3","3,0,30,","162.5","3,,,0","","","12.2","3,0","106.1",",,,0","0",",,,0","21.40","3,0","27.69","3,,,0","15.11","3,,,0","3254","3,,,0"
"USC00232828","1961-07","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","","","161.6","2,0","14","3,0","11","3,0","1","3,0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","29","2,0","5","2,0","11.1","2,0,09,","0",",,0,31,+","0",",,0,31,+","50.0","3,,0,23,","34.4","2,0,31,","162.6","3,,,0","0.6","0","0.6","2,0","190.8",",a,,0","0",",,,0","23.89","2,0","29.50","2,,,0","18.27","2,,,0","2182","3,,,0"
"USC00232828","1961-08","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","","","157.7",",0","4",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","9.4",",0,23,","0",",,0,31,+","0",",,0,31,+","43.2",",,0,02,","32.8",",0,30,+","183.7",",,,0","3.9","0","3.3",",0","63.6",",,,0","0",",,,0","23.31",",0","29.11",",,,0","17.52",",,,0","2602",",,,0"
"USC00232828","1961-09","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","","","86.6","2,0","7",",0","7",",0","4",",0","0",",0","0",",0","0","1,0","0","1,0","0","2,0","23","2,0","2","2,0","4.4","1,0,16,","0",",,0,30,+","0",",,0,30,+","94.5",",,0,14,","33.9","2,0,03,","115.7","2,,,0","49.5","0","45.6","2,0","230.3",",,,0","0",",,,0","19.65","2,0","25.81","2,,,0","13.48","1,,,0","3142","2,,,0"
"USC00232828","1961-10","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","","","13.9",",0","8",",0","8",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","18",",0","0",",0","-1.7",",0,26,","0",",,0,31,+","0",",,0,31,+","34.8",",,0,30,","28.3",",0,13,","93.9",",,,0","181.6","0","132.1",",0","99.1",",,,0","0",",,,0","14.52",",0","20.96",",,,0","8.07",",,,0","3461",",,,0"
"USC00232828","1961-11","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","","","0.9","2,0","9",",0","6",",0","1",",0","0",",0","1",",0","0","1,0","15","1,0","0","1,0","2","1,0","0","1,0","-7.2","1,0,29,","0",",,0,30,+","51",",,0,19,","29.0",",,0,16,","22.8","1,0,02,","33.5","1,,,0","526.4","0","344.8","1,0","97.8",",,,0","51",",,,0","5.96","2,0","11.32","1,,,0","0.59","1,,,0","3293","2,,,0"
"USC00232828","1961-12","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","","","0.0","3,0","5",",0","5",",0","0",",0","","","1","3,0","2","2,0","26","2,0","11","1,0","0","1,0","0","1,0","-20.0","2,0,13,","","","102","3,,0,10,","9.7",",,0,10,","20.6","1,0,04,","","","1121.2","0","594.8","1,0","35.1",",,,0","102","3,,,0","-2.53","3,0","2.48","1,,,0","-7.55","2,,,0","",""
"USC00232828","1962-01","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","0.0","","0.0",",0","4","2,0","3","2,0","0","2,0","","","1",",0","5",",0","30",",0","18",",0","0",",0","0",",0","-25.0",",0,20,","","","51",",,0,15,","7.1","2,,0,05,","12.8",",0,04,","","","1873.3","","752.1",",0","35.0",",a,,0","331",",a,,0","-5.93",",0","-0.79",",,,0","-11.06",",,,0","",""
"USC00232828","1962-02","39.13333","-92.66667","195.1","FAYETTE EXPERIMENTAL LAGOON, MO US","0.0","","0.0",",0","5","2,0","4","2,0","0","2,0","0",",0","0","4,0","1",",0","24",",0","3",",0","2",",0","0",",0","-20.0",",0,28,","0",",,0,28,+","0","4,,0,28,+","20.3","2,,0,09,","23.3",",0,05,","","","2350.9","","477.6",",0","45.8","2,,,0","0","4,,,0","1.28",",0","6.49",",,,0","-3.93",",,,0","",""
