"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00157510","1987-12","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","13",",0","7",",0","1",",0","","","","","0","2,0","23","2,0","","","","","","","","","","","-11.7","2,0,30,","","","","","55.9",",,0,25,","","","","","   9.4","5,,,0,0,2","","","  10.6","5,,,0,0,2","","","   0.6","5,,,0,0,2","   4.4","5,,,0,0,2","","","   5.8","5,,,0,0,2","   7.9","5,,,0,0,2","","","132.6",",,,0","","","","","","","-2.51","2,,,0"
"USC00157510","1988-01","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","7",",0","6",",0","1",",0","","","","","2","1,0","23","1,0","","","","","","","","","","","-18.9","1,0,11,","","","","","38.1",",,0,19,","","","","","   6.1","3,,,0,0,2","","","   8.3","3,,,0,0,2","","","   0.0","3,,,0,0,2","   1.1","3,,,0,0,2","","","   2.4","3,,,0,0,2","   4.1","3,,,0,0,2","","","79.7",",,,0","","","","","","","-6.00","1,,,0"
"USC00157510","1988-02","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","6","2,0","3","2,0","0","2,0","0","1,0","0","1,0","1",",0","23",",0","","","","","","","","","","","-20.0",",0,06,","0","1,,0,29,+","0","1,,0,29,+","15.2","2,,0,02,","","","","","   9.4","5,,,0,0,2","","","  10.0","5,,,0,0,2","","","   1.1","5,,,0,0,2","   2.8","5,,,0,0,2","","","   3.7","5,,,0,0,2","   6.0","5,,,0,0,2","","","28.2","2,,,0","0","1,,,0","","","","","-5.04",",,,0"
"USC00157510","1988-03","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","11",",0","8",",0","0",",0","0",",0","0",",0","0",",0","16",",0","","","","","","","","","","","-10.0",",0,16,","0",",,0,31,+","0",",T,0,15,+","16.8",",,0,04,","","","","","  10.6","2,,,0,0,2","","","  14.4","2,,,0,0,2","","","   2.8","2,,,0,0,2","   5.6","2,,,0,0,2","","","   6.5","2,,,0,0,2","   9.1","2,,,0,0,2","","","67.0",",,,0","0",",T,,0","","","","","1.72",",,,0"
"USC00157510","1988-04","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","8",",0","8",",0","0",",0","0",",0","0",",0","0",",0","4",",0","","","","","","","","","","","-3.3",",0,20,","0",",,0,30,+","0",",,0,30,+","17.8",",,0,06,","","","","","  14.4","2,,,0,0,2","","","  17.8","2,,,0,0,2","","","   8.9","2,,,0,0,2","  12.8","2,,,0,0,2","","","  11.8","2,,,0,0,2","  14.7","2,,,0,0,2","","","73.5",",,,0","0",",,,0","","","","","6.24",",,,0"
"USC00157510","1988-05","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","9","1,0","5","1,0","1","1,0","0",",0","0",",0","0","1,0","0","1,0","","","","","","","","","","","2.8","1,0,03,","0",",,0,31,+","0",",,0,31,+","33.0","1,,0,04,","","","","","  21.1",",,,0,0,2","","","  24.4",",,,0,0,2","","","  12.2",",,,0,0,2","  15.6",",,,0,0,2","","","  17.0",",,,0,0,2","  20.0",",,,0,0,2","","","81.8","1,,,0","0",",,,0","","","","","10.00","1,,,0"
"USC00157510","1988-06","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","132.6","5,0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","5,0","24","5,0","14","5,0","","","","","6.7",",0,05,","0",",,0,30,+","0",",,0,30,+","43.7",",,0,17,","37.2","5,0,23,","","","  26.1","1,,,0,0,2","9.1","5,0","  28.9","1,,,0,0,2","","","  16.7","1,,,0,0,2","  21.1","1,,,0,0,2","","","  20.9","1,,,0,0,2","  25.0","1,,,0,0,2","","","68.0",",,,0","0",",,,0","23.34","5,0","31.79","5,,,0","14.89",",,,0"
"USC00157510","1988-07","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","8.3",",0,02,","0",",,0,31,+","0",",,0,31,+","24.6",",,0,12,","","","","","  26.7",",,,0,0,2","","","  29.4",",,,0,0,2","","","  21.1",",,,0,0,2","  24.4",",,,0,0,2","","","  24.8",",,,0,0,2","  27.3",",,,0,0,2","","","104.7",",,,0","0",",,,0","","","","","19.25",",,,0"
"USC00157510","1988-08","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","218.1","2,0","8",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","29","2,0","19","2,0","","","","","12.2",",0,31,","0",",,0,31,+","0",",,0,31,+","39.4",",,0,03,","37.8","2,0,17,","","","  26.7","2,,,0,0,2","0.0","2,0","  29.4","1,,,0,0,2","","","  23.3","2,,,0,0,2","  25.6","1,,,0,0,2","","","  25.6","2,,,0,0,2","  27.7","1,,,0,0,2","","","86.3",",,,0","0",",,,0","25.91","2,0","32.51","2,,,0","19.31",",,,0"
"USC00157510","1988-09","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","66.2","4,0","8",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0","4,0","25","4,0","0","4,0","","","","","6.1",",0,06,","0",",,0,30,+","0",",,0,30,+","66.0",",,0,17,","30.6","4,0,23,+","","","  24.4",",,,0,0,2","13.3","4,0","  24.4","3,,,0,0,2","","","  18.3",",,,0,0,2","  21.1","3,,,0,0,2","","","  20.0",",,,0,0,2","  22.6","3,,,0,0,2","","","195.1",",,,0","0",",,,0","20.46","4,0","27.02","4,,,0","13.91",",,,0"
"USC00157510","1988-10","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","8","2,0","5","2,0","0","2,0","0",",0","0",",0","0","1,0","12","1,0","","","","","","","","","","","-7.8","1,0,13,","0",",,0,31,+","0",",,0,31,+","14.5","2,,0,28,","","","","","  18.3","3,,,0,0,2","","","  23.3","2,,,0,0,2","","","   8.9","3,,,0,0,2","  10.6","2,,,0,0,2","","","  12.3","3,,,0,0,2","  16.2","2,,,0,0,2","","","49.2",",a,,0","0",",,,0","","","","","3.24","1,,,0"
"USC00157510","1988-11","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","10","2,0","7","2,0","2","2,0","0",",0","0",",0","0","2,0","11","2,0","","","","","","","","","","","-6.7","2,0,29,","0",",,0,30,+","0",",,0,30,+","52.1","2,,0,19,","","","","","  10.0","2,,,0,0,2","","","  13.3","2,,,0,0,2","","","   5.0","2,,,0,0,2","  10.0","2,,,0,0,2","","","   8.4","2,,,0,0,2","  11.9","2,,,0,0,2","","","137.5",",a,,0","0",",,,0","","","","","3.83","2,,,0"
"USC00157510","1988-12","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","","","","","5","3,0","4","3,0","2","3,0","0","2,0","1",",0","0","4,0","23","4,0","","","","","","","","","","","-12.2","4,0,12,","0","2,,0,31,+","48",",,0,09,","78.5","3,,0,24,","","","","","   7.8","2,,,0,0,2","","","  13.3","2,,,0,0,2","","","   1.1","2,,,0,0,2","   2.2","2,,,0,0,2","","","   2.7","2,,,0,0,2","   8.6","2,,,0,0,2","","","129.9","3,,,0","56",",,,0","","","","","-3.31","4,,,0"
"USC00157510","1989-01","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0","4,0","14",",0","9",",0","1",",0","0",",0","0",",0","0","3,0","16","3,0","0","1,0","0","1,0","0","1,0","1","","","","-7.8","3,0,23,+","0",",,0,31,+","0",",T,0,09,","34.5",",,0,12,","19.4","1,0,25,+","","","   6.1","1,,,0,0,2","348.8","1,0","   8.3","1,,,0,0,2","","","   0.0","1,,,0,0,2","   2.8","1,,,0,0,2","","","   2.4","1,,,0,0,2","   6.0","1,,,0,0,2","","","109.2",",,,0","0",",T,,0","5.55","4,0","11.66","1,,,0","-0.57","3,,,0"
"USC00157510","1989-02","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0","1,0","14",",0","10",",0","3",",0","1","2,0","2","1,0","0","1,0","19","1,0","5",",0","0",",0","0",",0","","","","","-15.0","1,0,09,","76","2,,0,17,","71","1,,0,17,","48.0",",,0,21,","20.6",",0,02,","","","   5.0",",,,0,0,2","432.0",",0","  11.1",",,,0,0,2","","","   0.0",",,,0,0,2","   1.7",",,,0,0,2","","","   1.5",",,,0,0,2","   7.2",",,,0,0,2","","","179.9",",,,0","117","1,,,0","2.25","1,0","7.43",",,,0","-2.93","1,,,0"
"USC00157510","1989-03","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","6.4","0","6.4","5,0","11",",0","8",",0","2",",0","0",",0","0",",0","0","1,0","12","1,0","0","4,0","10","4,0","0","4,0","","","","","-5.6","1,0,01,","0",",,0,31,+","0",",,0,31,+","46.0",",,0,05,","27.8","4,0,28,","","","   1.1",",,,0,0,2","226.8","4,0","  15.6",",,,0,0,2","","","   0.0",",,,0,0,2","   4.4",",,,0,0,2","","","   0.8",",,,0,0,2","   9.8",",,,0,0,2","","","134.9",",,,0","0",",,,0","9.81","5,0","16.80","4,,,0","2.82","1,,,0"
"USC00157510","1989-04","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","24.2","0","17.8","3,0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0","3,0","13","3,0","0","3,0","","","","","-7.2",",0,11,","0",",,0,30,+","0",",,0,30,+","16.0",",,0,04,","31.7","3,0,27,","","","  18.3","1,,,0,0,2","165.0","3,0","  21.1","1,,,0,0,2","","","   0.0","1,,,0,0,2","   9.4","1,,,0,0,2","","","   6.6","1,,,0,0,2","  14.1","1,,,0,0,2","","","49.8",",,,0","0",",,,0","13.05","3,0","20.40","3,,,0","5.70",",,,0"
"USC00157510","1989-05","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","65.8","0","41.6","1,0","15",",0","11",",0","1",",0","0",",0","0",",0","0","1,0","2","1,0","0",",0","20",",0","0",",0","","","","","-1.1","1,0,08,","0",",,0,31,+","0",",T,0,07,","47.0",",,0,23,","31.1",",0,31,","","","  22.2","1,,,0,0,2","92.4",",0","  24.4","1,,,0,0,2","","","  12.8","1,,,0,0,2","  14.4","1,,,0,0,2","","","  16.8","1,,,0,0,2","  18.8","1,,,0,0,2","","","149.6",",,,0","0",",T,,0","16.50","1,0","22.67",",,,0","10.33","1,,,0"
"USC00157510","1989-06","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","184.4","0","118.6","2,0","15",",0","12",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","27","2,0","4","2,0","","","","","11.1",",0,07,","0",",,0,30,+","0",",,0,30,+","31.0",",,0,13,","33.9","2,0,26,","","","  25.6","1,,,0,0,2","1.1","2,0","  26.7","1,,,0,0,2","","","  20.6","1,,,0,0,2","  22.2","1,,,0,0,2","","","  22.5","1,,,0,0,2","  24.2","1,,,0,0,2","","","147.3",",,,0","0",",,,0","22.51","2,0","28.19","2,,,0","16.83",",,,0"
"USC00157510","1989-07","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","375.6","0","191.2","1,0","12",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","10","1,0","","","","","12.8",",0,18,","0",",,0,31,+","0",",,0,31,+","62.7",",,0,06,","33.3","1,0,26,+","0.0","0","  26.7",",,,0,0,2","0.0","1,0","  29.4",",,,0,0,2","","","  22.8",",,,0,0,2","  22.8",",,,0,0,2","","","  24.6",",,,0,0,2","  26.3",",,,0,0,2","","","139.2",",,,0","0",",,,0","24.71","1,0","30.32","1,,,0","19.10",",,,0"
"USC00157510","1989-08","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","544.0","0","168.4","1,0","10",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","11","1,0","","","","","7.8",",0,09,","0",",,0,31,+","0",",,0,31,+","28.4",",,0,26,","33.3","1,0,22,+","2.5","0","  26.7",",,,0,0,2","2.5","1,0","  28.3","1,,,0,0,2","","","  21.7",",,,0,0,2","  23.9","1,,,0,0,2","","","  24.1",",,,0,0,2","  25.8","1,,,0,0,2","","","77.0",",,,0","0",",,,0","23.89","1,0","30.27","1,,,0","17.51",",,,0"
"USC00157510","1989-09","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","625.5","0","81.5","1,0","11",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","23","1,0","0","1,0","","","","","1.7",",0,24,","0",",,0,30,+","0",",,0,30,+","37.1",",,0,22,","31.7","1,0,01,","33.4","0","  25.6","1,,,0,0,2","30.9","1,0","  31.7",",,,0,0,2","","","  17.2","1,,,0,0,2","  18.9",",,,0,0,2","","","  22.1","1,,,0,0,2","  23.6",",,,0,0,2","","","191.9",",,,0","0",",,,0","20.17","1,0","25.48","1,,,0","14.86",",,,0"
"USC00157510","1989-10","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","630.8","0","5.3",",0","9",",0","6",",0","3",",0","0",",0","0",",0","0",",0","3",",0","0",",0","22",",0","0",",0","","","","","-0.6",",0,30,","0",",,0,31,+","0",",,0,31,+","59.4",",,0,17,","27.8",",0,15,","176.6","0","  20.0","1,,,0,0,2","143.2",",0","  20.0","1,,,0,0,2","","","  12.2","1,,,0,0,2","  13.9","1,,,0,0,2","","","  15.8","1,,,0,0,2","  17.5","1,,,0,0,2","","","161.2",",,,0","0",",,,0","13.89",",0","21.79",",,,0","5.98",",,,0"
"USC00157510","1989-11","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","630.8","0","0.0","1,0","11",",0","10",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0","1,0","4","1,0","0","1,0","","","","","-8.9",",0,24,","0",",,0,30,+","0",",,0,30,+","16.8",",,0,16,","22.8","1,0,13,","452.2","0","  14.4",",,,0,0,2","275.6","1,0","  15.6",",,,0,0,2","","","   6.1",",,,0,0,2","   7.8",",,,0,0,2","","","  11.0",",,,0,0,2","  12.4",",,,0,0,2","","","75.9",",,,0","0",",,,0","8.83","1,0","15.04","1,,,0","2.63",",,,0"
"USC00157510","1989-12","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","630.8","0","0.0",",0","8",",0","3",",0","1",",0","","","2","1,0","5",",0","27",",0","14",",0","0",",0","0",",0","","","","","-26.7",",0,22,","","","43","1,,0,15,","44.2",",,0,31,","18.3",",0,06,","1104.9","0","   7.2",",,,0,0,2","652.7",",0","   8.3",",,,0,0,2","","","  -1.7",",,,0,0,2","   0.0",",,,0,0,2","","","   3.4",",,,0,0,2","   4.3",",,,0,0,2","","","79.5",",,,0","115","1,,,0","-2.72",",0","2.72",",,,0","-8.16",",,,0"
"USC00157510","1990-01","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0","4,0","14",",0","7",",0","1",",0","0",",0","0",",0","0","1,0","12","1,0","0","3,0","0","3,0","0","3,0","","","","","-10.6","1,0,13,","0",",,0,31,+","0",",,0,31,+","40.6",",,0,29,","20.0","3,0,16,","1439.5","0","   8.3","1,,,0,0,2","334.6","3,0","   9.4","1,,,0,0,2","","","   2.8","1,,,0,0,2","   3.9","1,,,0,0,2","","","   5.3","1,,,0,0,2","   6.7","1,,,0,0,2","","","102.6",",,,0","0",",,,0","6.12","4,0","11.89","3,,,0","0.36","1,,,0"
"USC00157510","1990-02","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0","5,0","15",",0","9",",0","3",",0","0",",0","0",",0","0","1,0","13","1,0","0","4,0","2","4,0","0","4,0","","","","","-10.6","1,0,25,","0",",,0,28,+","0",",T,0,24,+","38.1",",,0,03,","21.1","4,0,14,+","1661.0","0","  11.1",",,,0,0,2","221.5","4,0","  12.2",",,,0,0,2","","","   3.9",",,,0,0,2","   5.0",",,,0,0,2","","","   7.3",",,,0,0,2","   8.9",",,,0,0,2","","","165.8",",,,0","0",",T,,0","8.49","5,0","14.86","4,,,0","2.11","1,,,0"
"USC00157510","1990-03","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","5.3","0","5.3","1,0","11",",0","8",",0","0",",0","","","0","1,0","0",",0","14",",0","0","1,0","8","1,0","0","1,0","","","","","-6.7",",0,21,","","","0","1,,0,31,+","14.7",",,0,16,","26.7","1,0,13,","1908.4","0","  13.9",",,,0,0,2","247.4","1,0","  15.0",",,,0,0,2","","","   5.6",",,,0,0,2","   6.1",",,,0,0,2","","","   9.4",",,,0,0,2","  11.0",",,,0,0,2","","","75.5",",,,0","0","1,,,0","10.22","1,0","16.78","1,,,0","3.65",",,,0"
"USC00157510","1990-04","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","15.4","0","10.1","3,0","9",",0","7",",0","0",",0","0",",0","0",",0","0","1,0","7","1,0","0","2,0","14","2,0","0","2,0","","","","","-6.7","1,0,08,","0",",,0,30,+","0",",,0,30,+","12.7",",,0,06,","31.1","2,0,26,","2069.1","0","  17.8","1,,,0,0,2","160.7","2,0","  22.2","1,,,0,0,2","","","   8.3","1,,,0,0,2","  10.6","1,,,0,0,2","","","  12.1","1,,,0,0,2","  13.9","1,,,0,0,2","","","44.0",",,,0","0",",,,0","12.82","3,0","20.85","2,,,0","4.79","1,,,0"
"USC00157510","1990-05","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","48.3","0","32.9","2,0","18",",0","12",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","25","2,0","0","2,0","","","","","1.1",",0,11,","0",",,0,31,+","0",",,0,31,+","33.0",",,0,16,","30.0","2,0,15,","2118.1","0","  20.6",",,,0,0,2","49.0","2,0","  22.2",",,,0,0,2","","","  13.9",",,,0,0,2","  16.1",",,,0,0,2","","","  17.6",",,,0,0,2","  19.1",",,,0,0,2","","","113.6",",,,0","0",",,,0","17.79","2,0","24.39","2,,,0","11.18",",,,0"
"USC00157510","1990-06","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","182.6","0","134.3",",0","11",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","","","","","9.4",",0,26,+","0",",,0,30,+","0",",,0,30,+","24.4",",,0,07,","32.8",",0,30,+","2120.3","0","  25.0",",,,0,0,2","2.2",",0","  26.7",",,,0,0,2","","","  20.6",",,,0,0,2","  21.1",",,,0,0,2","","","  23.0",",,,0,0,2","  24.7",",,,0,0,2","","","93.0",",,,0","0",",,,0","22.74",",0","29.51",",,,0","15.96",",,,0"
"USC00157510","1990-07","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","352.8","0","170.2","2,0","7",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","29","2,0","14","2,0","","","","","10.0",",0,30,","0",",,0,31,+","0",",,0,31,+","21.8",",,0,14,","37.2","2,0,09,","0.0","0","  26.1",",,,0,0,2","0.0","2,0","  28.3",",,,0,0,2","","","  22.2",",,,0,0,2","  23.9",",,,0,0,2","","","  24.3",",,,0,0,2","  26.5",",,,0,0,2","","","53.5",",,,0","0",",,,0","24.27","2,0","31.53","2,,,0","17.01",",,,0"
"USC00157510","1990-08","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","498.4","0","145.6","2,0","10",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","29","2,0","8","2,0","","","2","","11.1",",0,07,","0",",,0,31,+","0",",,0,31,+","27.4",",,0,22,","35.0","2,0,19,+","0.8","0","  25.0",",,,0,0,2","0.8","2,0","  28.3",",,,0,0,2","","","  21.7",",,,0,0,2","  23.9",",,,0,0,2","","","  23.5",",,,0,0,2","  25.7",",,,0,0,2","","","88.5",",,,0","0",",,,0","23.40","2,0","30.08","2,,,0","16.72",",,,0"
"USC00157510","1990-09","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","587.7","0","89.3","1,0","8",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","28","1,0","6","1,0","1","","","","1.7",",0,24,","0",",,0,30,+","0",",,0,30,+","44.5",",,0,22,","36.7","1,0,07,","21.9","0","  24.4","1,,,0,0,2","21.1","1,0","  26.7","1,,,0,0,2","","","  17.2","1,,,0,0,2","  19.4","1,,,0,0,2","","","  21.7","1,,,0,0,2","  23.5","1,,,0,0,2","","","120.6",",,,0","0",",,,0","20.79","1,0","27.70","1,,,0","13.87",",,,0"
"USC00157510","1990-10","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","602.1","0","14.4","1,0","10",",0","7",",0","2",",0","0",",0","0",",0","0",",0","7",",0","0","1,0","20","1,0","0","1,0","2","","1","","-3.9",",0,29,","0",",,0,31,+","0",",,0,31,+","26.7",",,0,04,","28.3","1,0,09,","169.4","0","  20.6",",,,0,0,2","147.5","1,0","  22.2",",,,0,0,2","","","  11.1",",,,0,0,2","  13.3",",,,0,0,2","","","  16.1",",,,0,0,2","  17.7",",,,0,0,2","","","103.0",",,,0","0",",,,0","13.74","1,0","21.21","1,,,0","6.27",",,,0"
"USC00157510","1990-11","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","603.8","0","1.7","1,0","8",",0","8",",0","1",",0","0",",0","0",",0","0",",0","12",",0","0","1,0","12","1,0","0","1,0","","","","","-7.2",",0,30,","0",",,0,30,+","0",",,0,30,+","25.4",",,0,09,","25.6","1,0,01,","413.4","0","  13.9","1,,,0,0,2","244.0","1,0","  15.0","1,,,0,0,2","","","   8.3","1,,,0,0,2","  10.0","1,,,0,0,2","","","  11.0","1,,,0,0,2","  12.6","1,,,0,0,2","","","89.7",",,,0","0",",,,0","9.98","1,0","17.67","1,,,0","2.30",",,,0"
"USC00157510","1990-12","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","603.8","0","0.0","2,0","14",",0","13",",0","6",",0","0","1,0","0",",0","0","1,0","16","1,0","0","1,0","0","1,0","0","1,0","","","","","-12.2","1,0,25,","0","1,,0,31,+","13",",,0,27,","63.5",",,0,18,","18.9","1,0,30,+","766.9","0","  10.6",",,,0,0,2","353.5","1,0","  12.8",",,,0,0,2","","","   3.9",",,,0,0,2","   4.4",",,,0,0,2","","","   7.8",",,,0,0,2","   9.5",",,,0,0,2","","","339.3",",,,0","13",",,,0","6.35","2,0","12.57","1,,,0","0.13","1,,,0"
"USC00157510","1991-01","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0","1,0","14",",0","8",",0","0",",0","0",",0","0",",0","0",",0","19",",0","1","1,0","0","1,0","0","1,0","","","","","-10.0",",0,22,","0",",,0,31,+","0",",,0,31,+","24.6",",,0,07,","16.7","1,0,29,","1222.0","0","   7.2","1,,,0,0,2","455.1","1,0","   8.9","1,,,0,0,2","","","   2.8","1,,,0,0,2","   3.9","1,,,0,0,2","","","   5.3","1,,,0,0,2","   6.6","1,,,0,0,2","","","79.8",",,,0","0",",,,0","3.18","1,0","8.45","1,,,0","-2.09",",,,0"
"USC00157510","1991-02","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0",",0","11",",0","8",",0","2",",0","0","3,0","1","1,0","0",",0","20",",0","2",",0","0",",0","0",",0","","","","","-16.1",",0,16,","0","3,,0,28,+","46","1,,0,15,","32.3",",,0,18,","18.9",",0,03,","1602.3","0","   8.3",",,,0,0,2","380.3",",0","   8.9",",,,0,0,2","","","   3.3",",,,0,0,2","   4.4",",,,0,0,2","","","   5.6",",,,0,0,2","   7.1",",,,0,0,2","","","128.8",",,,0","46","1,,,0","4.75",",0","11.73",",,,0","-2.23",",,,0"
"USC00157510","1991-03","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.3","0","0.3","1,0","18",",0","14",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0","1,0","9","1,0","0","1,0","","","","","-7.2",",0,09,","0",",,0,31,+","0",",,0,31,+","19.6",",,0,18,","24.4","1,0,21,","1849.9","0","  13.3",",,,0,0,2","247.6","1,0","  14.4",",,,0,0,2","","","   5.6",",,,0,0,2","   7.2",",,,0,0,2","","","   8.7",",,,0,0,2","  10.4",",,,0,0,2","","","135.5",",,,0","0",",,,0","10.07","1,0","17.01","1,,,0","3.12",",,,0"
"USC00157510","1991-04","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","11.7","0","11.4","1,0","11",",0","8",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0","1,0","21","1,0","0","1,0","","","","","-0.6",",0,02,","0",",,0,30,+","0",",,0,30,+","25.9",",,0,15,","28.3","1,0,18,","1941.1","0","  17.2",",,,0,0,2","91.2","1,0","  20.6",",,,0,0,2","","","   9.4",",,,0,0,2","  11.1",",,,0,0,2","","","  14.2",",,,0,0,2","  15.7",",,,0,0,2","","","73.3",",,,0","0",",,,0","15.60","1,0","22.70","1,,,0","8.50",",,,0"
"USC00157510","1991-05","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","120.3","0","108.6","1,0","14",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","29","1,0","1","1,0","","","1","","2.2",",0,07,","0",",,0,31,+","0",",,0,31,+","18.3",",,0,20,","33.3","1,0,31,","1958.9","0","  23.9",",,,0,0,2","17.8","1,0","  26.1",",,,0,0,2","","","  15.0",",,,0,0,2","  17.8",",,,0,0,2","","","  20.2",",,,0,0,2","  21.6",",,,0,0,2","","","79.0",",,,0","0",",,,0","21.42","1,0","27.74","1,,,0","15.10",",,,0"
"USC00157510","1991-06","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","265.5","0","145.2","1,0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","29","1,0","5","1,0","1","","1","","10.0",",0,07,","0",",,0,30,+","0",",,0,30,+","20.3",",,0,21,","33.3","1,0,30,","1958.9","0","  25.0",",,,0,0,2","0.0","1,0","  26.7",",,,0,0,2","","","  21.7",",,,0,0,2","  23.3",",,,0,0,2","","","  23.7",",,,0,0,2","  25.5",",,,0,0,2","","","73.2",",,,0","0",",,,0","23.32","1,0","29.53","1,,,0","17.10",",,,0"
