"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00004839","2001-07","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","2.8",",W","183.2","W","107.4",",W","7",",W","3",",W","0",",W","","","0",",W","0",",W","0",",W","29",",W","3",",W","","","","","","","4.4",",W,02,","","","7.4",",,W,17,","33.3",",W,22,","20.6","W","20.6",",W","20.5",",,,W","21.14",",W","27.24",",,,W","15.04",",,,W","","","340",",W","340",",W","10.3",",W","13.9",",W"
"USW00004839","2001-08","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","3.1",",W","282.6","W","99.4",",W","12",",W","8",",W","1",",W","","","0",",W","0",",W","0",",W","31",",W","1",",W","","","","","","","10.0",",W,14,","","","32.5",",,W,22,","32.2",",W,09,","23.1","W","2.5",",W","118.3",",,,W","21.46",",W","26.64",",,,W","16.28",",,,W","","","260",",W","230",",W","13.0",",W","16.1",",W"
"USW00004839","2001-09","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","3.1",",W","299.9","W","17.3",",W","18",",W","6",",W","1",",W","","","0",",W","0",",W","0",",W","14",",W","0",",W","","","","","","","3.3",",W,30,+","","","31.2",",,W,09,","30.6",",W,07,","133.0","W","109.9",",W","108.5",",,,W","15.24",",W","20.70",",,,W","9.78",",,,W","","","240",",W","240",",W","13.9",",W","16.5",",W"
"USW00004839","2001-10","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","4.8",",W","300.7","W","0.8",",W","17",",W","7",",W","4",",W","","","0",",W","6",",W","0",",W","4",",W","0",",W","","","","","","","-1.1",",W,28,","","","55.1",",,W,24,","24.4",",W,03,","380.8","W","247.8",",W","195.9",",,,W","10.36",",W","14.89",",,,W","5.84",",,,W","","","230",",W","230",",W","20.1",",W","24.1",",W"
"USW00004839","2001-11","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","4.8",",W","300.7","W","0.0",",W","15",",W","6",",W","0",",W","","","0",",W","6",",W","0",",W","0",",W","0",",W","","","","","","","-2.2",",W,05,","","","11.9",",,W,30,","17.8",",W,01,","670.5","W","289.7",",W","44.0",",,,W","8.68",",W","13.02",",,,W","4.33",",,,W","","","210",",W","210",",W","15.6",",W","20.6",",W"
"USW00004839","2001-12","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","4.8",",W","300.7","W","0.0",",W","18",",W","8",",W","0",",W","","","0",",W","22",",W","8",",W","1",",W","0",",W","","","","","","","-7.2",",W,30,+","","","9.7",",,W,19,","21.1",",W,05,","1178.0","W","507.5",",W","45.1",",,,W","1.96",",W","5.14",",,,W","-1.22",",,,W","","","210",",W","210",",W","17.9",",W","23.2",",W"
"USW00004839","2002-01","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","5.4",",W","0.0","W","0.0",",W","11",",W","4",",W","0",",W","","","0",",W","20",",W","8",",W","0",",W","0",",W","","","","","","","-16.7",",W,01,","","","11.4",",,W,15,","13.3",",W,27,","1736.4","W","558.4",",W","36.3",",,,W","0.32",",W","3.38",",,,W","-2.74",",,,W","","","180",",W","220",",W","16.1",",W","19.2",",W"
"USW00004839","2002-02","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","5.6",",W","0.0","W","0.0",",W","11",",W","5",",W","0",",W","","","0",",W","25",",W","6",",W","0",",W","0",",W","","","","","","","-10.0",",W,02,","","","21.8",",,W,20,","15.6",",W,24,","2246.0","W","509.6",",W","49.3",",,,W","0.13",",W","4.06",",,,W","-3.80",",,,W","","","190",",W","220",",W","16.1",",W","19.7",",W"
"USW00004839","2002-03","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","5.1",",W","0.0","W","0.0",",W","11",",W","5",",W","0",",W","","","0",",W","28",",W","6",",W","0",",W","0",",W","","","","","","","-12.8",",W,04,","","","24.6",",,W,02,","14.4",",W,09,","2804.2","W","558.2",",W","62.3",",,,W","0.33",",W","4.92",",,,W","-4.26",",,,W","","","240",",W","260",",W","21.5",",W","25.9",",W"
"USW00004839","2002-04","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","4.5",",W","16.1","W","16.1",",W","15",",W","10",",W","1",",W","","","0",",W","13",",W","0",",W","7",",W","0",",W","","","","","","","-3.9",",W,06,","","","30.2",",,W,08,","31.1",",W,18,","3118.2","W","314.0",",W","78.3",",,,W","8.40",",W","13.68",",,,W","3.12",",,,W","","","230",",W","290",",W","15.6",",W","19.7",",W"
"USW00004839","2002-05","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","4.5",",W","25.5","W","9.4",",W","11",",W","9",",W","2",",W","","","0",",W","5",",W","0",",W","7",",W","0",",W","","","","","","","-2.8",",W,21,","","","26.9",",,W,12,","26.7",",W,30,+","3355.7","W","237.5",",W","114.4",",,,W","10.98",",W","16.44",",,,W","5.52",",,,W","0","3,","240",",W","250",",W","13.9",",W","82.7",",W"
"USW00004839","2002-06","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","3.2",",W","110.2","W","84.7",",W","10",",W","3",",W","1",",W","","","0",",W","0",",W","0",",W","24",",W","2",",W","","","","","","","8.9",",W,18,","","","29.5",",,W,03,","32.2",",W,30,+","3384.2","W","28.5",",W","50.4",",,,W","20.21",",W","25.73",",,,W","14.68",",,,W","","","240",",W","210",",W","13.4",",W","82.7",",W"
"USW00004839","2002-07","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","3.3",",W","273.9","W","163.7",",W","4",",W","1",",W","0",",W","","","0",",W","0",",W","0",",W","31",",W","6",",W","","","","","","","10.0",",W,24,","","","14.2",",,W,08,","35.0",",W,21,","0.0","W","0.0",",W","19.1",",,,W","23.61",",W","29.61",",,,W","17.62",",,,W","","","230",",W","230",",W","12.5",",W","14.8",",W"
"USW00004839","2002-08","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","3.0",",W","368.7","W","94.8",",W","12",",W","7",",W","1",",W","","","0",",W","0",",W","0",",W","31",",W","1",",W","","","","","","","9.4",",W,20,","","","27.9",",,W,22,","33.3",",W,01,","3.1","W","3.1",",W","86.5",",,,W","21.29",",W","27.34",",,,W","15.25",",,,W","","","230",",W","230",",W","13.9",",W","18.3",",W"
"USW00004839","2002-09","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","2.8",",W","416.5","W","47.8",",W","5",",W","3",",W","0",",W","","","0",",W","0",",W","0",",W","26",",W","1",",W","","","","","","","2.8",",W,25,","","","6.9",",,W,20,","32.8",",W,08,","45.4","W","42.3",",W","20.1",",,,W","18.52",",W","24.96",",,,W","12.07",",,,W","0","4,W","210",",W","220",",W","13.0",",W","16.5",",W"
"USW00004839","2002-10","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","3.6",",W","420.9","W","4.4",",W","11",",W","6",",W","1",",W","","","0",",W","6",",W","0",",W","5",",W","0",",W","","","","","","","-3.3",",W,17,","","","26.7",",,W,17,","27.2",",W,01,","348.3","W","302.9",",W","69.8",",,,W","8.70",",W","13.30",",,,W","4.11",",,,W","","","260",",W","270",",W","17.4",",W","20.6",",W"
"USW00004839","2002-11","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","4.6",",W","420.9","W","0.0",",W","10",",W","8",",W","0",",W","","","0",",W","15",",W","1",",W","0",",W","0",",W","","","","","","","-10.0",",W,27,","","","14.7",",,W,21,","18.9",",W,09,","803.9","W","455.6",",W","73.9",",,,W","3.15",",W","6.86",",,,W","-0.57",",,,W","","","220",",W","240",",W","16.5",",W","19.7",",W"
"USW00004839","2002-12","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","5.2",",W","420.9","W","0.0",",W","11",",W","1",",W","1",",W","","","1",",W","26",",W","6",",W","0",",W","0",",W","","","","","","","-18.3",",W,03,","","","25.4",",,W,18,","13.3",",W,30,","1405.5","W","601.6",",W","34.5",",,,W","-1.07",",W","2.33",",,,W","-4.48",",,,W","","","240",",W","250",",W","15.6",",W","17.9",",W"
"USW00004839","2003-01","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","4.7",",W","0.0","W","0.0",",W","16",",W","3",",W","0",",W","","","0",",W","30",",W","25",",W","0",",W","0",",W","","","","","","","-16.1",",W,30,+","","","5.6",",,W,23,","7.8",",W,08,","2157.2","W","751.7",",W","21.5",",,,W","-5.92",",W","-2.50",",,,W","-9.34",",,,W","","","230",",W","230",",W","16.5",",W","20.6",",W"
"USW00004839","2003-02","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","4.8",",W","0.0","W","0.0",",W","10",",W","1",",W","0",",W","","","0",",W","28",",W","19",",W","0",",W","0",",W","","","","","","","-17.2",",W,14,","","","4.6",",,W,11,","6.7",",W,21,","2835.1","W","677.9",",W","9.7",",,,W","-5.88",",W","-1.98",",,,W","-9.78",",,,W","","","320",",W","300",",W","14.8",",W","19.7",",W"
"USW00004839","2003-03","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","4.2",",W","0.0","W","0.0",",W","15",",W","7",",W","0",",W","","","1",",W","19",",W","7",",W","1",",W","0",",W","","","","","","","-18.9",",W,03,","","","8.6",",,W,28,","21.1",",W,24,","3373.4","W","538.3",",W","36.6",",,,W","0.97",",W","6.42",",,,W","-4.48",",,,W","0","1,W","240",",W","240",",W","16.1",",W","19.7",",W"
"USW00004839","2003-04","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","4.7",",W","4.4","W","4.4",",W","9",",W","6",",W","1",",W","","","0",",W","12",",W","1",",W","5",",W","0",",W","","","","","","","-6.1",",W,09,+","","","26.4",",,W,04,","27.2",",W,15,+","3696.9","W","323.5",",W","54.2",",,,W","7.70",",W","13.47",",,,W","1.93",",,,W","0","2,W","220",",W","210",",W","16.1",",W","19.7",",W"
"USW00004839","2003-05","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","3.7",",W","4.4","W","0.0",",W","11",",W","5",",W","0",",W","","","0",",W","0",",W","0",",W","7",",W","0",",W","","","","","","","0.6",",W,03,","","","23.4",",,W,01,","25.6",",W,09,","3875.1","W","178.2",",W","71.2",",,,W","12.58",",W","18.18",",,,W","6.99",",,,W","0","2,W","220",",W","210",",W","19.2",",W","23.7",",W"
"USW00004839","2003-06","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","3.1",",W","37.7","W","33.3",",W","3",",W","2",",W","0",",W","","","0",",W","0",",W","0",",W","23",",W","2",",W","","","","","","","1.1",",W,02,+","","","11.2",",,W,28,","33.3",",W,24,","3929.3","W","54.2",",W","18.1",",,,W","17.64",",W","24.07",",,,W","11.20",",,,W","","","190",",W","190",",W","14.3",",W","17.4",",W"
"USW00004839","2003-07","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","3.2",",W","119.9","W","82.2",",W","10",",W","3",",W","0",",W","","","0",",W","0",",W","0",",W","30",",W","0",",W","","","","","","","9.4",",W,19,","","","16.3",",,W,10,","31.1",",W,04,+","3.6","W","3.6",",W","45.2",",,,W","20.87",",W","26.89",",,,W","14.85",",,,W","0","3,W","270",",W","290",",W","16.5",",W","26.4",",W"
"USW00004839","2003-08","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","2.7",",W","230.2","W","110.3","2,W","10",",W","5",",W","0",",W","","","0","2,W","0","2,W","0","2,W","29","2,W","2","2,W","","","","","","","11.1","2,W,23,","","","11.2",",,W,26,","33.9","2,W,21,","5.0","W","1.4","2,W","39.0",",,,W","22.09","2,W","28.12","2,,,W","16.06","2,,,W","","","220",",W","230",",W","13.0",",W","16.5",",W"
"USW00004839","2003-09","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","3.6",",W","259.6","W","29.4",",W","7",",W","5",",W","1",",W","","","0",",W","0",",W","0",",W","17",",W","0",",W","","","","","","","2.2",",W,26,","","","27.2",",,W,28,","30.0",",W,13,","91.4","W","86.4",",W","69.4",",,,W","16.43",",W","22.42",",,,W","10.44",",,,W","0",",W","240",",W","260",",W","13.0",",W","14.3",",W"
"USW00004839","2003-10","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","3.5",",W","260.5","W","0.9",",W","14",",W","7",",W","0",",W","","","0",",W","6",",W","0",",W","7",",W","0",",W","","","","","","","-1.7",",W,06,","","","18.3",",,W,03,","26.1",",W,10,","351.1","W","259.7",",W","60.3",",,,W","9.99",",W","15.83",",,,W","4.15",",,,W","0","2,W","250",",W","260",",W","17.4",",W","24.1",",W"
"USW00004839","2003-11","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","4.9",",W","260.5","W","0.0",",W","16",",W","10",",W","5",",W","","","0",",W","9",",W","0",",W","0",",W","0",",W","","","","","","","-6.1",",W,09,","","","60.7",",,W,02,","18.9",",W,04,","727.6","W","376.5",",W","233.5",",,,W","5.78",",W","9.51",",,,W","2.06",",,,W","0",",W","270",",W","320",",W","18.3",",W","23.2",",W"
"USW00004839","2003-12","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","4.5",",W","260.5","W","0.0","1,W","12",",W","5",",W","0",",W","","","0","1,W","24","1,W","9","1,W","0","1,W","0","1,W","","","","","","","-10.0","1,W,13,","","","14.7",",,W,10,","10.0","1,W,10,","1276.4","W","548.8","1,W","37.7",",,,W","0.04","1,W","3.15","1,,,W","-3.08","1,,,W","0","1,W","230",",W","230",",W","14.8",",W","18.3",",W"
"USW00004839","2004-01","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","4.9",",W","0.0","W","0.0",",W","13",",W","3",",W","0",",W","","","2",",W","29",",W","22",",W","0",",W","0",",W","","","","","","","-21.1",",W,25,","","","8.4",",,W,27,","15.6",",W,02,","2040.7","W","764.3",",W","23.1",",,,W","-6.32",",W","-2.60",",,,W","-10.05",",,,W","0",",W","250",",W","260",",W","15.6",",W","19.7",",W"
"USW00004839","2004-02","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","4.2",",W","0.0","W","0.0",",W","9",",W","3",",W","0",",W","","","3",",W","27",",W","16",",W","0",",W","0",",W","","","","","","","-18.3",",W,08,","","","6.4",",,W,20,","14.4",",W,29,","2667.9","W","627.2",",W","19.0",",,,W","-3.29",",W","1.09",",,,W","-7.68",",,,W","0","1,W","250",",W","240",",W","17.4",",W","20.6",",W"
"USW00004839","2004-03","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","5.0",",W","0.0","W","0.0",",W","20",",W","10",",W","1",",W","","","0",",W","17",",W","3",",W","1",",W","0",",W","","","","","","","-9.4",",W,13,+","","","26.4",",,W,01,","22.2",",W,28,","3111.0","W","443.1",",W","121.3",",,,W","4.04",",W","8.03",",,,W","0.05",",,,W","","","220",",W","210",",W","17.9",",W","22.8",",W"
"USW00004839","2004-04","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","4.9",",W","2.8","W","2.8","1,W","9",",W","5",",W","0",",W","","","0","1,W","10","1,W","0","1,W","7","1,W","0","1,W","","","","","","","-5.0","1,W,05,","","","11.7",",,W,25,","27.8","1,W,18,","3387.4","W","276.4","1,W","42.6",",,,W","8.90","1,W","14.92","1,,,W","2.87","1,,,W","","","210",",W","200",",W","17.9",",W","23.2",",W"
"USW00004839","2004-05","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","4.1",",W","23.2","W","20.4",",W","20",",W","11",",W","1",",W","","","0",",W","2",",W","0",",W","16",",W","0",",W","","","","","","","-1.1",",W,04,+","","","27.7",",,W,30,","28.3",",W,12,","3521.8","W","134.4",",W","132.4",",,,W","14.65",",W","20.15",",,,W","9.16",",,,W","0","4,W","270",",W","250",",W","17.4",",W","23.7",",W"
"USW00004839","2004-06","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","3.5",",W","59.8","W","36.6",",W","14",",W","7",",W","0",",W","","","0",",W","0",",W","0",",W","18",",W","0",",W","","","","","","","6.7",",W,25,","","","24.1",",,W,11,","31.1",",W,08,","3573.9","W","52.1",",W","69.8",",,,W","17.82",",W","22.77",",,,W","12.87",",,,W","","","220",",W","260",",W","12.5",",W","17.0",",W"
"USW00004839","2004-07","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","3.0",",W","136.1","W","76.3",",W","12",",W","4",",W","1",",W","","","0",",W","0",",W","0",",W","29",",W","0",",W","","","","","","","10.0",",W,24,+","","","27.9",",,W,03,","31.7",",W,21,","8.9","W","8.9",",W","70.7",",,,W","20.51",",W","25.58",",,,W","15.44",",,,W","","","290",",W","290",",W","13.0",",W","17.0",",W"
"USW00004839","2004-08","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","3.0",",W","182.5","W","46.4",",W","15",",W","7",",W","1",",W","","","0",",W","0",",W","0",",W","25",",W","0",",W","","","","","","","6.7",",W,22,","","","36.8",",,W,28,","30.0",",W,03,+","47.0","W","38.1",",W","84.4",",,,W","18.60",",W","24.11",",,,W","13.10",",,,W","0","1,W","250",",W","250",",W","16.1",",W","21.5",",W"
"USW00004839","2004-09","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","2.7",",W","223.5","W","41.0",",W","11",",W","0",",W","0",",W","","","0",",W","0",",W","0",",W","26",",W","0",",W","","","","","","","2.2",",W,30,","","","2.3",",,W,28,+","30.0",",W,15,","92.1","W","45.1",",W","8.0",",,,W","18.20",",W","25.23",",,,W","11.16",",,,W","0","3,W","220",",W","360",",W","11.6",",W","65.7",",W"
"USW00004839","2004-10","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","4.3",",W","223.5","W","0.0","2,W","7",",W","7",",W","1",",W","","","0","2,W","2","2,W","0","2,W","4","2,W","0","2,W","","","","","","","-1.1","2,W,05,","","","41.1",",,W,23,","24.4","2,W,07,","308.0","W","215.9","2,W","97.0",",,,W","10.89","2,W","16.42","2,,,W","5.36","2,,,W","","","220",",W","230",",W","19.2",",W","24.6",",W"
"USW00004839","2004-11","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","4.0",",W","223.5","W","0.0",",W","16",",W","8",",W","0",",W","","","0",",W","15",",W","0",",W","0",",W","0",",W","","","","","","","-6.7",",W,13,","","","19.3",",,W,01,","14.4",",W,10,","705.0","W","397.0",",W","90.4",",,,W","5.10",",W","9.02",",,,W","1.18",",,,W","","","310",",W","290",",W","13.4",",W","17.9",",W"
"USW00004839","2004-12","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","5.3",",W","223.5","W","0.0",",W","11",",W","5",",W","1",",W","","","0",",W","24",",W","11",",W","0",",W","0",",W","","","","","","","-16.7",",W,27,","","","28.7",",,W,07,","12.8",",W,31,","1319.9","W","614.9",",W","58.7",",,,W","-1.50",",W","1.81",",,,W","-4.82",",,,W","","","200",",W","200",",W","17.4",",W","21.0",",W"
"USW00004839","2005-01","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","4.0",",W","0.0","B","0.0",",W","13",",W","8",",W","0",",W","","","5",",W","30",",W","18",",W","0",",W","0",",W","","","","","","","-25.0",",W,23,","","","20.6",",,W,12,","15.0",",W,12,","2052.0","B","732.1",",W","76.6",",,,W","-5.28",",W","-1.32",",,,W","-9.25",",,,W","0",",W","220",",W","220",",W","13.9",",W","17.4",",W"
"USW00004839","2005-02","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","3.5",",W","0.0","B","0.0",",W","15",",W","7",",W","0",",W","","","0",",W","24",",W","10",",W","0",",W","0",",W","","","","","","","-12.2",",W,18,","","","18.8",",,W,14,","9.4",",W,05,","2602.8","B","550.8",",W","62.2",",,,W","-1.34",",W","1.94",",,,W","-4.61",",,,W","","","220",",W","220",",W","13.0",",W","16.5",",W"
"USW00004839","2005-03","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","3.9",",W","0.0","B","0.0",",W","10",",W","3",",W","0",",W","","","0",",W","28",",W","10",",W","1",",W","0",",W","","","","","","","-17.2",",W,03,","","","8.9",",,W,30,","23.9",",W,30,","3184.7","B","581.9",",W","24.5",",,,W","-0.44",",W","4.52",",,,W","-5.39",",,,W","","","200",",W","210",",W","16.1",",W","20.1",",W"
"USW00004839","2005-04","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","4.2",",W","2.0","B","2.0",",W","7",",W","3",",W","0",",W","","","0",",W","7",",W","0",",W","9",",W","0",",W","","","","","","","-1.7",",W,04,","","","8.9",",,W,22,","26.1",",W,18,","3428.2","B","243.5",",W","20.9",",,,W","10.28",",W","16.85",",,,W","3.71",",,,W","","","240",",W","240",",W","17.0",",W","21.5",",W"
"USW00004839","2005-05","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","3.7",",W","6.4","B","4.4",",W","10",",W","5",",W","0",",W","","","0",",W","2",",W","0",",W","9",",W","0",",W","","","","","","","-0.6",",W,04,+","","","14.7",",,W,19,","28.3",",W,09,","3608.6","B","180.4",",W","49.1",",,,W","12.66",",W","18.12",",,,W","7.20",",,,W","","","210",",W","330",",W","11.6",",W","74.7",",W"
"USW00004839","2005-06","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","3.6",",W","148.8","B","142.4",",W","7",",W","4",",W","0",",W","","","0",",W","0",",W","0",",W","28",",W","6",",W","","","","","","","10.6",",W,20,+","","","13.0",",,W,30,","34.4",",W,27,+","3616.9","B","8.3",",W","29.8",",,,W","22.80",",W","28.62",",,,W","16.98",",,,W","","","230",",W","210",",W","13.9",",W","17.0",",W"
"USW00004839","2005-07","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","3.0",",W","278.4","B","129.6","1,W","10",",W","6",",W","0",",W","","","0","1,W","0","1,W","0","1,W","30","1,W","7","1,W","","","","","","","8.9","1,W,02,","","","22.6",",,W,16,","33.9","1,W,24,+","3.1","B","3.1","1,W","70.5",",,,W","22.55","1,W","28.95","1,,,W","16.15","1,,,W","","","220",",W","360",",W","15.6",",W","65.7",",W"
"USW00004839","2005-08","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","2.8",",B","380.1","B","101.7",",B","8",",B","2",",B","0",",B","","","0",",B","0",",B","0",",B","31",",B","2",",B","","","","","","","9.4",",B,24,","","","14.2",",,B,12,","33.3",",B,03,","6.9","B","3.8",",B","26.0",",,,B","21.49",",B","27.55",",,,B","15.43",",,,B","","","220",",B","230",",B","11.6",",B","15.6",",B"
"USW00004839","2005-09","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","3.4",",B","439.7","B","59.6",",B","11",",B","5",",B","1",",B","","","0",",B","0",",B","0",",B","27",",B","2",",B","","","","","","","5.6",",B,30,+","","","30.2",",,B,28,","33.9",",B,13,","42.4","B","35.5",",B","60.6",",,,B","19.13",",B","25.65",",,,B","12.62",",,,B","","","320",",B","220","1,B","12.5",",B","14.8","1,B"
"USW00004839","2005-10","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","3.3",",B","452.7","B","13.0","3,B","4","1,B","1","1,B","0","1,B","","","0","2,B","2","2,B","0","2,B","5","2,B","0","2,B","","","","","","","-2.2","2,B,29,","","","9.1","1,,B,31,","29.4","2,B,04,+","250.9","B","208.5","2,B","12.5","1,,,B","11.62","3,B","17.17","2,,,B","6.07","2,,,B","","","330","1,B","330","1,B","11.6","1,B","85.4","1,B"
"USW00004839","2005-11","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","5.6",",B","452.7","B","0.0",",B","17",",B","14",",B","1",",B","","","0",",B","14",",B","3",",B","0",",B","0",",B","","","","","","","-10.0",",B,24,","","","35.6",",,B,06,","19.4",",B,12,","636.0","B","385.1",",B","114.5",",,,B","5.50",",B","9.88",",,,B","1.11",",,,B","","","240",",B","250",",B","19.7",",B","24.6",",B"
"USW00004839","2005-12","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","4.3",",B","452.7","B","0.0",",B","21",",B","8",",B","0",",B","","","0",",B","24",",B","18",",B","0",",B","0",",B","","","","","","","-12.8",",B,08,","","","9.4",",,B,30,","4.4",",B,24,+","1289.0","B","653.0",",B","50.2",",,,B","-2.73",",B","-0.77",",,,B","-4.69",",,,B","","","210",",B","220",",B","13.9",",B","17.9",",B"
"USW00004839","2006-01","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","4.6",",W","0.0","W","0.0",",W","15",",W","7",",W","0",",W","","","0",",W","22",",W","2",",W","0",",W","0",",W","20","","3","","1","","-9.3",",W,21,","","","18.8",",,W,29,","12.8",",W,12,","1807.3","W","518.3",",W","96.9",",,,W","1.61",",W","4.58",",,,W","-1.35",",,,W","","","220",",W","300",",W","14.3",",W","19.2",",W"
"USW00004839","2006-02","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","4.4","1,W","0.0","W","0.0",",W","11",",W","3",",W","1",",W","","","0",",W","27",",W","15",",W","0",",W","0",",W","15","","3","","1","","-16.6",",W,18,","","","35.1",",,W,16,","7.8",",W,14,+","2391.7","W","584.4",",W","45.0",",,,W","-2.54",",W","0.94",",,,W","-6.01",",,,W","","","220",",W","210",",W","13.9",",W","19.2",",W"
"USW00004839","2006-03","42.74611","-86.09667","210.0","HOLLAND TULIP CITY AIRPORT, MI US","3.8",",W","0.0","W","0.0","1,W","13",",W","6",",W","0",",W","","","0","1,W","22","1,W","2","1,W","2","1,W","0","1,W","16","","1","","4","","-8.2","1,W,05,","","","24.9",",,W,09,","21.7","1,W,31,","2857.9","W","466.2","1,W","81.0",",,,W","2.79","1,W","7.33","1,,,W","-1.75","1,,,W","","","240",",W","270",",W","17.9",",W","22.8",",W"
