"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00236038","1974-11","39.59917","-91.41167","146.3","NEW LONDON, MO US","12",",6","7",",6","1",",6","","","","","","","","","33.5",",,6,03,","106.5",",,,6"
"USC00236038","1974-12","39.59917","-91.41167","146.3","NEW LONDON, MO US","12",",6","8",",6","0",",6","","","","","","","","","10.2",",,6,31,+","67.6",",,,6"
"USC00236038","1975-01","39.59917","-91.41167","146.3","NEW LONDON, MO US","11",",6","6",",6","0",",6","","","","","","","","","19.8",",,6,31,","56.4",",,,6"
"USC00236038","1975-02","39.59917","-91.41167","146.3","NEW LONDON, MO US","12",",6","8",",6","0",",6","","","","","","","","","23.1",",,6,17,","87.9",",,,6"
"USC00236038","1975-03","39.59917","-91.41167","146.3","NEW LONDON, MO US","6",",6","4",",6","2",",6","","","","","","","","","27.9",",,6,27,","75.1",",,,6"
"USC00236038","1975-04","39.59917","-91.41167","146.3","NEW LONDON, MO US","10",",6","6",",6","2",",6","","","","","","","","","52.6",",,6,24,","125.3",",,,6"
"USC00236038","1975-05","39.59917","-91.41167","146.3","NEW LONDON, MO US","11",",6","8",",6","1",",6","","","","","","","","","38.9",",,6,07,","124.1",",,,6"
"USC00236038","1975-06","39.59917","-91.41167","146.3","NEW LONDON, MO US","11","1,6","7","1,6","2","1,6","","","","","","","","","40.6","1,,6,15,","119.1","1,,,6"
"USC00236038","1975-07","39.59917","-91.41167","146.3","NEW LONDON, MO US","3",",6","1",",6","0",",6","","","","","","","","","5.8",",,6,24,","8.9",",,,6"
"USC00236038","1975-08","39.59917","-91.41167","146.3","NEW LONDON, MO US","11",",6","6",",6","2",",6","","","","","","","","","78.7",",,6,26,","160.0",",,,6"
"USC00236038","1975-09","39.59917","-91.41167","146.3","NEW LONDON, MO US","8",",6","6",",6","1",",6","","","","","","","","","35.8",",,6,19,","84.5",",,,6"
"USC00236038","1975-10","39.59917","-91.41167","146.3","NEW LONDON, MO US","5",",6","4",",6","1",",6","","","","","","","","","43.2",",,6,15,","73.4",",,,6"
"USC00236038","1975-11","39.59917","-91.41167","146.3","NEW LONDON, MO US","10",",6","6",",6","0",",6","","","","","","","","","23.9",",,6,30,","73.2",",,,6"
"USC00236038","1975-12","39.59917","-91.41167","146.3","NEW LONDON, MO US","7",",6","3",",6","1",",6","","","","","","","","","27.4",",,6,15,","51.5",",,,6"
"USC00236038","1976-01","39.59917","-91.41167","146.3","NEW LONDON, MO US","6",",6","2",",6","0",",6","","","","","","","","","7.4",",,6,14,","15.1",",,,6"
"USC00236038","1976-02","39.59917","-91.41167","146.3","NEW LONDON, MO US","6",",6","5",",6","0",",6","","","","","","","","","14.5",",,6,21,","46.2",",,,6"
"USC00236038","1976-03","39.59917","-91.41167","146.3","NEW LONDON, MO US","11",",6","9",",6","1",",6","","","","","","","","","55.4",",,6,04,","114.3",",,,6"
"USC00236038","1976-04","39.59917","-91.41167","146.3","NEW LONDON, MO US","7",",6","5",",6","0",",6","","","","","1","","","","17.5",",,6,20,","53.4",",,,6"
"USC00236038","1976-05","39.59917","-91.41167","146.3","NEW LONDON, MO US","7",",6","6",",6","0",",6","","","","","","","","","22.6",",,6,07,","78.1",",,,6"
"USC00236038","1976-06","39.59917","-91.41167","146.3","NEW LONDON, MO US","4",",6","3",",6","1",",6","","","","","","","","","38.4",",,6,24,","55.7",",,,6"
"USC00236038","1976-07","39.59917","-91.41167","146.3","NEW LONDON, MO US","3",",6","3",",6","0",",6","","","","","","","","","22.1",",,6,03,","41.7",",,,6"
"USC00236038","1976-08","39.59917","-91.41167","146.3","NEW LONDON, MO US","8",",6","5",",6","0",",6","","","","","","","","","17.5",",,6,15,","58.7",",,,6"
"USC00236038","1976-09","39.59917","-91.41167","146.3","NEW LONDON, MO US","3",",6","2",",6","1",",6","","","","","","","","","45.7",",,6,26,","55.9",",,,6"
"USC00236038","1976-10","39.59917","-91.41167","146.3","NEW LONDON, MO US","9",",6","6",",6","2",",6","","","","","","","","","43.7",",,6,06,","123.0",",,,6"
"USC00236038","1976-11","39.59917","-91.41167","146.3","NEW LONDON, MO US","2",",6","2",",6","0",",6","","","","","","","","","11.7",",,6,27,","14.7",",,,6"
"USC00236038","1976-12","39.59917","-91.41167","146.3","NEW LONDON, MO US","3",",6","2",",6","0",",6","","","","","","","","","7.6",",,6,07,","11.4",",,,6"
"USC00236038","1977-01","39.59917","-91.41167","146.3","NEW LONDON, MO US","11","1,6","3","1,6","0","1,6","26","5,6","1","","","","406","5,,6,24,+","12.2","1,,6,05,","28.7","1,,,6"
"USC00236038","1977-02","39.59917","-91.41167","146.3","NEW LONDON, MO US","5",",6","3",",6","0",",6","","","1","","1","","","","6.6",",,6,27,","21.2",",,,6"
"USC00236038","1977-03","39.59917","-91.41167","146.3","NEW LONDON, MO US","12",",6","7",",6","1",",6","","","","","2","","","","34.0",",,6,12,","125.5",",,,6"
"USC00236038","1977-04","39.59917","-91.41167","146.3","NEW LONDON, MO US","8",",6","5",",6","0",",6","","","","","","","","","14.2",",,6,22,","39.4",",,,6"
"USC00236038","1977-05","39.59917","-91.41167","146.3","NEW LONDON, MO US","12",",6","7",",6","1",",6","","","","","2","","","","50.8",",,6,05,","124.7",",,,6"
"USC00236038","1977-06","39.59917","-91.41167","146.3","NEW LONDON, MO US","8",",6","3",",6","0",",6","","","","","2","","","","15.5",",,6,09,","29.2",",,,6"
"USC00236038","1977-07","39.59917","-91.41167","146.3","NEW LONDON, MO US","5",",6","5",",6","0",",6","","","","","6","","","","18.3",",,6,25,","33.7",",,,6"
"USC00236038","1977-08","39.59917","-91.41167","146.3","NEW LONDON, MO US","12",",6","9",",6","3",",6","","","","","8","","","","80.3",",,6,29,","208.6",",,,6"
"USC00236038","1977-09","39.59917","-91.41167","146.3","NEW LONDON, MO US","10",",6","7",",6","2",",6","","","","","3","","","","64.3",",,6,04,","152.2",",,,6"
"USC00236038","1977-10","39.59917","-91.41167","146.3","NEW LONDON, MO US","12",",6","6",",6","4",",6","","","","","3","","","","60.5",",,6,01,","183.2",",,,6"
"USC00236038","1977-11","39.59917","-91.41167","146.3","NEW LONDON, MO US","8",",6","8",",6","0",",6","","","1","","3","","","","19.8",",,6,01,","65.0",",,,6"
"USC00236038","1977-12","39.59917","-91.41167","146.3","NEW LONDON, MO US","10",",6","5",",6","0",",6","","","2","","1","","","","7.4",",,6,01,","29.8",",,,6"
"USC00236038","1978-01","39.59917","-91.41167","146.3","NEW LONDON, MO US","8",",6","5",",6","0",",6","","","1","","","","","","5.3",",,6,17,+","23.3",",,,6"
"USC00236038","1978-02","39.59917","-91.41167","146.3","NEW LONDON, MO US","7",",6","5",",6","0",",6","","","","","","","","","7.1",",,6,14,+","25.1",",,,6"
"USC00236038","1978-03","39.59917","-91.41167","146.3","NEW LONDON, MO US","11",",6","7",",6","1",",6","","","","","","","","","46.0",",,6,25,","95.6",",,,6"
"USC00236038","1978-04","39.59917","-91.41167","146.3","NEW LONDON, MO US","11",",6","10",",6","0",",6","","","","","4","","","","18.5",",,6,16,","108.1",",,,6"
"USC00236038","1978-05","39.59917","-91.41167","146.3","NEW LONDON, MO US","10",",6","9",",6","2",",6","","","","","5","","","","30.5",",,6,13,","135.4",",,,6"
"USC00236038","1978-06","39.59917","-91.41167","146.3","NEW LONDON, MO US","","","","","","","","","","","5","","","","","","",""
"USC00236038","1978-07","39.59917","-91.41167","146.3","NEW LONDON, MO US","8",",6","6",",6","1",",6","","","","","4","","","","46.2",",,6,02,","86.4",",,,6"
"USC00236038","1978-08","39.59917","-91.41167","146.3","NEW LONDON, MO US","5",",6","4",",6","1",",6","","","2","","4","","","","27.2",",,6,11,","58.4",",,,6"
"USC00236038","1978-09","39.59917","-91.41167","146.3","NEW LONDON, MO US","6",",6","4",",6","0",",6","","","","","3","","","","10.9",",,6,16,","34.4",",,,6"
"USC00236038","1978-10","39.59917","-91.41167","146.3","NEW LONDON, MO US","7",",6","5",",6","0",",6","","","","","1","","","","14.5",",,6,11,","40.1",",,,6"
"USC00236038","1978-11","39.59917","-91.41167","146.3","NEW LONDON, MO US","8",",6","8",",6","1",",6","","","","","","","","","25.9",",,6,17,","79.6",",,,6"
"USC00236038","1978-12","39.59917","-91.41167","146.3","NEW LONDON, MO US","5",",6","5",",6","0",",6","","","","","","","","","11.7",",,6,31,","38.3",",,,6"
"USC00236038","1979-02","39.59917","-91.41167","146.3","NEW LONDON, MO US","7",",6","3",",6","0",",6","","","1","","","","","","20.8",",,6,23,","47.5",",,,6"
"USC00236038","1979-03","39.59917","-91.41167","146.3","NEW LONDON, MO US","13","1,6","6","1,6","0","1,6","","","","","3","","","","24.6","1,,6,19,","87.2","1,,,6"
"USC00236038","1979-04","39.59917","-91.41167","146.3","NEW LONDON, MO US","12",",6","9",",6","2",",6","","","","","9","","","","40.1",",,6,12,","134.4",",,,6"
"USC00236038","1979-05","39.59917","-91.41167","146.3","NEW LONDON, MO US","6","1,6","4","1,6","1","1,6","","","","","3","","","","32.5","1,,6,27,","73.5","1,,,6"
"USC00236038","1981-11","39.59917","-91.41167","146.3","NEW LONDON, MO US","10",",6","6",",6","1",",6","","","4","","2","","","","26.4",",,6,04,","111.6",",,,6"
"USC00236038","1984-04","39.59917","-91.41167","146.3","NEW LONDON, MO US","15",",6","11",",6","0",",6","","","3","","1","","","","24.1",",,6,21,","131.7",",,,6"
"USC00236038","1989-12","39.59917","-91.41167","146.3","NEW LONDON, MO US","9",",6","4",",6","0",",6","","","","","","","","","5.6",",,6,30,","23.7",",,,6"
"USC00236038","1990-02","39.59917","-91.41167","146.3","NEW LONDON, MO US","9",",6","8",",6","2",",6","","","3","","","","","","29.2",",,6,15,","119.6",",,,6"
