"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HN04","HN04_ATTRIBUTES","HN05","HN05_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","HX04","HX04_ATTRIBUTES","HX05","HX05_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LN04","LN04_ATTRIBUTES","LN05","LN05_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","LX04","LX04_ATTRIBUTES","LX05","LX05_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MN04","MN04_ATTRIBUTES","MN05","MN05_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MX04","MX04_ATTRIBUTES","MX05","MX05_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00208706","2006-08","46.52664","-88.64243","424.9","WATTON 2 WSW, MI US","109.5","0","17.3",",0","10",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","1",",0","2","","3","","3.3",",0,12,+","0",",,0,31,+","0",",,0,31,+","36.1",",,0,02,","33.9",",0,01,","106.1","0","","","","","","","","","","","70.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.3",",,,0","0",",,,0","16.60",",0","23.01",",,,0","10.20",",,,0"
"USC00208706","2006-09","46.52664","-88.64243","424.9","WATTON 2 WSW, MI US","109.5","0","0.0",",0","16",",0","5",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","12",",0","0",",0","1","","2","","-2.8",",0,11,","0",",,0,30,+","0",",,0,30,+","16.8",",,0,09,","25.0",",0,08,","322.5","0","","","","","","","","","","","216.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.3",",,,0","0",",,,0","11.12",",0","16.87",",,,0","5.37",",,,0"
"USC00208706","2006-10","46.52664","-88.64243","424.9","WATTON 2 WSW, MI US","109.5","0","0.0",",0","15",",0","7",",0","0",",0","7",",0","4",",0","0",",0","22",",0","3",",0","3",",0","0",",0","","","1","","-6.7",",0,26,+","305",",,0,14,","287",",,0,14,","20.8",",,0,14,","25.0",",0,03,","772.4","0","","","","","","","","","","","449.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.2",",,,0","526",",,,0","3.82",",0","8.76",",,,0","-1.13",",,,0"
"USC00208706","2006-11","46.52664","-88.64243","424.9","WATTON 2 WSW, MI US","109.5","0","0.0",",0","12",",0","5",",0","0",",0","3",",0","2",",0","0",",0","24",",0","6",",0","0",",0","0",",0","1","","","","-11.7",",0,30,","102",",,0,03,","102",",,0,03,","8.6",",,0,09,","13.9",",0,07,","1297.2","0","","","","","","","","","","","524.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.8",",,,0","185",",,,0","0.84",",0","4.45",",,,0","-2.77",",,,0"
"USC00208706","2006-12","46.52664","-88.64243","424.9","WATTON 2 WSW, MI US","109.5","0","0.0",",0","15",",0","6",",0","0",",0","27",",0","8",",0","2",",0","29",",0","19",",0","0",",0","0",",0","","","","","-18.9",",0,08,","152",",,0,08,+","86",",,0,30,","19.6",",,0,23,","7.8",",0,10,","2002.3","0","","","","","","","","","","","705.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.6",",,,0","541",",,,0","-4.41",",0","-1.02",",,,0","-7.81",",,,0"
"USC00208706","2007-01","46.52664","-88.64243","424.9","WATTON 2 WSW, MI US","0.0","0","0.0",",0","18",",0","2",",0","0",",0","31",",0","12",",0","9",",0","30",",0","24",",0","0",",0","0",",0","","","","","-22.8",",0,21,","305",",,0,31,+","89",",,0,28,","12.7",",,0,01,","4.4",",0,04,","2837.0","0","","","","","","","","","","","834.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.5",",,,0","699",",,,0","-8.59",",0","-4.89",",,,0","-12.29",",,,0"
"USC00208706","2007-02","46.52664","-88.64243","424.9","WATTON 2 WSW, MI US","0.0","0","0.0",",0","16",",0","3",",0","0",",0","28",",0","6",",0","16",",0","28",",0","26",",0","0",",0","0",",0","","","","","-26.1",",0,05,","432",",,0,28,+","135",",,0,26,","11.9",",,0,26,","8.9",",0,22,","3712.9","0","","","","","","","","","","","875.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.4",",,,0","429",",,,0","-12.95",",0","-8.45",",,,0","-17.44",",,,0"
"USC00208706","2007-03","46.52664","-88.64243","424.9","WATTON 2 WSW, MI US","0.0","0","0.0",",0","11",",0","7",",0","0",",0","25",",0","5",",0","3",",0","24",",0","11",",0","0",",0","0",",0","1","","1","","-27.8",",0,06,","635",",,0,08,+","178",",,0,03,","12.4",",,0,26,","18.3",",0,27,","4341.9","0","","","","","","","","","","","629.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.8",",,,0","506",",,,0","-1.96",",0","3.49",",,,0","-7.40",",,,0"
"USC00208706","2007-04","46.52664","-88.64243","424.9","WATTON 2 WSW, MI US","0.0","0","0.0",",0","12",",0","8",",0","0",",0","13",",0","5",",0","2",",0","24",",0","7",",0","3",",0","0",",0","1","","1","","-18.3",",0,10,+","356",",,0,08,","168",",,0,04,","19.8",",,0,23,","26.7",",0,23,","4834.2","0","","","","","","","","","","","492.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.7",",,,0","600",",,,0","1.92",",0","8.24",",,,0","-4.40",",,,0"
"USC00208706","2007-05","46.52664","-88.64243","424.9","WATTON 2 WSW, MI US","8.9","0","8.9",",0","15",",0","10",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","10",",0","0",",0","1","","4","","-2.2",",0,17,","0",",T,0,20,","5",",,0,20,","13.2",",,0,25,+","28.3",",0,15,","5041.7","0","","","","","","","","","","","207.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.3",",,,0","5",",,,0","11.93",",0","18.48",",,,0","5.37",",,,0"
"USC00208706","2007-06","46.52664","-88.64243","424.9","WATTON 2 WSW, MI US","42.2","0","33.3",",0","9",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","1","","6","","2.8",",0,30,+","0",",,0,30,+","0",",,0,30,+","31.8",",,0,18,","30.6",",0,27,","5115.6","0","","","","","","","","","","","73.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.4",",,,0","0",",,,0","16.98",",0","23.47",",,,0","10.48",",,,0"
"USC00208706","2007-07","46.52664","-88.64243","424.9","WATTON 2 WSW, MI US","88.8","0","46.6",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","2","","3","","2.2",",0,01,","0",",,0,31,+","0",",,0,31,+","9.9",",,0,14,","31.1",",0,27,+","66.7","0","","","","","","","","","","","66.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.7",",,,0","0",",,,0","17.69",",0","24.23",",,,0","11.14",",,,0"
"USC00208706","2007-08","46.52664","-88.64243","424.9","WATTON 2 WSW, MI US","122.9","0","34.1",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","1","","3","","1.7",",0,18,","0",",,0,31,+","0",",,0,31,+","16.5",",,0,28,","31.7",",0,02,+","124.6","0","","","","","","","","","","","57.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.9",",,,0","0",",,,0","17.56",",0","24.30",",,,0","10.83",",,,0"
"USC00208706","2007-09","46.52664","-88.64243","424.9","WATTON 2 WSW, MI US","140.4","0","17.5",",0","18",",0","12",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","12",",0","0",",0","","","5","","-1.7",",0,16,","0",",,0,30,+","0",",,0,30,+","40.9",",,0,22,","30.0",",0,06,","289.0","0","","","","","","","","","","","164.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","126.5",",,,0","0",",,,0","13.44",",0","19.43",",,,0","7.45",",,,0"
"USC00208706","2007-10","46.52664","-88.64243","424.9","WATTON 2 WSW, MI US","145.4","0","5.0","1,0","19",",0","13",",0","1",",0","0",",0","0",",0","0","1,0","11","1,0","0",",0","5",",0","0",",0","3","","4","","-5.6","1,0,29,","0",",,0,31,+","0",",T,0,25,+","57.7",",,0,06,","27.8",",0,08,","565.7","0","","","","","","","","","","","276.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184.5",",,,0","0",",T,,0","9.30","1,0","13.76",",,,0","4.83","1,,,0"
"USC00208706","2007-11","46.52664","-88.64243","424.9","WATTON 2 WSW, MI US","145.4","0","0.0",",0","21",",0","5",",0","0",",0","20",",0","8",",0","0",",0","25",",0","12",",0","0",",0","0",",0","","","","","-17.2",",0,28,","127",",,0,08,+","147",",,0,06,","14.0",",,0,06,","12.8",",0,01,","1161.0","0","","","","","","","","","","","595.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.3",",,,0","524",",,,0","-1.51",",0","1.88",",,,0","-4.90",",,,0"
"USC00208706","2007-12","46.52664","-88.64243","424.9","WATTON 2 WSW, MI US","145.4","0","0.0",",0","20",",0","7",",0","0",",0","31",",0","8",",0","4",",0","31",",0","28",",0","0",",0","0",",0","1","","","","-21.7",",0,11,","330",",,0,30,+","193",",,0,02,","16.5",",,0,02,","1.7",",0,23,","1997.7","0","","","","","","","","","","","836.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.4",",,,0","698",",,,0","-8.66",",0","-5.23",",,,0","-12.09",",,,0"
"USC00208706","2008-01","46.52664","-88.64243","424.9","WATTON 2 WSW, MI US","0.0","0","0.0",",0","18",",0","4",",0","0",",0","31",",0","6",",0","9",",0","31",",0","25",",0","0",",0","0",",0","1","","","","-25.6",",0,20,+","381",",,0,02,","94",",,0,18,","8.6",",,0,18,","5.0",",0,07,","2854.0","0","","","","","","","","","","","856.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.4",",,,0","477",",,,0","-9.29",",0","-5.55",",,,0","-13.03",",,,0"
"USC00208706","2008-02","46.52664","-88.64243","424.9","WATTON 2 WSW, MI US","0.0","0","0.0",",0","15",",0","6",",0","0",",0","29",",0","9",",0","14",",0","29",",0","27",",0","0",",0","0",",0","","","","","-26.1",",0,20,+","457",",,0,19,+","109",",,0,18,","6.6",",,0,18,","5.0",",0,25,","3730.8","0","","","","","","","","","","","876.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.0",",,,0","506",",,,0","-11.90",",0","-6.24",",,,0","-17.57",",,,0"
"USC00208706","2008-03","46.52664","-88.64243","424.9","WATTON 2 WSW, MI US","0.0","0","0.0",",0","13",",0","3",",0","0",",0","31",",0","4",",0","7",",0","31",",0","14",",0","0",",0","0",",0","","","","","-26.1",",0,09,+","483",",,0,19,","71",",,0,19,","5.8",",,0,19,","6.1",",0,30,","4524.4","0","","","","","","","","","","","793.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.3",",,,0","279",",,,0","-7.27",",0","-0.66",",,,0","-13.87",",,,0"
"USC00208706","2008-04","46.52664","-88.64243","424.9","WATTON 2 WSW, MI US","0.0","0","0.0",",0","15",",0","9",",0","0",",0","17",",0","5",",0","0",",0","25",",0","3",",0","1",",0","0",",0","2","","2","","-11.1",",0,15,+","635",",,0,02,","157",",,0,01,","16.0",",,0,23,","22.2",",0,22,","4990.0","0","","","","","","","","","","","465.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.8",",,,0","568",",,,0","2.81",",0","8.13",",,,0","-2.50",",,,0"
"USC00208706","2008-05","46.52664","-88.64243","424.9","WATTON 2 WSW, MI US","0.0","0","0.0",",0","13",",0","6",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","3",",0","0",",0","1","","2","","-3.3",",0,28,+","0",",,0,31,+","0",",T,0,27,+","21.6",",,0,03,","23.3",",0,30,","5320.8","0","","","","","","","","","","","330.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.3",",,,0","0",",T,,0","7.66",",0","13.85",",,,0","1.47",",,,0"
"USC00208706","2008-06","46.52664","-88.64243","424.9","WATTON 2 WSW, MI US","9.4","0","9.4",",0","14",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","3","","9","","2.8",",0,11,","0",",,0,30,+","0",",T,0,11,","25.4",",,0,28,","27.8",",0,26,+","5429.3","0","","","","","","","","","","","108.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.2",",,,0","0",",T,,0","15.03",",0","20.60",",,,0","9.46",",,,0"
"USC00208706","2008-07","46.52664","-88.64243","424.9","WATTON 2 WSW, MI US","22.4","0","13.0",",0","12",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","3","","6","","6.1",",0,24,+","0",",,0,31,+","0",",,0,31,+","43.2",",,0,18,","27.2",",0,02,","57.6","0","","","","","","","","","","","57.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112.5",",,,0","0",",,,0","16.90",",0","22.81",",,,0","10.98",",,,0"
"USC00208706","2008-08","46.52664","-88.64243","424.9","WATTON 2 WSW, MI US","31.3","0","8.9",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","2","","3","","1.1",",0,26,","0",",,0,31,+","0",",,0,31,+","15.7",",,0,23,","27.2",",0,18,","155.8","0","","","","","","","","","","","98.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.7",",,,0","0",",,,0","15.45",",0","22.29",",,,0","8.61",",,,0"
"USC00208706","2008-09","46.52664","-88.64243","424.9","WATTON 2 WSW, MI US","41.2","0","9.9",",0","12",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","1","","2","","1.1",",0,09,","0",",,0,30,+","0",",,0,30,+","32.3",",,0,14,","29.4",",0,01,","326.6","0","","","","","","","","","","","170.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.7",",,,0","0",",,,0","12.97",",0","18.35",",,,0","7.59",",,,0"
